Sub * SUBJ SUBJ !›Â—”  „‰«»⁄!
W * N N,PL,COM,GEN ‰ÊÌ”‰œê«‰
W * N N,SING,COM “‰
W * P P œ—
W * N N,SING,COM,GEN «œ»Ì« 
W * ADJ ADJ,SIM ›«—”Ì
W * DELM DELM °
W * N N,PL,COM,GEN ⁄·Ê„
W * N N,SING,COM ÕœÌÀ
W * DELM DELM -
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 4
W * DELM DELM °
W * N N,SING,COM,GEN ‘„«—Â
W * N N,SING,NUM 3
W * DELM DELM °
W * N N,SING,COM,GEN ‘„«—Â
W * ADJ ADJ,SIM ÅÌ«ÅÌ
W * N N,SING,NUM 31
W * DELM DELM -
W * N N,SING,COM ‰‘«‰Ì
W * DELM DELM :
W * N N,SING,LOC,PR ﬁ„
W * DELM DELM °
W * N N,SING,COM,GEN ’‰œÊﬁ
W * ADJ ADJ,SIM,GEN Å” Ì
W * N N,SING,NUM 1343
W * DELM DELM -
W * N N,SING,NUM 58173
W * DELM DELM /
W * N N,SING,COM  ·›‰
W * DELM DELM :
W * N N,SING,NUM 547117
W * DELM DELM /
W * N N,SING,COM ›«ﬂ”
W * DELM DELM :
W * N N,SING,NUM 091917
W * N N,SING,COM,GEN ›Â—” 
W * QUA QUA »—ŒÌ
W * N N,PL,COM „ÿ«·»
W * DELM DELM :
W * N N,SING,NUM œÂ
W * N N,SING,COM ‰ﬂ Â
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM,GEN ‘—Õ
W * N N,PL,COM,GEN «’Ê·
W * ADJ ADJ,SIM,GEN ﬂ«›Ì
W * N N,SING,PR „·«’œ—«
W * DELM DELM -
W * N N,PL,COM,GEN Ã·ÊÂ Â«Ì
W * N N,SING,COM ÕœÌÀ
W * P P œ—
W * N N,SING,COM,GEN  ›”Ì—
W * N N,SING,PR ’œ—«·„ √·ÂÌ‰
W * DELM DELM -
W * ADJ ADJ,SIM,GEN ”Ì—
W * N N,SING,COM,GEN  œÊÌ‰
W * N N,SING,PR €—Ì» «·ÕœÌÀ
W * DELM DELM -
W * N N,SING,COM œ›«⁄
W * P P «“
W * N N,SING,COM ÕœÌÀ
W * DELM DELM .
Sub * SUBJ SUBJ !›—Â‰êÌ!
W * DELM DELM #
W * N N,SING,COM ¬‘‰«ÌÌ
W * P P »«
W * N N,SING,GR,GEN „Ã„⁄
W * N N,SING,COM,GEN «ÕÌ«Ì
W * N N,SING,COM,GEN ›—Â‰ê
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR »‰œ—⁄»«”
W * DELM DELM #
W * N N,SING,COM,GEN „œÌ—
W * N N,SING,COM,GEN „Ì—«À
W * ADJ ADJ,SIM,GEN ›—Â‰êÌ
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR Â—„“ê«‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * N N,SING,NUM 93
W * N N,SING,COM,GEN »‰«Ì
W * ADJ ADJ,SIM,GEN  «—ÌŒÌ
W * DET DET «Ì‰
W * N N,SING,LOC «” «‰
W * P P œ—
W * N N,SING,COM,GEN ›Â—” 
W * N N,PL,COM,GEN ¬À«—
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC ﬂ‘Ê—
W * P P »Â
W * N N,SING,COM À» 
W * ADJ ADJ,INO —”ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR ﬁ«∆œÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * DET DET «Ì‰
W * N N,PL,COM,GEN ¬À«—
W * ADJ ADJ,SIM «—“‘„‰œ
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,PL,COM,GEN œÊ—Â Â«Ì
W * N N,SING,TIME ﬁ»·
W * P P «“
W * N N,SING,COM «”·«„
W * DELM DELM °
W * N N,SING,COM,GEN œÊ—«‰
W * ADJ ADJ,SIM «”·«„Ì
W * DELM DELM °
W * N N,SING,PR ’›ÊÌÂ
W * CON CON Ê
W * N N,SING,PR ﬁ«Ã«—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * P P «“
W * N N,SING,COM,GEN Ã„·Â
W * DET DET «Ì‰
W * N N,PL,COM »‰«Â«
W * N N,SING,LOC,GEN Œ«‰Â
W * N N,SING,PR ›ﬂ—Ì
W * DELM DELM °
W * N N,SING,LOC,GEN Õ„«„
W * N N,SING,PR ê·Â œ«—Ì
W * DELM DELM °
W * N N,SING,LOC,GEN ﬁ·⁄Â
W * N N,SING,PR Â—„“
W * DELM DELM °
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR,GEN Õ—Ì—Â
W * N N,SING,LOC,PR ﬂÌ‘
W * DELM DELM °
W * N N,SING,LOC,GEN Õ„«„
W * N N,SING,PR Œ«‰Ì
W * DELM DELM °
W * N N,SING,LOC,GEN „⁄»œ
W * N N,PL,COM Â‰œÊÂ«
W * DELM DELM °
W * N N,PL,LOC,GEN »—ﬂÂ Â«Ì
W * N N,SING,COM »«—«‰
W * DELM DELM °
W * N N,SING,COM,GEN Å·
W * N N,SING,LOC,PR ·« Ìœ«‰
W * CON CON Ê
W * N N,SING,LOC,GEN ﬁ·⁄Â
W * N N,PL,COM Å— €«·ÌÂ«
W * RA RA —«
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * N N,SING,COM ‰«„
W * V V,SUB,POS,3 »—œ
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,LOC,PR ﬂ—„«‰
W * DELM DELM -
W * N N,SING,NUM 70
W * N N,SING,COM  ‰
W * P P «“
W * N N,PL,COM ”›—«
W * CON CON Ê
W * N N,PL,COM,GEN ﬂ«—œ«—«‰
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * ADJ ADJ,SIM,GEN Œ«—ÃÌ
W * ADJ ADJ,SIM,GEN „ﬁÌ„
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * N N,SING,COM,GEN „‰ŸÊ—
W * N N,SING,COM »«“œÌœ
W * P P «“
W * N N,SING,COM,GEN «—ê
W * ADJ ADJ,SIM,GEN  «—ÌŒÌ
W * N N,SING,LOC,PR »„
W * DELM DELM °
W * N N,PL,LOC,GEN »«€Â«Ì
W * N N,PL,COM „—ﬂ»« 
W * CON CON Ê
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * ADJ ADJ,SIM,GEN ÊÌéÂ
W * ADJ ADJ,SIM,GEN «ﬁ ’«œÌ
W * N N,SING,LOC,PR »„
W * DELM DELM °
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ‘‰»Â
W * P P,GEN Ê«—œ
W * DET DET «Ì‰
W * N N,SING,LOC ‘Â—” «‰
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * DET DET «Ì‰
W * N N,SING,GR ⁄œÂ
W * N N,PL,COM,GEN ”›—«Ì
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * N N,SING,LOC,PR ﬂ·„»Ì«
W * DELM DELM °
W * N N,SING,LOC,PR »‰ê·«œ‘
W * DELM DELM °
W * N N,SING,LOC,PR œ«‰„«—ﬂ
W * DELM DELM °
W * N N,SING,LOC,PR «‰ê·” «‰
W * DELM DELM °
W * N N,SING,LOC,PR ”Ê∆œ
W * DELM DELM °
W * N N,SING,LOC,PR Å— €«·
W * DELM DELM °
W * N N,SING,LOC,PR ·»‰«‰
W * DELM DELM °
W * N N,SING,LOC,PR »·€«—” «‰
W * DELM DELM °
W * N N,SING,LOC,PR çÌ‰
W * DELM DELM °
W * N N,SING,LOC,PR Å«ﬂ” «‰
W * DELM DELM °
W * N N,SING,LOC,PR „Ã«—” «‰
W * DELM DELM °
W * N N,SING,LOC,PR ⁄—»” «‰
W * DELM DELM °
W * N N,SING,LOC,PR êÌ‰Â
W * DELM DELM °
W * N N,SING,LOC,PR ‰ÌÃ—ÌÂ
W * DELM DELM °
W * N N,SING,LOC,PR ﬂ«‰«œ«
W * CON CON Ê
W * N N,SING,LOC,PR ”Ì—«·∆Ê‰
W * N N,SING,COM Õ÷Ê—
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * N N,PL,COM,GEN Ê«»” ê«‰
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * N N,SING,LOC,PR ÊÌ ‰«„
W * DELM DELM °
W * N N,SING,LOC,PR é«Å‰
W * DELM DELM °
W * N N,SING,LOC,PR Ê‰“Ê∆·«
W * DELM DELM °
W * N N,SING,LOC,PR ¬·„«‰
W * DELM DELM °
W * N N,SING,LOC,PR ÌÊê”·«ÊÌ
W * CON CON Ê
W * N N,SING,LOC,PR,GEN ﬂ—Â
W * ADJ ADJ,SIM Ã‰Ê»Ì
W * N N,SING,COM,GEN Ã“¡
W * N N,PL,COM »«“œÌœﬂ‰‰œê«‰
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,GR ⁄œÂ
W * N N,SING,COM,GEN ÿÌ
W * N N,SING,NUM ”Â
W * N N,SING,TIME —Ê“
W * N N,SING,COM «ﬁ«„ 
W * P P œ—
W * N N,SING,LOC,PR ﬂ—„«‰
W * CON CON ⁄·«ÊÂ »—
W * N N,SING,COM »«“œÌœ
W * P P «“
W * N N,PL,LOC,GEN «„«ﬂ‰
W * ADJ ADJ,SIM,GEN  «—ÌŒÌ
W * N N,SING,LOC,PR »„
W * P P «“
W * N N,SING,COM,GEN „Ã„Ê⁄Â
W * N N,SING,PR ê‰Ã⁄·ÌŒ«‰
W * DELM DELM °
W * N N,SING,LOC,GEN »«“«—
W * ADJ ADJ,SIM »“—ê
W * CON CON Ê
W * N N,SING,COM,GEN ê‰ÃÌ‰Â
W * N N,SING,COM,GEN œ›«⁄
W * ADJ ADJ,SIM „ﬁœ”
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR ﬂ—„«‰
W * CON CON ‰Ì“
W * N N,SING,NFL œÌœ‰
W * CON CON Ê
W * CON CON Â„ç‰Ì‰
W * N N,PL,COM,GEN “„Ì‰Â Â«Ì
W * N N,SING,COM Â„ﬂ«—Ì
W * CON CON Ê
W * N N,SING,COM ”—„«ÌÂ ê–«—Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC «” «‰
W * RA RA —«
W * N N,SING,COM «—“Ì«»Ì
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
Sub * SUBJ SUBJ !ﬂ‘«Ê—“Ì!
W * N N,SING,LOC,PR „Ì‰Êœ‘ 
W * DELM DELM -
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,COM,GEN »—œ«‘ 
W * N N,SING,COM,GEN ÅÌ·Â
W * N N,SING,COM,GEN ﬂ—„
W * N N,SING,COM «»—Ì‘„
W * P P œ—
W * N N,PL,LOC,GEN ‘Â—” «‰Â«Ì
W * N N,SING,LOC,PR „Ì‰Êœ‘ 
W * CON CON Ê
W * N N,SING,LOC,PR ê‰»œ
W * N N,SING,ORD ¬€«“
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * ADV ADV,GENR,TIME Â„Â ”«·Â
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,COM,GEN Å—Ê—‘
W * N N,SING,COM,GEN ﬂ—„
W * N N,SING,COM «»—Ì‘„
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC „‰ÿﬁÂ
W * P P «“
W * N N,PL,ORD,GEN «Ê«Œ—
W * N N,SING,MON ›—Ê—œÌ‰
W * N N,SING,ORD ¬€«“
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM 45
W * N N,SING,TIME —Ê“
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC „‰ÿﬁÂ
W * N N,SING,COM «œ«„Â
W * V V,PRS,POS,3 „Ì Ì«»œ
W * DELM DELM .
W * N N,SING,COM »‰«
W * P P »—
W * N N,SING,COM,GEN ¬„«—
W * ADJ ADJ,SIM „ÊÃÊœ
W * DELM DELM °
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC „‰ÿﬁÂ
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 15
W * N N,SING,NUM Â“«—
W * N N,SING,COM ‰›—
W * P P «“
W * N N,PL,GR,GEN Œ«‰Ê«œÂ Â«Ì
W * ADJ ADJ,SIM —Ê” «ÌÌ
W * P P »Â
W * N N,SING,COM,GEN «„—
W * N N,SING,COM,GEN Å—Ê—‘
W * N N,SING,COM,GEN ﬂ—„
W * N N,SING,COM «»—Ì‘„
W * N N,SING,COM «‘ €«·
W * V V,PRS,POS,6 œ«—‰œ
W * CON CON Ê
W * P P «“
W * QUA QUA Â—
W * N N,SING,CONT Ã⁄»Â
W * N N,SING,COM ‰Ê€«‰
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM „ Ê”ÿ
W * N N,SING,NUM 30
W * N N,SING,CONT ﬂÌ·Êê—„
W * N N,SING,COM,GEN ÅÌ·Â
W * N N,SING,COM «»—Ì‘„
W * P P »Â
W * N N,SING,COM œ” 
W * V V,PRS,POS,6 „Ì ¬Ê—‰œ
W * DELM DELM .
W * ADV ADV,GENR,TIME «„”«·
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 14
W * N N,SING,NUM Â“«—
W * N N,SING,COM,GEN Ã⁄»Â
W * N N,SING,COM ‰Ê€«‰
W * P P,GEN »Ì‰
W * N N,PL,COM,GEN Å—Ê—‘œÂ‰œê«‰
W * N N,SING,COM,GEN ﬂ—„
W * N N,SING,COM «»—Ì‘„
W * P P œ—
W * N N,PL,LOC,GEN ‘Â—” «‰Â«Ì
W * N N,SING,LOC,PR ﬂ—œﬂÊÌ
W * DELM DELM °
W * N N,SING,LOC,PR ê—ê«‰
W * DELM DELM °
W * N N,SING,LOC,PR,GEN ⁄·Ì ¬»«œ
W * N N,SING,LOC,PR ﬂ Ê·
W * DELM DELM °
W * N N,SING,LOC,PR ê‰»œ
W * CON CON Ê
W * N N,SING,LOC,PR „Ì‰Êœ‘ 
W * N N,SING,COM  Ê“Ì⁄
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM „ﬁœ«—
W * N N,SING,LOC,GEN ‘Â—” «‰
W * N N,SING,LOC,PR „Ì‰Êœ‘ 
W * P P »«
W * N N,SING,NUM Â› 
W * N N,SING,NUM Â“«—
W * N N,SING,COM Ã⁄»Â
W * ADJ ADJ,SUP »Ì‘ —Ì‰
W * N N,SING,COM ”Â„
W * RA RA —«
W * ADJ ADJ,INO œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ‰—Œ
W * N N,SING,COM,GEN Œ—Ìœ
W * N N,SING,COM,GEN ÅÌ·Â
W * N N,SING,COM,GEN ﬂ—„
W * N N,SING,COM «»—Ì‘„
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM «ﬁ ’«œ
W * ADV ADV,GENR,TIME «„”«·
W * QUA QUA Â—
W * N N,SING,COM ﬂÌ·Êê—„
W * N N,SING,NUM 22
W * N N,SING,NUM Â“«—
W * N N,SING,CONT —Ì«·
W * N N,SING,COM «⁄·«„
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,PR Ì“œ
W * DELM DELM -
W * N N,SING,COM,GEN „œÌ—
W * N N,SING,COM,GEN ‘Ì·« 
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR Ì“œ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P,GEN »—«Ì
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM »«—
W * P P œ—
W * N N,SING,LOC ﬂ‘Ê—
W * DELM DELM °
W * N N,SING,COM,GEN Å—Ê—‘
W * N N,SING,COM,GEN „«ÂÌ
W * ADJ ADJ,SIM ¬“«œ
W * P P œ—
W * N N,PL,COM,GEN «” Œ—Â«Ì
W * ADJ ADJ,SIM Œ«ﬂÌ
W * ADJ ADJ,SIM,GEN ‘Ê—¬»Ì
W * DET DET «Ì‰
W * N N,SING,LOC «” «‰
W * N N,SING,COM «Ã—«
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR „Ì„‰Ì
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,COM ÿ—Õ
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM ¬“„«Ì‘Ì
W * CON CON Ê
W * N N,SING,COM,GEN ÿÌ
W * N N,SING,NUM 100
W * N N,SING,TIME —Ê“
W * P P œ—
W * N N,PL,COM,GEN «” Œ—Â«Ì
W * ADJ ADJ,SIM,GEN ‘Ê—¬»Ì
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,LOC,PR »«›ﬁ
W * N N,SING,COM «‰Ã«„
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,PL,COM,GEN „«ÂÌ Â«Ì
W * ADJ ADJ,SIM,GEN ¬“«œ
W * ADJ ADJ,SIM —Â«
W * ADJ ADJ,INO ‘œÂ
W * P P »Â
W * N N,SING,COM,GEN Ê“‰
W * ADJ ADJ,SIM,GEN «Ê·ÌÂ
W * N N,SING,NUM 20
W * P P  «
W * N N,SING,NUM 40
W * N N,SING,CONT ê—„
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM »—œ«‘ 
W * P P  «
W * N N,SING,NUM 260
W * N N,SING,CONT ê—„
W * N N,SING,COM,GEN «›“«Ì‘
W * N N,SING,COM Ê“‰
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * DELM DELM .
W * N N,SING,PR „Ì„‰Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P »«
W * N N,SING,COM,GEN „Ê›ﬁÌ 
W * DET DET «Ì‰
W * N N,SING,COM ÿ—Õ
W * DELM DELM °
W * N N,PL,COM ﬂ«—‘‰«”«‰
W * ADJ ADJ,SIM «„ÌœÊ«—
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,ORD,GEN ¬€«“
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,SIM,GEN ÃœÌœ
W * N N,SING,COM Å—Ê—‘
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ‰ ÌÃÂ êÌ—Ì
W * ADJ ADJ,CMPR,INDF »Â —Ì
W * N N,SING,COM œ” 
W * V V,SUB,POS,6 Ì«»‰œ
W * DELM DELM .
W * N N,SING,LOC,PR »Ì—Ã‰œ
W * DELM DELM -
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,COM,GEN »«“”«“Ì
W * N N,SING,COM,GEN »‰«Ì
W * ADJ ADJ,SIM,GEN  «—ÌŒÌ
W * N N,SING,LOC,GEN Õ”Ì‰ÌÂ
W * N N,SING,PR ¬—«” Â
W * P P œ—
W * N N,SING,LOC,GEN „Õ·ÂÒ
W * N N,SING,NUM çÂ«—
W * N N,SING,COM,GEN œ—Œ 
W * N N,SING,LOC,GEN ‘Â—” «‰
W * N N,SING,LOC,PR »Ì—Ã‰œ
W * P P »«
W * N N,SING,COM,GEN Â“Ì‰Â
W * N N,SING,NUM 11
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT —Ì«·
W * P P »Â
W * N N,SING,ORD Å«Ì«‰
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM »‰«
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM,GEN 1303
W * ADJ ADJ,SIM,GEN ÂÃ—Ì
W * ADJ ADJ,SIM ﬁ„—Ì
W * CON CON Ê
W * N N,SING,COM,GEN œÊ—«‰
W * N N,SING,PR ﬁ«Ã«—
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM »ﬁÌÂ
W * P P «“
W * N N,SING,COM,GEN ’›ÕÂ
W * ADJ ADJ,ORD «Ê·
W * DELM DELM #
Sub * SUBJ SUBJ !”Ì«”Ì!
W * PRO PRO,personal,PL,3 ¬‰«‰
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,LOC „Ìœ«‰
W * V V,PA,NAR,POS,6 ¬„œÂ «‰œ
W * DELM DELM °
W * ADJ ADJ,SIM „Ê›ﬁ
W * V V,PA,NAR,POS,6 »ÊœÂ «‰œ
W * CON CON Ê
W * CON CON Ì«
W * ADJ ADJ,SIM ‰«„Ê›ﬁ
W * DELM DELM °
W * N N,SING,COM ÅÌ‘
W * V V,PA,NAR,POS,6 —› Â «‰œ
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,TIME Å”
W * ADJ ADJ,INO “œÂ
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM °
W * ADV ADV,deg,SIM ç‰œ«‰
W * P P,GEN »—«Ì
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADJ ADJ,SIM „Â„
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,NEG,3 ‰„Ì ¬Ìœ
W * DELM DELM .
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »Â
W * N N,SING,COM,GEN ﬁÊ·
W * N N,SING,PR,GEN „Ê·ÊÌ
W * ADJ ADJ,SIM ⁄“Ì“
W * CON CON Ê
W * ADJ ADJ,SIM »“—ê
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM,GEN Ã«„
W * ADJ ADJ,SIM „” 
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM «‰œﬂ
W * DELM DELM °
W * ADJ ADJ,SIM «‰œﬂ
W * DELM DELM °
W * N N,SING,LOC ‰Ì” «‰
W * V V,PA,SIM,POS,6 —› ‰œ
W * CON CON Ê
W * N N,SING,COM Â” «‰
W * V V,PRS,POS,6 „Ì —”‰œ
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN Å—ç„
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN Ê«éÂ
W * N N,SING,COM ’œ«ﬁ 
W * CON CON Ê
W * N N,SING,COM ¬ê«ÂÌ
W * N N,SING,COM Õﬂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ’Õ‰Â
W * ADJ ADJ,SIM,GEN —› «—Ì
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADJ ADJ,SIM —Ê‘‰
W * CON CON Ê
W * ADJ ADJ,SIM ¬‘ﬂ«—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM,GEN ŒÊ«‰‰œÂ
W * ADJ ADJ,SIM ⁄“Ì“
W * P P œ—
W * N N,SING,COM,GEN »—«»—
W * N N,PL,COM,GEN ç‘„«‰
W * PRO PRO,R,XOD ŒÊœ
W * QUA QUA,GEN Â„Â
W * N N,PL,COM „«Ã—«Â«
W * CON CON Ê
W * N N,PL,COM,GEN ’Õ‰Â Â«Ì
W * N N,SING,NUM ”Â
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * P P «“
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON,GEN Œ—œ«œ
W * N N,SING,NUM 76
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * RA RA —«
W * V V,PA,NAR,POS,2 œÌœÂ «Ì
W * CON CON Ê
W * N N,SING,COM „Õﬂ
W * V V,PA,NAR,POS,2 “œÂ «Ì
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN Ã«Ì
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM  «—ÌŒ
W * RA RA —«
W * P P,GEN »—«Ì
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM »«“êÊ
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM °
W * PRO PRO,personal,SING,2  Ê
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,GEN —Ê«Ì ê—
W * N N,SING,COM  «—ÌŒ
W * V V,PA,NAR,POS,2 ‘œÂ «Ì
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM,GEN ⁄»— 
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P «“
