Sub * SUBJ SUBJ !Ê—“‘Ì!
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR „‰«Ã« Ì
W * N N,SING,COM,GEN ”—„—»Ì
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN ›Ê »«·
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,SING,COM,GEN Ê÷⁄Ì 
W * DET DET «Ì‰
W * N N,SING,GR  Ì„
W * RA RA —«
W * CON CON ﬂÂ
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME Â› Â
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,LOC,GEN „Õ·
W * N N,SING,COM,GEN »«‘ê«Â
W * N N,SING,COM «Ì‰ —
W * P P œ—
W * N N,SING,COM,GEN ‰“œÌﬂÌ
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR,GEN „Ì·«‰
W * N N,SING,LOC,PR «Ì «·Ì«
W * N N,SING,COM «—œÊ
W * ADJ ADJ,INO “œÂ
W * DELM DELM °
W * ADV ADV,GENR,SIM ŒÊ»
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * N N,SING,COM ÅÌ‘—› 
W * N N,SING,COM ⁄‰Ê«‰
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR „‰«Ã« Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN ›Ê »«·
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,LOC,PR «Ì—«‰
W * P P «“
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY,GEN ”Â ‘‰»Â
W * ADJ ADJ,SIM ê–‘ Â
W * P P œ—
W * N N,SING,COM,GEN »«‘ê«Â
W * N N,SING,COM «Ì‰ —
W * N N,PL,COM,GEN  „—Ì‰« 
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,ORD ¬€«“
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
W * P P œ—
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM,GEN œÊ” «‰Â
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,GEN „ﬁ«»·
W * N N,PL,GR,GEN  Ì„Â«Ì
W * ADJ ADJ,SIM,GEN „Õ·Ì
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * P P »Â
W * N N,SING,COM »— —Ì
W * N N,SING,COM œ” 
W * ADJ ADJ,INO Ì«› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,DAY,GEN çÂ«—‘‰»Â
W * ADJ ADJ,SIM ê–‘ Â
W * P P œ—
W * N N,SING,LOC,GEN „Õ·
W * N N,SING,COM,GEN »«‘ê«Â
W * N N,SING,COM «Ì‰ —
W * DELM DELM °
W * N N,SING,COM,GEN „ﬁ«»·
W * N N,SING,GR,GEN  Ì„
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * DET DET «Ì‰
W * N N,SING,COM »«‘ê«Â
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM 7
W * P P »—
W * N N,SING,NUM ’›—
W * P P »Â
W * N N,SING,COM ÅÌ—Ê“Ì
W * V V,PA,SIM,POS,6 —”Ìœ‰œ
W * CON CON Ê
W * P P œ—
W * ADJ ADJ,ORD œÊ„Ì‰
W * N N,SING,COM,GEN œÌœ«—
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,DAY ‘‰»Â
W * N N,SING,TIME,GEN ‘»
W * ADJ ADJ,SIM ê–‘ Â
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM 31
W * P P »—
W * N N,SING,NUM ’›—
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN „‰ Œ»
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR „Ì·«‰
W * RA RA —«
W * ADJ ADJ,SIM „€·Ê»
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,PR „‰«Ã« Ì
W * V V,PA,SIM,POS,3 ê› 
W * N N,PL,COM,GEN »«“Ìﬂ‰«‰
W * ADJ ADJ,SIM,GEN ÃÊ«‰
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM «—œÊ
W * ADV ADV,GENR,TIME —Ê“«‰Â
W * N N,SING,NUM œÊ
W * N N,SING,COM ‰Ê» 
W * CON CON Ê
W * QUA QUA Â—
W * N N,SING,COM ‰Ê» 
W * N N,SING,NUM 5
W * N N,SING,TIME,GEN ”«⁄ 
W * N N,PL,TIME ’»ÕÂ«
W * P P »Â
W * N N,PL,COM,GEN ›⁄«·Ì Â«Ì
W * ADJ ADJ,SIM ﬁœ— Ì
W * DELM DELM °
W * ADJ ADJ,SIM «” ﬁ«„ Ì
W * CON CON Ê
W * N N,SING,COM »œ‰”«“Ì
W * CON CON Ê
W * N N,PL,TIME »⁄œ«“ŸÂ—Â«
W * P P »Â
W * N N,SING,COM,GEN  „—Ì‰Â«Ì
W * ADJ ADJ,SIM ⁄„·Ì
W * CON CON Ê
W * ADJ ADJ,SIM ›‰Ì
W * V V,PRS,POS,6 „Ì Å—œ«“‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ”—„—»Ì
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN ›Ê »«·
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PA,SIM,POS,3 ê› 
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN »—‰«„Â
W * N N,SING,COM,GEN ›œ—«”ÌÊ‰
W * N N,SING,COM ›Ê »«·
W * P P,GEN »—«Ì
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,PL,COM ÃÊ«‰«‰
W * N N,SING,COM,GEN ‘ÌÊÂ
W * N N,SING,NUM 2
W * DELM DELM ‹
W * N N,SING,NUM 4
W * DELM DELM ‹
W * N N,SING,NUM 4
W * P P œ—
W * N N,SING,COM ‰Ÿ—
W * ADJ ADJ,INO ê—› Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * QUA QUA,GEN  „«„
W * N N,SING,COM  ÊÃÂ
W * CON CON Ê
W * N N,PL,COM «ﬁœ«„« 
W * P P œ—
W * N N,PL,COM  „—Ì‰« 
W * ADJ ADJ,SIM „⁄ÿÊ›
W * P P »Â
W * N N,SING,COM,GEN «Ã—«Ì
W * DET DET «Ì‰
W * N N,SING,COM —Ê‘
W * P P,GEN »—«Ì
W * DET DET «Ì‰
W * N N,SING,GR  Ì„
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * P P »Â
W * N N,SING,NUM 80
W * N N,SING,COM,GEN œ—’œ
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM œ” 
W * V V,PA,NAR,POS,4 Ì«› Â «Ì„
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »«
W * ADJ ADJ,SIM ŒÊ»
W * N N,SING,COM  Ê’Ì›
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM,GEN Ê÷⁄Ì 
W * ADJ ADJ,SIM,GEN ⁄„Ê„Ì
W * ADJ ADJ,SIM Ã”„«‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ›‰Ì
W * N N,PL,COM,GEN »«“Ìﬂ‰«‰
W * DET DET «Ì‰
W * N N,SING,GR  Ì„
W * V V,PA,SIM,POS,3 ê› 
W * N N,PL,COM,GEN «⁄÷«Ì
W * N N,SING,GR  Ì„
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * ADJ ADJ,SIM Õ«÷—
W * N N,SING,COM ¬”Ì» œÌœêÌ
W * V V,PRS,NEG,6 ‰œ«—‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * N N,PL,COM,GEN ÅéÊÂ‘ê—«‰
W * ADJ ADJ,SIM «‰ê·Ì”Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „«œÂ
W * ADJ ADJ,SIM,GEN “Ì” Ì
W * ADJ ADJ,SIM ÃœÌœ
W * N N,SING,COM  Ê·Ìœ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * P P œ—
W * N N,SING,COM,GEN —‘œ
W * N N,PL,COM,GEN ⁄’»Â«Ì
W * N N,SING,COM ¬”Ì»
W * MORP MORP,MADJ,GEN œÌœÂ
W * N N,SING,COM »œ‰
W * N N,SING,COM  √ÀÌ—
W * V V,SUB,POS,3 »ê–«—œ
W * DELM DELM .
W * N N,PL,COM,GEN »«› Â«Ì
W * ADJ ADJ,SIM,GEN ⁄’»Ì
W * N N,SING,COM ¬”Ì»
W * MORP MORP,MADJ œÌœÂ
W * P P »—
W * N N,SING,COM,GEN Œ·«›
W * ADJ ADJ,SIM œÌê—
W * N N,PL,COM,GEN »«› Â«Ì
W * N N,SING,COM,GEN »œ‰
W * N N,SING,COM «‰”«‰
W * N N,SING,COM  —„Ì„
W * V V,PRS,NEG,6 ‰„Ì ‘Ê‰œ
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM,GEN  —„Ì„
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM œ‘Ê«—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN ”·Ê·Â«Ì
W * N N,SING,COM,GEN ”—«”—
W * N N,SING,COM »œ‰
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADV ADV,GENR,TIME œ«∆„
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * N N,SING,COM  ﬂÀÌ—
W * CON CON Ê
W * N N,SING,COM “«Ì‘
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON «„«
W * N N,SING,GR,GEN  ⁄œ«œ
W * ADJ ADJ,SIM,INDF «‰œﬂÌ
W * P P «“
W * N N,PL,COM,GEN ”·Ê·Â«Ì
W * N N,SING,COM,GEN ‘»ﬂÂ
W * ADJ ADJ,SIM,GEN ⁄’»Ì
W * N N,SING,COM „€“
W * CON CON Ê
W * N N,SING,COM,GEN ”·”·Â
W * N N,PL,COM «⁄’«»
W * DELM DELM °
W * ADV ADV,GENR,REPT œÊ»«—Â
W * N N,SING,COM  Ê·Ìœ
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * N N,SING,COM « ’«·
W * DET DET «Ì‰
W * N N,PL,COM ”·Ê·Â«
W * P P »Â
W * PRO PRO,REC ÌﬂœÌê—
W * CON CON Ê
W * N N,SING,COM,GEN  ‘ﬂÌ·
W * N N,SING,COM,GEN —‘ Â
W * ADJ ADJ,SIM ⁄’»Ì
W * CON CON Â„
W * ADV ADV,deg,SIM »”Ì«—
W * N N,SING,COM „‘ﬂ·
W * V V,PRE,SIM «” 
W * CON CON Ê
W * CON CON «“”ÊÌ œÌê—
W * DET DET «Ì‰
W * N N,PL,COM ”·Ê·Â«
W * ADV ADV,GENR,SIM  ‰Â«
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN »” —
W * ADJ ADJ,SIM „‰«”»
W * N N,SING,COM —‘œ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * N N,SING,COM ‘»ﬂÂ
W * ADJ ADJ,SIM ⁄’»Ì
W * RA RA —«
W * N N,SING,COM  —„Ì„
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * P P »«
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN œ«—»” Â«Ì
W * ADJ ADJ,SIM ”«Œ Â
W * MORP MORP,MADJ ‘œÂ
W * P P «“
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM ÅÅ Ìœ
W * N N,SING,COM,GEN »” —
W * ADJ ADJ,SIM „‰«”»
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN —‘œ
W * N N,PL,COM,GEN ”·Ê·Â«Ì
W * ADJ ADJ,SIM ⁄’»Ì
W * RA RA —«
W * N N,SING,COM ›—«Â„
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON Ê
W * V V,PRE,ADJC,6 «„ÌœÊ«—‰œ
W * P P »«
W * DET DET «Ì‰
W * N N,SING,COM —Ê‘
W * V V,SUB,POS,6 » Ê«‰‰œ
W * N N,SING,COM,INDF —«ÂÌ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  —„Ì„
W * N N,PL,COM,GEN »«› Â«Ì
W * ADJ ADJ,SIM,GEN ⁄’»Ì
W * N N,SING,COM ¬”Ì»
W * MORP MORP,MADJ œÌœÂ
W * N N,SING,COM,GEN »œ‰
W * N N,SING,COM «‰”«‰
W * ADJ ADJ,SIM ÅÌœ«
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,PL,COM,GEN ¬“„«Ì‘Â«Ì
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM „Ê›ﬁÌ  ¬„Ì“
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,GEN ê«„
W * ADJ ADJ,ORD ‰Œ” 
W * RA RA —«
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * V V,PA,NAR,POS,6 »—œ«‘ Â «‰œ
W * CON CON Ê
W * V V,PRE,ADJC,6 «„ÌœÊ«—‰œ
W * P P œ—
W * N N,SING,COM ¬Ì‰œÂ
W * V V,SUB,POS,6 » Ê«‰‰œ
W * N N,SING,COM,GEN ‰Œ«⁄
W * N N,SING,COM ﬁÿ⁄
W * MORP MORP,MADJ ‘œÂ
W * RA RA —«
W * CON CON Â„
W * N N,SING,COM »Â»Êœ
