Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * N N,SING,PR,GEN Œœ«œ«œ
W * N N,SING,PR ⁄“Ì“Ì
W * DELM DELM °
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P «“
W * N N,PL,COM,GEN ﬁ”„ Â«Ì
W * ADJ ADJ,SIM,GEN „Œ ·›
W * DET DET «Ì‰
W * N N,SING,COM ”«“„«‰
W * N N,SING,COM  œ«—ﬂ
W * V V,PA,SIM,POS,3 œÌœ
W * DELM DELM .
W * N N,SING,PR ⁄“Ì“Ì
W * P P œ—
W * N N,SING,COM,GEN ÅÌ«„
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,PL,COM,GEN ›Ê«Ìœ
W * N N,SING,COM Ê—“‘
W * CON CON Ê
W * N N,PL,COM,GEN «À—« 
W * PRO PRO,DEMO,SING ¬‰
W * P P »—
W * N N,SING,COM,GEN —ÊÕÌÂ
W * N N,PL,COM ÃÊ«‰«‰
W * CON CON Ê
W * N N,SING,COM,GEN ·“Ê„
W * N N,SING,COM,GEN œÊ—Ì
W * N N,PL,COM ÃÊ«‰«‰
W * P P «“
W * QUA QUA Â—
W * SPEC SPEC êÊ‰Â
W * N N,SING,COM ¬·ÊœêÌ
W * P P «“
W * N N,SING,COM Ã„·Â
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * N N,SING,COM ’Õ» 
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR,GEN Œœ«œ«œ
W * N N,SING,PR ⁄“Ì“Ì
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM »«“œÌœ
W * P P «“
W * N N,PL,COM,GEN ‰Â«œÂ«Ì
W * ADJ ADJ,SIM,GEN „Œ ·›
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * P P »«
W * N N,SING,COM,GEN Õ÷Ê—
W * P P œ—
W * N N,SING,GR,GEN ÂÌ« 
W * N N,SING,COM,GEN ‰„«Ì‰œêÌ
W * ADJ ADJ,SIM,GEN œ«∆„
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR,GEN „··
W * P P »Â
W * N N,SING,COM,GEN —”„
W * N N,SING,COM Ì«œ»Êœ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN  ÊÅ
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,COM «„÷«
W * MORP MORP,MADJ ‘œÂ
W * P P »Â
W * N N,SING,COM ”›Ì—
W * CON CON Ê
W * N N,PL,COM,GEN ﬂ«—ﬂ‰«‰
W * N N,SING,GR,GEN ÂÌ« 
W * N N,SING,COM,GEN ‰„«Ì‰œêÌ
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM «Âœ«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR,GEN Œœ«œ«œ
W * N N,SING,PR ⁄“Ì“Ì
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,AFF,4 ﬂ‘Ê—„«‰
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * P P,GEN »—«Ì
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN ”«‰ ŒÊ“Â
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR ”‰ ŒÊ“Â
W * P P œ—
W * N N,SING,DIR,GEN €—»
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * N N,SING,COM »«“Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN Œœ«œ«œ
W * N N,SING,PR ⁄“Ì“Ì
W * CON CON ﬂÂ
W * N N,SING,NUM 92
W * N N,SING,TIME ”«·
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * P P «“
W * N N,SING,NUM 81
W * MORP MORP,MN,SING ”«·êÌ
W * N N,SING,COM,GEN »«“Ì
W * N N,SING,COM ›Ê »«·
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM Õ—›Â «Ì
W * N N,SING,COM œ‰»«·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM 11
W * N N,SING,TIME ”«·
W * N N,SING,COM Õ÷Ê—
W * P P œ—
W * N N,PL,COM,GEN „Ì«œÌ‰
W * ADJ ADJ,SIM Ê—“‘Ì
W * P P œ—
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM 40
W * N N,SING,COM,GEN „”«»ﬁÂ
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,COM ›Ê »«·
W * DELM DELM °
W * N N,SING,COM,GEN Õ÷Ê—
W * ADJ ADJ,SIM „Ê›ﬁ
W * ADJ ADJ,INO œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ⁄“Ì“Ì
W * P P œ—
W * N N,PL,TIME,GEN ”«·Â«Ì
W * ADJ ADJ,SIM «ŒÌ—
W * P P œ—
W * N N,PL,COM,GEN »«‘ê«Â Â«Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR ¬·„«‰
W * CON CON Ê
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * N N,SING,COM »«“Ì
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * DELM DELM #
W * N N,SING,COM,GEN »—œÂ ﬂ‘Ì
W * ADJ ADJ,SIM ‰ÊÌ‰
W * P P œ—
W * N N,SING,LOC,PR «—ÊÅ«
W * DELM DELM #
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM ‹
W * N N,SING,NPR «Ì—‰«
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * N N,SING,COM,GEN Œ»—ê“«—Ì
W * N N,SING,LOC,PR ¬·„«‰
W * P P «“
W * N N,SING,LOC,PR „«œ—Ìœ
W * N N,SING,COM ê“«—‘
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM :
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ﬂ‰ê—Â
W * ADJ ADJ,SIM »Ì‰ «·„··Ì
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN ŒÊœ›—Ê‘Ì
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY œÊ‘‰»Â
W * P P œ—
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN ‰‘” 
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * N N,SING,LOC,PR „«œ—Ìœ
W * N N,SING,PR —Ê”ÅÌê—Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * ADJ ADJ,SUP »œ —Ì‰
W * N N,SING,COM,GEN ‘ﬂ·
W * N N,SING,COM  »⁄Ì÷
W * N N,SING,COM ‰ﬂÊÂ‘
W * CON CON Ê
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * ADV ADV,GENR,SIM ⁄„·«
W * ADV ADV,GENR,TIME ÂÌçê«Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ê“Ì‰Â
W * ADJ ADJ,SIM ¬“«œ
W * P P,GEN »—«Ì
W * N N,PL,COM «›—«œ
W * ADJ ADJ,INO,NEG ‰»ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 004
W * N N,SING,COM ﬂ«—‘‰«”
W * P P «“
W * N N,SING,NUM 31
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * N N,SING,COM ÃÂ«‰
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ﬂ‰ê—Â
W * N N,SING,COM ‘—ﬂ 
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM °
W * V V,PA,SIM,POS,6 ê› ‰œ
W * DELM DELM °
W * ADJ ADJ,SIM »«·€
W * P P »—
W * N N,SING,NUM 4
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT ‰›—
W * N N,SING,COM “‰
W * P P »«
W * N N,SING,COM,GEN «€Ê«ê—Ì
W * N N,PL,COM,GEN ‘»ﬂÂ Â«Ì
W * ADJ ADJ,SIM Ã‰«Ì ﬂ«—
W * P P «“
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM Œ«—Ã
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN «Ã»«—
W * DET DET Â„Ì‰
W * N N,PL,COM ‘»ﬂÂ Â«
W * P P »Â
W * N N,SING,COM,GEN Ê—ÿÂ
W * N N,SING,PR —Ê”ÅÌê—Ì
W * ADJ ADJ,INO ﬂ‘ÌœÂ
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,NUM 51
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN « Õ«œÌÂ
W * N N,SING,LOC,PR «—ÊÅ«
W * DELM DELM °
W * N N,PL,NUM ’œÂ«
W * N N,SING,NUM Â“«—
W * N N,SING,COM  ‰
W * P P «“
W * N N,PL,COM,GEN “‰«‰
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * N N,SING,PR,GEN ¬„—Ìﬂ«Ì
W * N N,SING,PR ·« Ì‰
W * DELM DELM °
W * N N,SING,LOC,PR ¬›—Ìﬁ«
W * DELM DELM °
W * N N,SING,LOC,PR ¬”Ì«
W * CON CON Ê
W * N N,SING,DIR,GEN ‘—ﬁ
W * N N,SING,LOC,PR «—ÊÅ«
W * DELM DELM °
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM,GEN Ê—ÿÂ
W * N N,SING,COM ‰«»ÊœÌ
W * V V,PA,NAR,POS,6 «› «œÂ «‰œ
W * DELM DELM .
W * N N,PL,COM,GEN ê“«—‘Â«Ì
W * ADJ ADJ,SIM „ÿ»Ê⁄« Ì
W * P P œ—
W * N N,SING,LOC,PR „«œ—Ìœ
W * ADJ ADJ,SIM Õ«ﬂÌ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * ADJ ADJ,SIM Õ«÷—
W * DELM DELM °
W * N N,SING,PR —Ê”ÅÌê—Ì
W * P P »«
W * N N,SING,COM,GEN œ—¬„œ
W * ADV ADV,GENR,TIME ”«·«‰Â
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM 7
W * N N,SING,NUM „Ì·Ì«—œ
W * N N,SING,CONT œ·«—
W * DELM DELM °
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM,GEN ﬁ«ç«ﬁ
W * N N,SING,COM Ã‰ê «›“«—
W * DELM DELM °
W * ADJ ADJ,ORD œÊ„Ì‰
W * N N,SING,COM,GEN  Ã«— 
W * ADJ ADJ,SIM Ã‰«Ì ﬂ«—«‰Â
W * CON CON Ê
W * ADJ ADJ,SIM Å——Ê‰ﬁ
W * P P œ—
W * N N,SING,COM ÃÂ«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * N N,PL,COM ﬂ«—‘‰«”«‰
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰ê—Â
W * ADJ ADJ,SIM ›Êﬁ
W * DELM DELM °
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM,GEN „ÊÃ
W * N N,SING,COM —Ê
W * P P »Â
W * N N,SING,COM,GEN  “«Ìœ
W * N N,SING,COM,GEN ⁄“Ì„ 
W * N N,PL,COM,GEN “‰«‰
W * N N,SING,DIR,GEN ‘—ﬁ
W * N N,SING,LOC,PR «—ÊÅ«
W * CON CON Ê
W * N N,SING,LOC,PR ¬”Ì«
W * P P »Â
W * N N,SING,COM,GEN ”„ 
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN « Õ«œÌÂ
W * N N,SING,LOC,PR «—ÊÅ«
W * DELM DELM °
W * N N,SING,COM,GEN  Ã«— 
W * N N,SING,COM,GEN »—œÂ ﬂ‘Ì
W * ADJ ADJ,SIM ‰ÊÌ‰
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,LOC ﬂ‘Ê—Â«
W * N N,SING,COM,GEN ‘ «»
W * ADJ ADJ,SIM,INDF ›“«Ì‰œÂ «Ì
W * ADJ ADJ,INO ê—› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P,GEN »—«Ì
W * N N,SING,COM „À«·
W * DELM DELM °
W * N N,SING,COM ‘„«—
W * N N,PL,COM,GEN “‰«‰
W * ADJ ADJ,SIM —Ê”ÅÌ
W * P P œ—
W * N N,SING,LOC,PR «”Å«‰Ì«
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 322
W * N N,SING,NUM Â“«—
W * N N,SING,COM  ‰
W * N N,SING,COM »—¬Ê—œ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,NUM 89
W * N N,SING,COM œ—’œ
W * DET DET «Ì‰
W * N N,PL,COM «›—«œ
W * DELM DELM °
W * N N,SING,PR „Â«Ã—«‰Ì
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * P P »«
W * N N,PL,COM,GEN Ê⁄œÂ Â«Ì
W * ADJ ADJ,SIM,GEN œ—Ê€Ì‰
W * N N,PL,COM,GEN ‘»ﬂÂ Â«Ì
W * ADJ ADJ,SIM Ã‰«Ì ﬂ«—
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * ADJ ADJ,SIM ÅÌœ«
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM ‘€·
W * P P,GEN »—«Ì
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »Â
W * DET DET «Ì‰
W * N N,PL,LOC ﬂ‘Ê—Â«
W * V V,PA,NAR,POS,6 ¬„œÂ «‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,PL,COM “‰«‰
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN Å—œ«Œ 
W * N N,PL,COM,GEN Â“Ì‰Â Â«Ì
W * N N,SING,COM,AFF,6 ”›—‘«‰
W * P P »Â
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * N N,SING,COM  »Âﬂ«—
W * ADJ ADJ,SIM „Ã»Ê—
W * P P »Â
W * N N,SING,COM ŒÊœ›—Ê‘Ì
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,LOC,PR «”Å«‰Ì«
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,NUM 5
W * N N,SING,COM œ—’œ
W * P P «“
W * DET DET «Ì‰
W * SPEC SPEC êÊ‰Â
W * N N,PL,COM «›—«œ
W * ADV ADV,GENR,SIM ‘Œ’«
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * RA RA —«
W * N N,SING,COM «‰ Œ«»
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * N N,PL,COM ﬂ«—‘‰«”«‰
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰ê—Â
W * N N,SING,LOC,PR „«œ—Ìœ
W * P P »«
W * N N,SING,COM  «ﬂÌœ
W * P P »—
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * CON CON ﬂÂ
W * N N,SING,PR —Ê”ÅÌê—Ì
W * V V,AUX,NIN,POS »«Ìœ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN «ﬁœ«„
W * ADJ ADJ,SIM,GEN ‰«ﬁ÷
W * N N,PL,COM,GEN ÕﬁÊﬁ
W * N N,SING,COM »‘—
W * N N,SING,COM  ·ﬁÌ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM °
W * V V,PA,SIM,POS,6 ê› ‰œ
W * DELM DELM :
W * ADV ADV,GENR,SIM Õ Ì
W * N N,PL,COM,INDF «›—«œÌ
W * CON CON Â„
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ‘Œ’«
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ‘€·
W * N N,SING,COM —ÊÌ
W * V V,PA,NAR,POS,6 ¬Ê—œÂ «‰œ
W * N N,PL,COM,INDF œ·«Ì·Ì
W * P P «“
W * N N,SING,COM,GEN ﬁ»Ì·
W * N N,SING,COM ›ﬁ—
W * DELM DELM °
W * N N,SING,COM «⁄ Ì«œ
W * P P »Â
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * CON CON Ê
W * CON CON Ì«
W * N N,PL,COM,GEN ›«ﬂ Ê—Â«Ì
W * ADJ ADJ,SIM —ÊÕÌ
W * ADV ADV,GENR,EXM çÊ‰
W * N N,SING,COM ﬁ—«—
W * N N,SING,NFL ê—› ‰
W * P P œ—
W * N N,SING,COM,GEN „⁄—÷
W * N N,SING,COM «–Ì 
W * CON CON Ê
W * N N,PL,COM,GEN ¬“«—
W * N N,SING,COM,INDF Ã‰”Ì
W * P P œ—
W * N N,SING,COM,GEN œÊ—«‰
W * N N,SING,COM,INDF ﬂÊœﬂÌ
W * P P œ—
W * N N,SING,COM,GEN Å”
W * DET DET «Ì‰
W * N N,SING,COM,GEN «‰ Œ«»
W * PRO PRO,DEMO,PL ¬‰ Â«
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM ‹
W * N N,SING,NPR «Ì—‰«
W * DELM DELM :
W * N N,SING,COM »Â—Â
W * N N,SING,COM,INDF êÌ—Ì
W * P P «“
W * N N,SING,COM,GEN ›‰«Ê—Ì
W * N N,SING,COM ·Ì“—
W * P P œ—
W * QUA QUA,GEN  „«„
W * N N,PL,COM,GEN “„Ì‰Â Â«Ì
W * ADJ ADJ,SIM ⁄·„Ì
W * P P «“
W * N N,SING,COM Ã„·Â
W * N N,SING,COM Å“‘ﬂÌ
W * P P œ—
W * N N,SING,COM ÃÂ«‰
W * N N,SING,COM —Ê
W * P P »Â
W * N N,SING,COM ÅÌ‘—› 
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Ì«‰
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM „ Œ’’«‰
W * P P »«
W * N N,SING,COM,GEN «»œ«⁄
W * N N,PL,COM,GEN —Ê‘Â«Ì
W * ADJ ADJ,SIM,INDF ÃœÌœÌ
W * DELM DELM °
W * N N,SING,COM ”⁄Ì
W * V V,PRS,POS,6 œ«—‰œ
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM Ê”Ì·Â
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN ÷«Ì⁄« 
W * ADJ ADJ,SIM ÅÊ” Ì
W * CON CON ‰Ì“
W * N N,SING,COM «” ›«œÂ
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * ADV ADV,GENR,TIME «„—Ê“Â
W * P P œ—
W * N N,SING,COM,GEN Ã—«ÕÌ
W * ADJ ADJ,SIM ·Ì“—Ì
W * ADV ADV,deg,CMPR »Ì‘ —
W * P P »Â
W * N N,SING,COM,GEN ·«ÌÂ »—œ«—Ì
W * N N,SING,COM ÅÊ” 
W * N N,SING,COM  ÊÃÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * P P,GEN ÷„‰
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN œ—„«‰
W * ADJ ADJ,SIM ›Ê ÊœÌ‰«„Ìﬂ
W * P P »«
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM,GEN Õ”«” ﬂ‰‰œÂ
W * ADJ ADJ,SIM „Ê÷⁄Ì
W * P P »Â
W * N N,SING,COM,GEN Ê”Ì·Â
W * N N,SING,COM,GEN ‰Ê—
W * N N,SING,COM ·Ì“—
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN  Ê„Ê—Â«Ì
W * ADJ ADJ,SIM,GEN ”ÿÕÌ
W * N N,SING,COM ÅÊ” 
W * ADJ ADJ,SIM —÷«Ì  »Œ‘
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,SURN œﬂ —
W * N N,SING,PR,GEN Õ”‰
W * N N,SING,PR ’Ì—›Ì
W * DELM DELM °
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN ÂÌ« 
W * ADJ ADJ,SIM,GEN ⁄·„Ì
W * N N,SING,LOC,GEN œ«‰‘ê«Â
W * N N,PL,COM,GEN ⁄·Ê„
W * N N,SING,COM,GEN Å“‘ﬂÌ
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Œ’Ê’
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,PL,COM,GEN «À—« 
W * ADJ ADJ,SIM,GEN œ—„«‰Ì
W * N N,SING,COM ·Ì“—
W * ADJ ADJ,SIM,GEN ‘«„·
W * N N,SING,COM  Õ—Ìﬂ
W * CON CON Ê
W * N N,SING,COM,GEN  Œ—Ì»
W * N N,SING,COM »«› 
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * ADJ ADJ,SIM ê—„«ÌÌ
W * DELM DELM °
W * N N,SING,COM,GEN ÌÊ‰Ì“«”ÌÊ‰
W * ADJ ADJ,SIM »«› Ì
W * CON CON Ê
W * N N,PL,COM,GEN «À—« 
W * ADJ ADJ,SIM ›Ê ÊœÌ‰«„Ìﬂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM ·Ì“—
W * P P »«
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM ﬂ„
W * P P,GEN »œÊ‰
