Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,COM,GEN »Ì‰‘
W * N N,SING,COM „Ã·”
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ﬂ—Ê»Ì
W * P P œ—
W * N N,SING,COM ÃÊ«»
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ”ƒ«·
W * CON CON ﬂÂ
W * ADV ADV,I ¬Ì«
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,GR,GEN ÂÌ√  —∆Ì”Â
W * ADJ ADJ,SIM „Êﬁ 
W * CON CON Ê
W * ADJ ADJ,SIM,GEN œ«∆„
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * P P »«
W * PRO PRO,REC Â„
W * ADJ ADJ,SIM „ ›«Ê 
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM  Ã—»Â
W * N N,SING,COM ‰‘«‰
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM  —ﬂÌ»
W * DELM DELM °
W * ADV ADV,GENR,SIM  ﬁ—Ì»«
W * ADJ ADJ,SIM À«» 
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON «„«
W * IF IF «ê—
W * CON CON Â„
W * N N,SING,COM  €ÌÌ—
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM °
W * ADJ ADJ,SIM «‰œﬂ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,GEN  ‘ŒÌ’
W * N N,SING,COM „’·Õ 
W * CON CON Ê
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM ‰êÂ»«‰
W * DELM DELM #
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM Å«”Œ
W * P P »Â
W * N N,SING,COM,INDF Å—”‘Ì
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN Â„ﬂ«—Ì
W * N N,SING,COM,GEN „Ã„⁄
W * N N,SING,COM,GEN  ‘ŒÌ’
W * N N,SING,COM,GEN „’·Õ 
W * N N,SING,COM ‰Ÿ«„
W * CON CON Ê
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM ‰êÂ»«‰
W * P P »«
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * CON CON Ê
W * N N,SING,COM,GEN «Õ „«·
W * N N,SING,COM,GEN »—Ê“
W * N N,PL,COM,INDF „‘ﬂ·« Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Â„ﬂ«—Ì
W * DELM DELM °
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * QUA QUA »—ŒÌ
W * N N,PL,COM ÕÊ«œÀ
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * N N,SING,COM —Œ
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM °
W * ADJ ADJ,SIM „ÿ·Ê»
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * CON CON Ê
W * P P,GEN »—«Ì
W * QUA QUA Â„Â
W * ADJ ADJ,SIM  ·Œ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * CON CON Ê·Ì
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM ê–‘ Â
W * RA RA —«
W * ADJ ADJ,SIM ›—«„Ê‘
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN Õ·
W * N N,PL,COM „”«∆·
W * N N,SING,COM Å—œ«Œ 
W * DELM DELM .
W * N N,SING,COM,GEN œ»Ì—
W * N N,SING,COM,GEN „Ã„⁄
W * N N,PL,COM,GEN —ÊÕ«‰ÌÊ‰
W * ADJ ADJ,SIM „»«—“
W * P P »—
W * N N,SING,COM,GEN ·“Ê„
W * N N,SING,COM,GEN Â„ﬂ«—Ì
W * DET DET «Ì‰
W * N N,SING,NUM ”Â
W * N N,SING,COM —ﬂ‰
W * P P »«
W * PRO PRO,REC ÌﬂœÌê—
W * N N,SING,COM  √ﬂÌœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM ê„«‰
W * V V,PRS,NEG,1 ‰„Ì ﬂ‰„
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Â„ﬂ«—Ì
W * DELM DELM °
W * N N,SING,COM,INDF „‘ﬂ·Ì
W * N N,SING,COM ÅÌ‘
W * V V,SUB,POS,3 »Ì«Ìœ
W * DELM DELM °
W * IF IF «ê—
W * CON CON Â„
W * N N,SING,COM,INDF «Œ ·«›Ì
W * N N,SING,COM ÅÌ‘
W * V V,SUB,POS,3 ¬Ìœ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM ”—⁄ 
W * N N,SING,COM —›⁄
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì”
W * ADJ ADJ,SIM,GEN „Êﬁ 
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * P P œ—
W * N N,SING,COM Å«”Œ
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ”ƒ«·
W * CON CON ﬂÂ
W * ADV ADV,I ¬Ì«
W * N N,PL,COM,GEN ”Œ‰«‰
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * N N,SING,COM,GEN ’Õ‰
W * ADJ ADJ,SIM,GEN ⁄·‰Ì
W * N N,SING,COM „Ã·”
W * N N,SING,COM,GEN „ÊÃ»
W * N N,SING,COM,GEN «ÌÃ«œ
W * N N,SING,COM «Œ ·«›
W * P P,GEN „Ì«‰
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * V V,AUX,FEA,NEG,3 ‰ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P œ—
W * N N,SING,COM,GEN „ﬁ«„
W * N N,SING,COM Å«”ŒêÊÌÌ
W * P P »—
W * V V,AUX,FEA,NEG,6 ‰ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 ¬„œ
W * DELM DELM °
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * IF IF «ê—
W * N N,PL,COM,GEN ”Œ‰«‰
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM,GEN Œ·«›
W * N N,SING,COM,GEN ﬁ«‰Ê‰
W * ADJ ADJ,SIM «”«”Ì
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM Å«”Œ
W * V V,SUB,POS,6 œÂ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR ﬂ—Ê»Ì
W * N N,SING,COM,GEN —∆Ì”
W * ADJ ADJ,SIM,GEN „Êﬁ 
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * P P,GEN ÿÌ
W * N N,PL,COM,INDF ”Œ‰«‰Ì
W * P P œ—
W * N N,SING,COM,GEN Ã·”Â
W * ADJ ADJ,SIM,GEN ⁄·‰Ì
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY,GEN ”Â ‘‰»Â
W * N N,SING,COM „Ã·”
W * ADJ ADJ,INO ê› Â
W * V V,PA,SIM,POS,3 »Êœ
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM „Ã·”
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ”Œ‰êÊ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * N N,SING,PR ﬂ—Ê»Ì
W * ADJ ADJ,INO ê› Â
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM :
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM „Ã·”
W * CON CON Ê
W * N N,SING,GR ÂÌ√  —∆Ì”Â
W * V V,AUX,NIN,POS »«Ìœ
W * V V,SUB,POS,6 » Ê«‰‰œ
W * P P «“
W * N N,PL,COM,GEN ÕﬁÊﬁ
W * N N,PL,COM ‰„«Ì‰œê«‰
W * CON CON Ê
W * N N,SING,COM ‘√‰
W * CON CON Ê
W * N N,SING,COM,GEN „‰“· 
W * N N,SING,COM „Ã·”
W * N N,SING,COM œ›«⁄
W * V V,SUB,POS,6 ﬂ‰‰œ
W * CON CON »‰«»—«Ì‰
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * ADJ ADJ,INO ê› Â
W * V V,SUB,POS,3 ‘Êœ
W * CON CON ﬂÂ
W * ADV ADV,GENR,EXM „À·«
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM „Ã·”
W * ADJ ADJ,SIM,GEN Â„ÿ—«“
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM „”∆Ê·«‰
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * ADV ADV,GENR,SIM ›ﬁÿ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ”Œ‰êÊ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ﬂ—Ê»Ì
W * P P œ—
W * N N,SING,COM,GEN  ‘—ÌÕ
W * N N,PL,COM „”∆Ê·Ì Â«
W * CON CON Ê
W * N N,PL,COM ÊŸ«Ì›
W * CON CON Ê
W * N N,PL,COM,INDF «Œ Ì«—« Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ç«—çÊ»
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM «”·«„Ì
W * P P »Â
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * N N,SING,COM «Œ ’«’
W * V V,PRS,POS,3 œ«—œ
W * P P »Â
W * N N,SING,NUM çÂ«—
W * N N,SING,COM „«œÂ
W * P P «“
W * N N,PL,COM,GEN «’Ê·
W * N N,SING,COM,GEN ﬁ«‰Ê‰
W * ADJ ADJ,SIM «”«”Ì
W * N N,SING,COM «‘«—Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM »Â ’—«Õ 
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM „Ã·”
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰«—
W * N N,PL,COM,GEN ”—«‰
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM ﬁÊ«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,PL,COM,GEN «⁄÷«Ì
W * ADJ ADJ,SIM,GEN À«» 
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM,GEN ⁄«·Ì
W * N N,SING,COM,GEN «„‰Ì 
W * ADJ ADJ,SIM „·Ì
W * N N,SING,COM  ⁄ÌÌ‰
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN ”Œ‰«‰
W * N N,SING,PR ﬂ—Ê»Ì
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * P P œ—
W * N N,SING,COM Å«”Œ
W * P P »Â
W * N N,PL,COM,GEN «ŸÂ«—« 
W * N N,SING,SURN,GEN ”Ìœ
W * N N,SING,PR „Õ„œ—÷«
W * N N,SING,PR Œ« „Ì
W * N N,SING,COM,GEN œ»Ì—
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM,GEN „‘«—ﬂ 
W * N N,SING,LOC,PR,GEN «Ì—«‰
W * ADJ ADJ,SIM «”·«„Ì
W * CON CON Ê
W * N N,SING,COM,GEN „‰ Œ»
W * ADJ ADJ,ORD,GEN ‰Œ” 
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR  Â—«‰
W * P P œ—
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * ADJ ADJ,INO ê› Â
W * V V,PA,SIM,POS,3 »Êœ
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,COM „Ã·”
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN ”Œ‰êÊÌ
W * PRO PRO,DEMO,SING ¬‰
W * V V,SUB,POS,3 »«‘œ
W * ADV ADV,GENR,NEGG ‰Â
W * N N,SING,COM,INDF çÌ“Ì
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,INO ê› Â
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM :
W * QUA QUA Â—
W * N N,SING,COM ﬂ”
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM „Ã·”
W * CON CON Ì«
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN ÂÌ√  —∆Ì”Â
W * PRO PRO,DEMO,SING ¬‰
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM °
W * ADV ADV,GENR,SIM «Ê·«
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN ”Œ‰êÊÌ
W * N N,PL,COM,GEN „ÿ«·»« 
W * ADJ ADJ,SIM „—œ„Ì
W * V V,SUB,POS,3 »«‘œ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN ﬁÊ·
W * N N,SING,COM —Ì«”  Ã„ÂÊ—Ì
W * DELM DELM °
W * P P œ—
W * N N,PL,COM,GEN «‰ Œ«»« 
W * ADJ ADJ,SIM êÊ‰«êÊ‰
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ¬‘ﬂ«—
W * N N,SING,COM,GEN Õ—›
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * V V,PA,NAR,POS,6 “œÂ «‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM À«‰Ì«
W * DELM DELM °
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN »«“ «» œÂ‰œÂ
W * N N,PL,COM,GEN ‰Ÿ—« 
W * ADJ ADJ,SIM,GEN ⁄„Ê„Ì
W * N N,PL,COM ‰„«Ì‰œê«‰
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,GEN ‘—Ê⁄
W * N N,SING,COM,GEN »——”Ì
W * N N,PL,COM «⁄ »«—‰«„Â Â«
W * DELM DELM #
W * N N,SING,COM —”ÌœêÌ
W * P P »Â
W * N N,PL,COM,GEN «⁄ »«—‰«„Â Â«Ì
W * N N,PL,COM,GEN „‰ Œ»Ì‰
