Sub * SUBJ SUBJ !Ê—“‘Ì!
W * N N,SING,PR —Â»—Ì ›—
W * DELM DELM °
W * N N,SING,PR,GEN œ«Êœ
W * N N,SING,PR ”Ìœ⁄»«”Ì
W * DELM DELM °
W * N N,SING,PR,GEN „Â—œ«œ
W * N N,SING,PR „Ì‰«Ê‰œ
W * DELM DELM °
W * N N,SING,PR,GEN ” «—
W * N N,SING,PR Â„œ«‰Ì
W * DELM DELM °
W * N N,SING,PR,GEN Õ«„œ
W * N N,SING,PR ﬂ«ÊÌ«‰ÅÊ—
W * DELM DELM °
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR ﬂ—Ì„Ì
W * DELM DELM °
W * N N,SING,PR Ìœ«··Â
W * N N,SING,PR «ﬂ»—Ì
W * DELM DELM °
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR «„Ì—¬»«œÌ
W * DELM DELM °
W * N N,SING,PR,GEN ÊÕÌœ
W * N N,SING,PR Â«‘„Ì«‰
W * DELM DELM °
W * N N,SING,PR,GEN ÃÊ«œ
W * N N,SING,PR ‰ﬂÊ‰«„
W * DELM DELM °
W * N N,SING,PR,GEN —”Ê·
W * N N,SING,PR ŒÿÌ»Ì
W * DELM DELM °
W * N N,SING,PR,GEN Â«œÌ
W * N N,SING,PR ÿ»«ÿ»«ÌÌ
W * DELM DELM °
W * N N,SING,PR —÷«
W * N N,SING,PR Ã»«—Ì
W * DELM DELM °
W * N N,SING,PR,GEN œ«—ÌÊ‘
W * N N,SING,PR Ì“œ«‰Ì
W * DELM DELM °
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR œ«ÌÌ
W * DELM DELM °
W * N N,SING,PR,GEN ﬂ—Ì„
W * N N,SING,PR »«ﬁ—Ì
W * DELM DELM °
W * N N,SING,PR,GEN Œœ«œ«œ
W * N N,SING,PR ⁄“Ì“Ì
W * DELM DELM °
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR „ÂœÊÌ ﬂÌ«
W * DELM DELM .
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR œ«ÌÌ
W * DELM DELM °
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR „ÂœÊÌ ﬂÌ«
W * CON CON Ê
W * N N,SING,PR,GEN ﬂ—Ì„
W * N N,SING,PR »«ﬁ—Ì
W * N N,SING,NUM ”Â
W * N N,SING,COM,GEN „·Ì ÅÊ‘
W * N N,SING,LOC,AFF,4 ﬂ‘Ê—„«‰
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,LOC,GEN »«‘ê«ÂÂ«Ì
W * N N,SING,PR Â— «»—·Ì‰
W * DELM DELM °
W * N N,SING,LOC,PR,GEN Â«„»Ê—ê
W * N N,SING,LOC,PR ¬·„«‰
W * CON CON Ê
W * N N,SING,PR,GEN «·‰’—
W * N N,SING,LOC,PR «„«—« 
W * N N,SING,COM  ÊÅ
W * V V,PRS,POS,6 „Ì “‰‰œ
W * DELM DELM °
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ‘‰»Â
W * P P,GEN Ê«—œ
W * N N,SING,LOC,PR  Â—«‰
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM °
W * N N,SING,PR,GEN Œœ«œ«œ
W * N N,SING,PR ⁄“Ì“Ì
W * ADV ADV,GENR,TIME ›—œ«
W * P P »Â
W * N N,SING,LOC,PR  Â—«‰
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ¬„œ
W * DELM DELM .
W * N N,SING,NUM 7
W * N N,SING,COM ‰ÊÃÊ«‰
W * P P «“
W * N N,SING,NUM 52
W * N N,SING,COM,GEN ‘ÿ—‰Ã»«“
W * N N,PL,COM,GEN —œÂ Â«Ì
W * ADJ ADJ,SIM,GEN „Œ ·›
W * ADJ ADJ,SIM,GEN ”‰Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * P P œ—
W * N N,SING,COM „”«»ﬁÂ
W * P P »«
W * N N,SING,COM,GEN «” «œ
W * ADJ ADJ,SIM,GEN »“—ê
W * N N,SING,COM ‘ÿ—‰Ã
W * CON CON Ê
W * N N,SING,COM,GEN ﬁÂ—„«‰
W * ADJ ADJ,SIM,GEN ”«»ﬁ
W * N N,SING,COM ÃÂ«‰
W * DELM DELM °
W * N N,SING,PR ¬‰« Ê·Ì
W * N N,SING,PR ﬂ«—ÅÊ›
W * ADJ ADJ,SIM „Ê›ﬁ
W * P P »Â
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * ADJ ADJ,SIM „”«ÊÌ
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN ÅÌ
W * N N,SING,COM,GEN  ”«ÊÌ
W * N N,SING,PR ¬‰« Ê·Ì
W * N N,SING,PR ﬂ«—ÅÊ›
W * P P »«
W * N N,PL,COM,GEN ‘ÿ—‰Ã »«“«‰
W * N N,SING,COM,GEN ‰ÊÃÊ«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * PRO PRO,personal,PL,3 ¬‰«‰
W * N N,SING,COM,GEN œ—ÃÂ
W * ADJ ADJ,SIM,GEN «› Œ«—Ì
W * N N,SING,COM  ”«ÊÌ
W * N N,SING,COM «Âœ«¡
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR ¬ Ê”«
W * N N,SING,PR ÅÊ—ﬂ«‘Ì«‰
W * N N,SING,COM,GEN ‘ÿ—‰Ã »«“
W * N N,SING,COM,GEN ‰ÊÃÊ«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * CON CON Ê
W * N N,SING,COM,GEN œ«‰‘ ¬„Ê“
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,ORD,GEN «Ê·
W * N N,SING,COM —«Â‰„«ÌÌ
W * P P »«
W * N N,SING,NUM 12
W * N N,SING,TIME ”«·
W * N N,SING,COM ”‰
W * CON CON Ê
W * N N,SING,NUM çÂ«—
W * N N,SING,TIME ”«·
W * N N,SING,COM,GEN ”«»ﬁÂ
W * N N,SING,COM ‘ÿ—‰Ã
W * CON CON Ê
W * N N,SING,PR,GEN ‘«œÌ
W * N N,SING,PR Å—Ìœ—
W * N N,SING,COM,GEN »«“Ìﬂ‰
W * N N,SING,COM,GEN “Ì—
W * N N,SING,NUM 14
W * N N,SING,TIME,GEN ”«·
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,AFF,4 ﬂ‘Ê—„«‰
W * N N,SING,COM,GEN  ”«ÊÌ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »«
W * N N,SING,PR ¬‰« Ê·Ì
W * N N,SING,PR ﬂ«—ÅÊ›
W * N N,SING,COM,GEN ﬁÂ—„«‰
W * ADJ ADJ,SIM,GEN »—Ã” Â
W * N N,SING,COM,GEN ‘ÿ—‰Ã
W * N N,SING,COM ÃÂ«‰
W * CON CON Ê
W * N N,SING,COM,GEN œ—Ì«› 
W * N N,SING,COM,GEN œ—ÃÂ
W * ADJ ADJ,SIM,GEN «› Œ«—Ì
W * N N,SING,COM  ”«ÊÌ
W * P P «“
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * N N,SING,COM,INDF «› Œ«—Ì
W * ADJ ADJ,SIM »“—ê
W * P P,GEN »—«Ì
W * PRO PRO,R,XOD ŒÊœ
W * CON CON Ê
W * N N,SING,COM,GEN ‘ÿ—‰Ã
W * N N,SING,LOC,AFF,4 ﬂ‘Ê—„«‰
W * V V,PA,SIM,POS,6 œ«‰” ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN ŒÊ‘Õ«·Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN ﬂ”»
W * DET DET «Ì‰
W * N N,SING,COM,GEN «› Œ«—
W * ADJ ADJ,SIM »“—ê
W * N N,SING,COM «»—«“
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,GEN «—œÊÌ
W * N N,PL,COM,GEN Ê“‰Â »—œ«—«‰
W * N N,SING,COM «·„ÅÌﬂ
W * DELM DELM #
W * N N,SING,COM,GEN «—œÊÌ
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN Ê“‰Â »—œ«—Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * N N,SING,COM,GEN „‰ŸÊ—
W * N N,SING,COM,GEN ¬„«œêÌ
W * ADJ ADJ,CMPR »Ì‘ —
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM ‘—ﬂ 
W * P P œ—
W * N N,PL,COM,GEN »«“ÌÂ«Ì
W * N N,SING,COM,GEN «·„ÅÌﬂ
W * N N,SING,NUM,GEN 2000
W * N N,SING,LOC,PR ”Ìœ‰Ì
W * P P «“
W * ADV ADV,GENR,TIME œÌ—Ê“
W * N N,SING,DAY œÊ‘‰»Â
W * DELM DELM °
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—” «‰
W * N N,SING,LOC,PR ·‰ê—Êœ
W * N N,SING,ORD ¬€«“
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM «—œÊ
W * P P »Â
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM »Ì” 
W * N N,SING,TIME —Ê“
W * N N,SING,COM «œ«„Â
W * V V,PRS,POS,3 œ«—œ
W * CON CON Ê
W * N N,SING,PR ÌÊ—œ«‰
W * N N,SING,PR ê∆Ê—êÌ
W * N N,SING,PR «ÌÊ«‰›
W * N N,SING,COM,GEN ”—„—»Ì
W * ADJ ADJ,SIM,GEN »·€«—Ì
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN Ê“‰Â »—œ«—Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * ADJ ADJ,SIM,GEN Â„—«Â
W * DET DET œÌê—
W * N N,PL,COM „—»Ì«‰
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,GR  Ì„
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN «—œÊÌ
W * N N,SING,COM ¬„«œêÌ
W * N N,SING,COM Âœ«Ì 
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR Å«‰“Ê«‰
W * DELM DELM °
W * N N,SING,PR,GEN ÃÊ«œ
W * N N,SING,PR ŒÊ‘œ·
W * DELM DELM °
W * N N,SING,PR,GEN „Õ„œÕ”Ì‰
W * N N,SING,PR »—ŒÊ«Â
W * DELM DELM °
W * N N,SING,PR,GEN ‘«ÂÌ‰
W * N N,SING,PR ‰’Ì—Ì ‰Ì«
W * DELM DELM °
W * N N,SING,PR,GEN ﬂÊ—Ê‘
W * N N,SING,PR »«ﬁ—Ì
W * DELM DELM °
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR  Êﬂ·Ì
W * DELM DELM °
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR —÷«“«œÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM  „—Ì‰« 
W * N N,SING,COM Õ÷Ê—
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ìﬂ‘‰»Â
W * N N,SING,GR,GEN  Ì„
W * N N,SING,NUM 16
W * MORP MORP,MADJ,GEN ‰›—Ì
W * N N,PL,COM,GEN ﬂÊÂ‰Ê—œ«‰
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * N N,SING,COM ’⁄Êœ
W * P P »Â
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ﬁ·Â
W * ADJ ADJ,SIM,GEN „— ›⁄
W * N N,SING,LOC,PR çÊ¬ÌÊ
W * CON CON Ê
W * N N,SING,LOC,PR ‘Ì‘«Å«‰ê»«
W * P P »Â
W * N N,SING,LOC,PR ‰Å«·
W * CON CON Ê
W * N N,SING,LOC,PR  » 
W * N N,SING,COM ⁄“Ì„ 
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM „Ê›ﬁÌ 
W * P P œ—
W * N N,SING,COM,GEN »—‰«„Â
W * N N,SING,COM ’⁄Êœ
W * P P »Â
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PA,SIM,POS,6 »«“ê‘ ‰œ
W * CON CON Ê
W * P P œ—
W * N N,SING,LOC ›—Êœê«Â
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,SURN „Â‰œ”
W * N N,SING,PR Â«‘„Ì ÿ»«
W * DELM DELM °
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM  —»Ì  »œ‰Ì
W * CON CON Ê
W * N N,PL,COM,GEN «⁄÷«Ì
W * N N,SING,COM,GEN ›œ—«”ÌÊ‰
W * N N,SING,COM ﬂÊÂ‰Ê—œÌ
W * CON CON Ê
W * QUA QUA Ã„⁄Ì
W * P P «“
W * N N,PL,COM ⁄·«ﬁ„‰œ«‰
W * CON CON Ê
W * N N,PL,GR,GEN Œ«‰Ê«œÂ Â«Ì
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM «” ﬁ»«·
W * N N,SING,COM ﬁ—«—
W * V V,PA,SIM,POS,6 ê—› ‰œ
W * DELM DELM .
W * N N,SING,GR,GEN  Ì„
W * N N,SING,NUM 16
W * MORP MORP,MADJ,GEN ‰›—Ì
W * N N,SING,COM,GEN ﬂÊÂ‰Ê—œÌ
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,ORD,GEN ‘‘„
W * N N,SING,MON,GEN ›—Ê—œÌ‰
W * ADV ADV,GENR,TIME «„”«·
W * N N,SING,LOC,PR  Â—«‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ﬁ’œ
W * N N,SING,LOC,PR ‰Å«·
W * CON CON Ê
W * N N,SING,LOC,PR  » 
W * N N,SING,COM  —ﬂ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,NUM,GEN 12
W * N N,SING,MON «—œÌ»Â‘ 
W * N N,SING,TIME „«Â
W * ADJ ADJ,SIM „Ê›ﬁ
W * V V,PA,SIM,POS,3 ‘œ
W * N N,SING,COM,GEN ﬁ·Â
W * N N,SING,LOC,PR çÊ¬ÌÊ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN «— ›«⁄
W * N N,SING,NUM 8201
W * N N,SING,COM „ —
W * N N,SING,COM › Õ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM °
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ÅÌ—Ê“Ì
W * N N,SING,NUM Â› 
W * N N,SING,COM ‰›—
W * P P «“
W * N N,PL,COM ﬂÊÂ‰Ê—œ«‰
W * ADJ ADJ,SIM „Ê›ﬁ
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * P P »—
W * DET DET «Ì‰
W * N N,SING,COM ﬁ·Â
W * CON CON ﬂÂ
W * ADJ ADJ,ORD ‘‘„Ì‰
W * N N,SING,COM,GEN ﬁ·Â
W * ADJ ADJ,SIM,GEN —›Ì⁄
W * N N,SING,COM ÃÂ«‰
W * V V,PRE,SIM «” 
W * N N,SING,COM,GEN Å«Ì
W * V V,SUB,NEG,6 »ê–«—‰œ
W * CON CON Ê
W * N N,SING,COM,GEN Å—ç„
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * P P »—
W * N N,SING,COM,GEN »·‰œ«Ì
W * PRO PRO,DEMO,SING ¬‰
W * P P »Â
W * N N,SING,COM «Â “«—
W * V V,SUB,POS,6 œ—¬Ê—‰œ
W * DELM DELM .
W * N N,PL,COM ﬂÊÂ‰Ê—œ«‰
W * CON CON ”Å”
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN › Õ
W * N N,SING,COM,GEN ﬁ·Â
W * N N,SING,LOC,PR ‘Ì‘«Å«‰ê»«
W * P P »Â
W * N N,SING,COM,GEN «— ›«⁄
W * N N,SING,NUM 8046
W * N N,SING,COM „ —
W * P P œ—
W * N N,SING,COM ”·”·Â
W * N N,PL,COM,GEN Ã»«·
W * N N,SING,LOC,PR ÂÌ„«·Ì«
W * N N,SING,COM ‘—ﬂ 
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON Ê
W * P P »«
W * N N,PL,COM,GEN ‘—«Ìÿ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ”Œ 
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ‰«„”«⁄œ
W * ADJ ADJ,SIM ÃÊÌ
W * N N,SING,COM —Ê»Â —Ê
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * CON CON Ê
W * N N,SING,TIME Å”
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * N N,SING,NUM œÊ
W * N N,SING,COM »«—
W * N N,SING,COM,GEN  ·«‘
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADJ ADJ,SIM »Ì ‰ ÌÃÂ
W * V V,PA,SIM,POS,3 „«‰œ
W * DELM DELM °
W * N N,SING,COM,GEN »«—
W * ADJ ADJ,ORD ”Ê„
W * P P »«
W * N N,SING,COM Â„ﬂ«—Ì
W * V V,PA,SIM,POS,6  Ê«‰” ‰œ
W * DET DET «Ì‰
W * N N,SING,COM ﬁ·Â
W * RA RA —«
W * CON CON ‰Ì“
W * N N,SING,COM › Õ
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ’⁄Êœ
W * N N,SING,NUM ”Â
W * N N,SING,COM ‰›—
W * P P «“
W * N N,PL,COM ﬂÊÂ‰Ê—œ«‰
W * P P »Â
W * N N,SING,COM,GEN »·‰œ«Ì
W * N N,SING,COM ﬁ·Â
W * N N,SING,COM,GEN Å«Ì
W * V V,PA,SIM,POS,6 ‰Â«œ‰œ
W * CON CON Ê
W * DET DET œÌê—
W * N N,PL,COM,GEN «⁄÷«Ì
W * N N,SING,GR  Ì„
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Ê›ﬁÌ 
W * N N,SING,COM,GEN ÊŸÌ›Â
W * N N,SING,COM Å‘ Ì»«‰Ì
W * CON CON Ê
W * N N,SING,COM Õ„«Ì 
W * RA RA —«
W * ADJ ADJ,SIM ⁄ÂœÂ œ«—
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM °
W * ADV ADV,GENR,SIM Õ Ì
W * N N,SING,NUM ç‰œ
W * N N,SING,COM ‰›—
W * P P «“
W * PRO PRO,personal,PL,3 ¬‰«‰
W * P P  «
W * N N,SING,NUM 50
W * MORP MORP,MN,SING,GEN „ —Ì
W * N N,SING,COM ﬁ·Â
W * CON CON ‰Ì“
W * N N,SING,COM »«·«
W * V V,PA,SIM,POS,6 —› ‰œ
W * DELM DELM .
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM,GEN › Õ
W * N N,SING,LOC,PR «Ê—” 
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * DELM DELM °
W * N N,PL,COM,GEN ﬂÊÂ‰Ê—œ«‰
W * N N,SING,LOC,PR «Ì—«‰
W * ADV ADV,GENR,TIME «Ì‰ﬂ
W * P P »«
W * N N,SING,COM,GEN › Õ
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM ﬁ·Â
W * N N,SING,COM,GEN ﬂ«—‰«„ÂÒ
W * ADJ ADJ,SIM,INDF œ—Œ‘«‰Ì
W * P P «“
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM »«ﬁÌ
W * V V,PA,SIM,POS,6 ê–«‘ ‰œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM,GEN »—ê“«—Ì
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM,GEN ‰Â«ÌÌ
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * N N,SING,COM,GEN Ã«„
W * ADJ ADJ,SIM,GEN Õ–›Ì
W * N N,PL,LOC,GEN »«‘ê«ÂÂ«Ì
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM #
W * N N,SING,COM,GEN ›œ—«”ÌÊ‰
W * N N,SING,COM ›Ê »«·
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM,GEN Å«Ì«‰Ì
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * N N,SING,COM,GEN Ã«„
W * ADJ ADJ,SIM,GEN Õ–›Ì
W * N N,PL,LOC,GEN »«‘ê«ÂÂ«Ì
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ã„⁄Â
W * N N,SING,NUM,GEN 27
W * N N,SING,MON Œ—œ«œ
W * N N,SING,TIME,GEN „«Â
W * ADJ ADJ,SIM Ã«—Ì
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,TIME —Ê“
W * N N,PL,GR,GEN  Ì„Â«Ì
W * N N,SING,COM,GEN «” ﬁ·«·
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Ê
W * N N,SING,MON,GEN »Â„‰
W * N N,SING,LOC,PR ﬂ—Ã
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM,GEN ‰Â«ÌÌ
W * DET DET «Ì‰
W * N N,PL,COM —ﬁ«» Â«
W * RA RA —«
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON  «
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM ÅÌ—Ê“
W * N N,SING,COM,GEN ÃÊ«“
W * N N,SING,COM Õ÷Ê—
W * P P œ—
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * N N,SING,COM,GEN Ã«„
W * N N,PL,COM,GEN »—‰œê«‰
W * N N,SING,COM,GEN Ã«„
W * N N,PL,LOC,GEN »«‘ê«ÂÂ«Ì
W * N N,SING,LOC,PR ¬”Ì«
W * RA RA —«
W * N N,SING,COM œ—Ì«› 
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
W * N N,SING,TIME,GEN ”«⁄ 
W * N N,SING,NUM,GEN 19
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,COM Ì«œ
W * MORP MORP,MADJ ‘œÂ
W * P P œ—
W * N N,SING,COM,GEN Ê—“‘ê«Â
W * N N,SING,PR,GEN ¬“«œÌ
W * N N,SING,LOC,PR  Â—«‰
W * ADJ ADJ,SIM »—ê“«—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM «” ﬁ·«·
W * P P œ—
W * N N,SING,COM,GEN „—Õ·Â
W * ADJ ADJ,SIM ‰Ì„Â ‰Â«ÌÌ
W * N N,SING,COM,GEN »—«»—
W * N N,SING,PR ”«ÌÅ«
W * P P »Â
W * N N,SING,COM »— —Ì
W * V V,PA,SIM,POS,3 —”Ìœ
W * CON CON Ê
W * N N,SING,MON »Â„‰
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „—Õ·Â
W * P P «“
W * N N,SING,COM,GEN ”œ
W * N N,SING,PR,GEN ”Å«Â«‰
W * N N,SING,LOC,PR «’›Â«‰
W * V V,PA,SIM,POS,3 ê–‘ 
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
Sub * SUBJ SUBJ !ÕÊ«œÀ!
W * DELM DELM #
W * N N,SING,NUM Ìﬂ
