Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,COM,GEN „—Õ·ÂÒ
W * ADJ ADJ,SIM,INDF  «“Â «Ì
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN —Ê“‰«„Â
W * N N,SING,COM «‰ Œ«»
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ìﬂ‘‰»Â
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * P P œ—
W * N N,SING,COM,INDF ê“«—‘Ì
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,SING,COM,GEN ﬂ—”Ì
W * N N,SING,COM —Ì«” 
W * DELM DELM °
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ›—«ﬂ”ÌÊ‰
W * ADJ ADJ,SIM,GEN «∆ ·«›Ì
W * ADJ ADJ,SIM,GEN ⁄„œÂ
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN «⁄ ﬁ«œ
W * N N,PL,COM,GEN  Õ·Ì·ê—«‰
W * N N,PL,COM,GEN „”«∆·
W * ADJ ADJ,SIM ”Ì«”Ì
W * DELM DELM °
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN “Ê—¬“„«ÌÌ
W * ADJ ADJ,SIM ÃœÌ
W * DELM DELM °
W * N N,SING,COM,GEN —Êœ——ÊÌ
W * PRO PRO,REC Â„
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM «Œ ·«›
W * P P »—
W * N N,SING,COM,GEN ”—
W * N N,SING,COM,GEN ﬂ—”Ì
W * N N,SING,COM —Ì«” 
W * P P,GEN „Ì«‰
W * N N,SING,GR,GEN „Ã„⁄
W * N N,PL,COM —ÊÕ«‰ÌÊ‰
W * CON CON Ê
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM,GEN „‘«—ﬂ 
W * N N,SING,LOC,PR,GEN «Ì—«‰
W * ADJ ADJ,SIM «”·«„Ì
W * N N,SING,TIME Å”
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM »«·«
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON ﬂÂ
W * N N,SING,PR,GEN «ﬂ»—
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * P P «“
W * N N,SING,COM,GEN ”„ 
W * N N,SING,COM ‰„«Ì‰œêÌ
W * N N,SING,COM «‰’—«›
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * DELM DELM °
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ›—«ﬂ”ÌÊ‰
W * ADJ ADJ,SIM,GEN ﬁœ— „‰œ
W * N N,PL,COM,GEN œÊ„ Œ—œ«œÌ Â«
W * RA RA —«
W * P P »Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN «‰ Œ«»
W * ADJ ADJ,SIM „‘ —ﬂ
W * ADJ ADJ,INO ﬂ‘«‰œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR ﬂ—Ê»Ì
W * P P  «
W * N N,SING,COM ÅÌ‘
W * P P «“
W * N N,SING,COM,GEN «‰’—«›
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * N N,SING,COM,GEN ‘«‰”
W * ADJ ADJ,ORD,GEN ‰Œ” 
W * N N,SING,COM,GEN ﬂ—”Ì
W * N N,SING,COM —Ì«” 
W * RA RA —«
W * P P »Â
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM «Œ ’«’
W * ADJ ADJ,INO œ«œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P »«
W * N N,SING,COM,GEN ﬂ‰«—Â êÌ—Ì
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * P P «“
W * N N,SING,COM „Ã·”
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM Ê”Ê”Â
W * P P œ—
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM „‘«—ﬂ 
W * N N,SING,COM «ÌÃ«œ
W * ADJ ADJ,INO ‘œÂ
W * CON CON  «
W * P P,GEN »—«Ì
W * N N,SING,COM  ÕﬂÌ„
W * CON CON Ê
W * N N,SING,COM,GEN  Ê”⁄ÂÒ
W * N N,SING,COM,GEN ﬁœ— 
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * PRO PRO,R,XOD ŒÊÌ‘
W * N N,SING,COM,INDF ‰«„“œÌ
W * ADJ ADJ,SIM «Œ ’«’Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM —Ì«” 
W * DELM DELM °
W * N N,SING,COM „⁄—›Ì
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN „Õ”‰
W * N N,SING,PR „Ì—œ«„«œÌ
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM „‘«—ﬂ 
W * CON CON Ê
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR  Â—«‰
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ‰«„“œ
W * DET DET «Ì‰
W * N N,SING,GR Õ“»
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,COM „Ã·”
W * ADV ADV,GENR,SIM  ﬁ—Ì»«
W * ADJ ADJ,SIM ﬁÿ⁄Ì
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM °
W * CON CON Â—ç‰œﬂÂ
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * DET DET «Ì‰
W * N N,SING,GR Õ“»
W * P P »Â
W * N N,SING,COM,GEN Œ»—‰ê«—
W * PRO PRO,personal,PL,1 „«
W * V V,PA,SIM,POS,3 ê› 
W * CON CON ﬂÂ
W * QUA QUA Â„Â
W * N N,SING,COM çÌ“
W * P P »Â
W * N N,SING,COM,GEN ‰‘” 
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY,GEN Ìﬂ‘‰»Â
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,GR Õ“»
W * N N,SING,COM »” êÌ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * ADV ADV,I ¬Ì«
W * N N,SING,ORD,GEN ¬€«“
W * N N,SING,COM,GEN ÿ—Õ
W * N N,PL,COM »ÕÀÂ«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  ⁄ÌÌ‰
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,COM „Ã·”
W * CON CON Ê
W * N N,SING,GR ÂÌ«  —∆Ì”Â
W * DELM DELM °
W * N N,SING,ORD,GEN Å«Ì«‰
W * N N,SING,COM,GEN «∆ ·«›
W * ADJ ADJ,SIM,GEN ‘ﬂ‰‰œÂ
W * N N,SING,COM,GEN ›—«ﬂ”ÌÊ‰
W * N N,PL,COM œÊ„ Œ—œ«œÌ Â«
W * V V,PRE,SIM «” 
W * CON CON Ì«
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ç«‰Â “‰Ì
W * ADJ ADJ,SIM œ«Œ·Ì
W * P P,GEN »—«Ì
W * N N,SING,COM «„ Ì«“êÌ—Ì
W * V V,PRE,SIM «” 
W * DELM DELM ø
W * DELM DELM #
W * N N,SING,COM,GEN «Œ ·«›
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * DELM DELM #
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR »Ê—ﬁ«‰Ì
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Ê
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM „‘«—ﬂ 
W * P P œ—
W * N N,SING,COM Å«”Œ
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM Å—”‘
W * DELM DELM °
W * N N,SING,COM  «ÌÌœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * N N,PL,COM œÊ„ Œ—œ«œÌ Â«
W * DELM DELM °
W * N N,SING,PR ﬂ—Ê»Ì
W * CON CON Ê
W * N N,SING,PR „Ì—œ«„«œÌ
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,COM „Ã·”
W * N N,SING,COM ‰«„“œ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * CON CON «„«
W * V V,PA,SIM,POS,3 ê› 
W * CON CON ﬂÂ
W * PRO PRO,DEMO,SING «Ì‰
W * P P »Â
W * N N,SING,COM,GEN „⁄‰«Ì
W * N N,SING,COM,GEN «Œ ·«›
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM  ·«‘
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * CON CON ﬂÂ
W * N N,SING,PR „Ì—œ«„«œÌ
W * N N,SING,COM —√Ì
W * V V,SUB,POS,3 »Ì«Ê—œ
W * DELM DELM °
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM „‘«—ﬂ 
W * P P »«
W * N N,SING,COM,GEN —Ì«” 
W * PRO PRO,personal,SING,3 «Ê
W * V V,PRE,ADJC,6 „Ê«›ﬁ‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * V V,PRE,ADJC,4 „⁄ ﬁœÌ„
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,INDF ﬂ”Ì
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN „Ã·”
W * V V,SUB,POS,3 ‘Êœ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  —Ã„«‰
W * N N,SING,COM,GEN —√Ì
W * N N,SING,GR „—œ„
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * CON CON «“«Ì‰ —Ê
W * P P »Â
W * N N,SING,PR „Õ„œ—÷«
W * N N,SING,PR Œ« „Ì
W * N N,SING,COM,GEN œ»Ì—
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * N N,SING,GR Õ“»
W * N N,SING,COM,GEN ÅÌ‘‰Â«œ
W * N N,SING,COM —Ì«” 
W * V V,PA,SIM,POS,4 ﬂ—œÌ„
W * CON CON «„«
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,NEG,3 ‰Å–Ì—› 
W * DELM DELM °
W * PRO PRO,personal,PL,1 „«
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * P P «“
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,PR „Ì—œ«„«œÌ
W * N N,SING,COM œ›«⁄
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * DELM DELM .
W * N N,SING,PR,GEN „Õ”‰
W * N N,SING,PR,GEN ’›«ÌÌ
W * N N,SING,PR ›—«Â«‰Ì
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM „‘«—ﬂ 
W * CON CON Ê
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR  Â—«‰
W * P P œ—
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,GR ÂÌ«  —∆Ì”Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P,GEN »—«Ì
W * PRO PRO,personal,PL,1 „«
W * ADJ ADJ,SIM  ‰Â«
W * ADJ ADJ,SIM ·Ì«ﬁ 
W * CON CON Ê
W * N N,SING,COM,GEN ‘«Ì” êÌ
W * N N,PL,COM «›—«œ
W * P P,GEN ÃÂ 
W * N N,SING,COM,GEN «Õ—«“
W * N N,SING,COM,GEN Å” 
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,COM „Ã·”
W * ADJ ADJ,SIM „Â„
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN ’›«ÌÌ
W * N N,SING,PR ›—«Â«‰Ì
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * QUA QUA,GEN  „«„
W * N N,SING,COM,GEN  ·«‘
W * PRO PRO,personal,PL,1 „«
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »«
W * DET DET œÌê—
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * P P »—
W * N N,SING,COM ”—
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,GR ÂÌ«  —∆Ì”Â
W * P P »Â
W * N N,SING,COM  Ê«›ﬁ
W * V V,SUB,POS,4 »—”Ì„
W * CON CON Ê
W * ADV ADV,GENR,NEGG »Â ÂÌç ÊÃÂ
W * N N,SING,COM,GEN œ‰»«·
W * N N,SING,COM,GEN ê—Êﬂ‘Ì
W * ADJ ADJ,SIM ”Ì«”Ì
W * CON CON Ê
W * N N,SING,COM «„ Ì«“êÌ—Ì
W * V V,PRS,NEG,4 ‰Ì” Ì„
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,INDF  ’„Ì„Ì
W * V V,PA,NAR,NEG,6 ‰ê—› Â «‰œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR „—⁄‘Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ⁄÷Ê
W * ADJ ADJ,SIM,GEN «—‘œ
W * N N,SING,GR,GEN Õ“»
W * N N,PL,COM,GEN ﬂ«—ê“«—«‰
W * N N,SING,COM ”«“‰œêÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,GR Õ“»
W * ADJ ADJ,SIM,GEN „‘€Ê·
W * N N,SING,COM —«Ì“‰Ì
W * P P »«
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM ›—«ﬂ”ÌÊ‰ Â«
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN  ⁄ÌÌ‰
W * N N,PL,COM,GEN «⁄÷«Ì
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR „—⁄‘Ì
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * ADV ADV,GENR,SIM Â‰Ê“
W * P P »Â
W * N N,SING,COM  ’„Ì„ êÌ—Ì
W * P P œ—
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF „Ê—œÌ
W * V V,PA,NAR,NEG,4 ‰—”ÌœÂ «Ì„
W * DELM DELM .
W * N N,SING,COM,GEN Ã«‰‘Ì‰
W * N N,SING,COM,GEN œ»Ì—ﬂ·
W * N N,SING,GR,GEN Õ“»
W * N N,PL,COM ﬂ«—ê“«—«‰
W * N N,SING,COM ”«“‰œêÌ
W * N N,SING,COM Œ«ÿ—‰‘«‰
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * IF IF «ê—
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * ADJ ADJ,SIM «∆ ·«›Ì
W * P P œ—
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * P P,GEN œ—»«—Â
W * N N,SING,GR ÂÌ«  —∆Ì”Â
W * P P »Â
W * N N,SING,COM  Ê«›ﬁ
W * V V,SUB,NEG,6 ‰—”‰œ
W * DELM DELM °
W * PRO PRO,personal,PL,1 „«
W * ADJ ADJ,SIM „„ﬂ‰
W * V V,PRE,SIM «” 
W * P P »«
W * N N,SING,NUM Ìﬂ
W * CON CON Ì«
W * N N,SING,NUM ç‰œ
W * N N,SING,COM ê—ÊÂ
W * N N,SING,COM,GEN ·Ì” 
W * ADJ ADJ,SIM „‘ —ﬂ
W * CON CON Ê
W * CON CON Ì«
W * ADV ADV,GENR,SIM Õ Ì
W * ADJ ADJ,SIM „” ﬁ·
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »«—Â
W * V V,SUB,POS,4 »œÂÌ„
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,PL,COM ﬂ«—ê“«—«‰
W * DELM DELM °
W * N N,SING,COM,GEN ‘«Ì⁄Â
W * N N,SING,COM,GEN « ›«ﬁ
W * N N,SING,COM,GEN ‰Ÿ—
W * DET DET «Ì‰
W * N N,SING,GR,GEN Õ“»
W * P P »«
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM „‘«—ﬂ 
W * P P œ—
W * N N,SING,COM,GEN —√Ì
W * N N,SING,NFL ‰œ«œ‰
W * P P »Â
W * N N,SING,PR ﬂ—Ê»Ì
W * RA RA —«
W * N N,SING,COM  ﬂ–Ì»
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR,GEN „Õ”‰
W * N N,SING,PR ¬—„Ì‰
W * N N,SING,COM ⁄÷Ê
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,COM,GEN „Ã«ÂœÌ‰
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM «”·«„Ì
W * CON CON Ê
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Â„
W * ADJ ADJ,SIM „⁄ ﬁœ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,PR ﬂ—Ê»Ì
W * P P »—
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * ADJ ADJ,SIM ﬁÿ⁄Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,PR,GEN »Â“«œ
W * N N,SING,PR ‰»ÊÌ
W * P P »Â
W * N N,SING,COM Œ«ÿ—
W * N N,PL,COM „·«ÕŸ« 
W * CON CON Ê
W * N N,SING,COM Ã·ÊêÌ—Ì
W * P P «“
W * N N,SING,COM  ‘  
W * P P œ—
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * DELM DELM °
W * N N,SING,COM,GEN ‰«„“œ
W * N N,SING,COM —Ì«” 
W * V V,AUX,FEA,NEG,3 ‰ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ‰«„“œÌ
W * N N,SING,PR „Ì—œ«„«œÌ
W * ADJ ADJ,SIM „ÿ—Õ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,PL,COM,GEN —«Ì“‰Ì Â«Ì
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * P P  «
W * N N,SING,DAY œÊ‘‰»Â
W * N N,SING,COM «œ«„Â
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,SING,PR „Ê”Ì
W * N N,SING,PR ﬁ—»«‰Ì
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,COM,GEN ›—«ﬂ”ÌÊ‰
W * N N,SING,COM,GEN «∆ ·«›
W * N N,PL,COM,GEN ÅÌ—Ê«‰
W * N N,SING,COM,GEN Œÿ
W * N N,SING,PR «„«„
W * CON CON Ê
W * N N,SING,COM —Â»—Ì
W * CON CON ‰Ì“
W * P P,GEN œ—»«—Â
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * N N,SING,COM „Ã·”
W * CON CON Ê
W * N N,SING,COM,GEN œÌœê«Â
W * DET DET «Ì‰
W * N N,SING,COM «∆ ·«›
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * ADV ADV,GENR,SIM Â‰Ê“
W * N N,SING,COM,INDF  ’„Ì„Ì
W * V V,PA,NAR,NEG,4 ‰ê—› Â «Ì„
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * DET DET «Ì‰
W * N N,SING,COM «∆ ·«›
W * DELM DELM °
W * ADV ADV,GENR,SIM Â‰Ê“
W * P P,GEN »—«Ì
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * N N,SING,COM,GEN ê—œ
W * PRO PRO,REC Â„
W * V V,PA,NAR,NEG,6 ‰Ì«„œÂ «‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM «Õ „«·«
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM ›—œÌ
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,GR ÂÌ«  —∆Ì”Â
W * N N,SING,COM  ’„Ì„ êÌ—Ì
W * CON CON Ê
W * N N,SING,COM —«Ì
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * DELM DELM .
W * N N,PL,COM,GEN  Õ·Ì·ê—«‰
W * N N,PL,COM,GEN „”«∆·
W * ADJ ADJ,SIM ”Ì«”Ì
W * V V,PRE,ADJC,6 „⁄ ﬁœ‰œ
W * P P œ—
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM,INDF ›÷«ÌÌ
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì —”œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —√Ì
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,PL,COM ﬂ«—ê“«—«‰
W * CON CON Ê
W * N N,SING,COM,GEN «∆ ·«›
W * N N,SING,COM,GEN Œÿ
W * N N,SING,PR «„«„
W * CON CON Ê
W * N N,SING,COM —Â»—Ì
W * DELM DELM °
W * P P œ—
W * N N,SING,COM ‰Â«Ì 
W * N N,SING,COM,GEN ”—‰Ê‘ 
W * N N,SING,COM,GEN ﬂ—”Ì
W * N N,SING,COM —Ì«” 
W * RA RA —«
W * N N,SING,COM —ﬁ„
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 “œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,GEN „œÌ—Ì 
W * N N,SING,COM „Ã·”
W * DELM DELM #
W * N N,SING,COM,GEN —Ê“‰«„Â
W * N N,SING,PR Â„‘Â—Ì
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * N N,SING,PR,GEN —”Ê·
W * N N,SING,PR „‰ Ã» ‰Ì«
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,GR,GEN „Ã„⁄
W * N N,PL,COM,GEN —ÊÕ«‰ÌÊ‰
W * ADJ ADJ,SIM „»«—“
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * V V,PA,SIM,POS,3 ‰Ê‘ 
W * DELM DELM :
W * N N,SING,COM,GEN „œÌ—Ì 
W * N N,SING,COM „Ã·”
W * ADJ ADJ,CMPR «⁄„
W * P P «“
W * N N,SING,COM —∆Ì”
W * CON CON Ê
W * N N,PL,COM ‰Ê«»
W * DELM DELM °
W * N N,PL,COM „‰‘ÌÂ«
W * DELM DELM °
W * N N,PL,COM ﬂ«—Å—œ«“«‰
W * CON CON Ê
