Sub * SUBJ SUBJ !Ê—“‘Ì!
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ﬂ«— 
W * ADJ ADJ,SIM “—œ
W * P P »Â
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR ﬁ“«ﬁ” «‰
W * N N,SING,COM  ⁄·ﬁ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR ﬂ—Ì„Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * ADJ ADJ,SUP »Â —Ì‰
W * N N,SING,COM,GEN »«“Ìﬂ‰
W * DET DET «Ì‰
W * N N,SING,COM »«“Ì
W * N N,SING,COM „⁄—›Ì
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM,GEN ‘—ﬂ 
W * N N,SING,PR «· ÃÌ
W * N N,SING,COM,GEN Ã«Ì“Â
W * ADJ ADJ,SIM,INDF „Œ’Ê’Ì
W * N N,SING,COM œ—Ì«› 
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,PL,GR,GEN  Ì„Â«Ì
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM °
W * N N,SING,LOC,PR ﬁ“«ﬁ” «‰
W * DELM DELM °
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * CON CON Ê
W * N N,SING,LOC,PR ›·”ÿÌ‰
W * N N,SING,COM,GEN ê—ÊÂ
W * ADJ ADJ,ORD «Ê·
W * CON CON Ê
W * N N,PL,GR,GEN  Ì„Â«Ì
W * N N,SING,LOC,PR «—œ‰
W * DELM DELM °
W * N N,SING,LOC,PR ⁄—«ﬁ
W * DELM DELM °
W * N N,SING,LOC,PR ·»‰«‰
W * CON CON Ê
W * N N,SING,LOC,PR ﬁ—ﬁÌ“” «‰
W * N N,SING,COM,GEN ê—ÊÂ
W * ADV ADV,GENR,ORD œÊ„
W * RA RA —«
W * N N,SING,COM  ‘ﬂÌ·
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * DELM DELM .
W * PRO PRO,DEMO,SING «Ì‰
W * ADJ ADJ,ORD ”Ê„Ì‰
W * N N,SING,COM »«“Ì
W * P P «“
W * N N,PL,COM,GEN „”«»ﬁ« 
W * N N,SING,COM,GEN Ã«„
W * N N,SING,SURN „·ﬂ
W * N N,SING,PR Õ”Ì‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN »«“Ì
W * ADJ ADJ,SIM œÌê—
W * RA RA —«
W * N N,PL,COM,GEN „·Ì ÅÊ‘«‰
W * N N,SING,LOC,PR «Ì—«‰
W * ADV ADV,GENR,TIME «„—Ê“
W * P P œ—
W * N N,SING,COM,GEN »—«»—
W * N N,SING,LOC,PR ›·”ÿÌ‰
W * N N,SING,COM «‰Ã«„
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ”Â ‘‰»Â
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM »«“Ì
W * P P,GEN »Ì‰
W * N N,SING,LOC,PR «—œ‰
W * CON CON Ê
W * N N,SING,LOC,PR ﬁ—ﬁÌ“” «‰
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM œÊ
W * P P »—
W * N N,SING,NUM ’›—
W * P P »Â
W * N N,SING,COM,GEN ‰›⁄
W * N N,SING,LOC,PR «—œ‰
W * CON CON Ê
W * ADJ ADJ,ORD œÊ„Ì‰
W * N N,SING,COM »«“Ì
W * P P,GEN »Ì‰
W * N N,SING,LOC,PR ⁄—«ﬁ
W * CON CON Ê
W * N N,SING,LOC,PR ·»‰«‰
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM œÊ
W * P P »—
W * N N,SING,NUM Ìﬂ
W * P P »Â
W * N N,SING,COM,GEN ‰›⁄
W * N N,SING,LOC,PR ⁄—«ﬁ
W * N N,SING,ORD Å«Ì«‰
W * V V,PA,SIM,POS,3 Ì«› 
W * DELM DELM .
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »«“Ì
W * N N,SING,COM ⁄»«— 
W * V V,PA,SIM,POS,3 »Êœ
W * P P «“
W * DELM DELM :
W * N N,SING,PR,GEN Å—ÊÌ“
W * N N,SING,PR »—Ê„‰œ
W * DELM DELM °
W * N N,SING,PR,GEN „Â—œ«œ
W * N N,SING,PR „Ì‰«Ê‰œ
W * DELM DELM °
W * N N,SING,PR,GEN ”Â—«»
W * N N,SING,PR »Œ Ì«—Ì
W * N N,SING,COM “«œÂ
W * DELM DELM °
W * N N,SING,PR,GEN »Â—Ê“
W * N N,SING,PR —Â»—Ì ›—
W * DELM DELM °
W * N N,SING,PR,GEN Õ«„œ
W * N N,SING,PR ﬂ«ÊÌ«‰ÅÊ—
W * DELM DELM °
W * N N,SING,PR,GEN ” «—
W * N N,SING,PR Â„œ«‰Ì
W * DELM DELM °
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR ﬂ—Ì„Ì
W * DELM DELM °
W * N N,SING,PR,GEN —”Ê·
W * N N,SING,PR ŒÿÌ»Ì
W * DELM DELM °
W * N N,SING,PR,GEN ÌÊ‰”
W * N N,SING,PR »«Â‰—
W * DELM DELM °
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR ”«„—Â
W * DELM DELM °
W * N N,SING,PR,GEN ÊÕÌœ
W * N N,SING,PR Â«‘„Ì«‰
W * CON CON Ê
W * N N,SING,PR Õ„Ìœ—÷«
W * N N,SING,PR «»—«ÂÌ„Ì
W * CON CON Ê
W * N N,SING,PR Ìœ«··Â
W * N N,SING,PR «ﬂ»—Ì
W * P P œ—
W * N N,SING,COM,GEN ‰Ì„Â
W * ADV ADV,GENR,ORD œÊ„
W * N N,PL,COM,GEN «⁄÷«Ì
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,SING,PR ÿ«·»Ì
W * P P œ—
W * N N,SING,COM,INDF ê›  ÊêÊÌÌ
W * P P »«
W * N N,PL,COM Œ»—‰ê«—«‰
W * P P œ—
W * N N,SING,LOC,PR «„«‰
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR ﬁ“«ﬁ” «‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,GR,GEN  Ì„Â«Ì
W * ADJ ADJ,SIM,GEN ŒÊ»
W * N N,SING,LOC,PR,GEN ‘Ê—ÊÌ
W * ADJ ADJ,SIM ”«»ﬁ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P «“
W * N N,SING,COM,GEN ·Õ«Ÿ
W * N N,SING,COM,GEN ﬁœ— 
W * ADJ ADJ,SIM »œ‰Ì
W * N N,PL,COM,GEN »«“Ìﬂ‰«‰
W * DET DET «Ì‰
W * N N,SING,GR  Ì„
W * P P œ—
W * N N,SING,COM,GEN ”ÿÕ
W * ADJ ADJ,SIM,INDF ŒÊ»Ì
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * N N,SING,COM,GEN „Ì“«‰
W * N N,SING,COM,GEN ¬‘‰«ÌÌ
W * PRO PRO,R,XOD ŒÊœ
W * P P »«
W * N N,PL,COM,GEN Õ—Ì›«‰
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM ÅÌﬂ«—Â«
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ¬‘‰«ÌÌ
W * ADJ ADJ,SIM ﬂ«„·
W * P P »«
W * N N,PL,GR,GEN  Ì„Â«Ì
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * CON CON Ê
W * N N,SING,LOC,PR ﬁ“«ﬁ” «‰
W * V V,PRS,POS,3 œ«—œ
W * CON CON «„«
W * P P «“
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR ›·”ÿÌ‰
W * N N,SING,COM,INDF ‘‰«Œ Ì
W * V V,PRS,NEG,3 ‰œ«—œ
W * CON CON Ê
W * ADV ADV,GENR,SIM  ‰Â«
W * P P «“
W * N N,PL,COM,GEN ‰ «ÌÃ
W * N N,SING,COM,GEN »«“Ì
W * DET DET «Ì‰
W * N N,SING,GR  Ì„
W * P P »«
W * N N,PL,GR,GEN  Ì„Â«Ì
W * ADJ ADJ,SIM œÌê—
W * N N,SING,COM «ÿ·«⁄
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,SING,PR ÿ«·»Ì
W * P P,GEN œ—»«—Â
W * N N,SING,COM «” ›«œÂ
W * N N,SING,NFL ‰ﬂ—œ‰
W * P P «“
W * N N,PL,COM,GEN «⁄÷«Ì
W * ADJ ADJ,SIM,GEN «’·Ì
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM „”«»ﬁ« 
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,GR,INDF ⁄œÂ «Ì
W * P P «“
W * N N,PL,COM,GEN »«“Ìﬂ‰«‰
W * ADJ ADJ,SIM,GEN Õ—›Â «Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,SING,COM Œ«—Ã
W * P P «“
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM »«“Ì
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * P P,GEN  Õ 
W * N N,PL,COM,GEN ‘—«Ìÿ
W * ADJ ADJ,SIM,INDF Œ«’Ì
W * P P œ—
W * N N,SING,COM,GEN «Œ Ì«—
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM „·Ì
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,6 „Ì êÌ—‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * DET DET «Ì‰
W * N N,PL,COM »«“Ìﬂ‰«‰
W * P P œ—
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME ”«·
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,NUM Â› 
W * N N,SING,COM »«—
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * P P œ—
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM „·Ì
W * N N,SING,COM »«“Ì
W * V V,SUB,POS,6 ﬂ‰‰œ
W * CON CON Ê
W * CON CON »‰«»—«Ì‰
W * DELM DELM °
W * N N,SING,COM,GEN „‘ﬂ·
W * N N,SING,COM œ⁄Ê 
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P,GEN »—«Ì
W * N N,SING,COM ‘—ﬂ 
W * P P œ—
W * N N,SING,COM,GEN Ã«„
W * N N,SING,SURN „·ﬂ
W * N N,SING,PR Õ”Ì‰
W * N N,SING,COM ÊÃÊœ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * N N,SING,COM,GEN ”—„—»Ì
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM °
W * N N,SING,COM Âœ›
W * P P «“
W * N N,SING,COM ‘—ﬂ 
W * P P œ—
W * N N,PL,COM,GEN „”«»ﬁÂ Â«Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,DIR,GEN €—»
W * N N,SING,LOC,PR ¬”Ì«
W * P P œ—
W * N N,SING,LOC,PR «„«‰
W * DELM DELM °
W * N N,SING,LOC „Ìœ«‰
W * N N,SING,NFL œ«œ‰
W * P P »Â
W * N N,PL,COM,GEN »«“Ìﬂ‰«‰
W * ADJ ADJ,SIM ÃÊ«‰
W * CON CON Ê
W * CON CON ”Å”
W * N N,SING,COM,GEN ê“Ì‰‘
W * N N,PL,COM,GEN çÂ—Â Â«Ì
W * ADJ ADJ,SIM,GEN ‘«Œ’
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P,GEN »—«Ì
W * N N,PL,LOC,GEN „Ìœ«‰Â«Ì
W * ADJ ADJ,CMPR „Â„ —
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ÿ«·»Ì
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * N N,SING,COM,GEN ﬁœ— 
W * ADJ ADJ,SIM,GEN »œ‰Ì
W * N N,PL,COM,GEN »«“Ìﬂ‰«‰
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ‰Ÿ—
W * N N,PL,COM,GEN »«“Ìﬂ‰«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * IF IF «ê—
W * N N,SING,COM,GEN Õ—›
W * ADJ ADJ,ORD «Ê·
W * RA RA —«
W * P P œ—
W * N N,SING,LOC,PR ¬”Ì«
W * V V,PA,SIM,NEG,6 ‰“‰‰œ
W * ADV ADV,GENR,SIM œ”  ﬂ„
W * N N,SING,COM,GEN Ã“Ê
W * N N,SING,NUM ”Â
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,CMPR »— —
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC ﬁ«—Â
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,SING,GR  Ì„
W * N N,SING,PR,GEN —∆«·
W * N N,SING,LOC,PR,GEN „«œ—Ìœ
W * N N,SING,LOC,PR «”Å«‰Ì«
W * P P »«
W * N N,SING,COM ÅÌ—Ê“Ì
W * P P,GEN „ﬁ«»·
W * N N,SING,LOC,PR Ê«·‰”Ì«
W * DET DET œÌê—
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM «”Å«‰Ì«ÌÌ
W * P P »Â
W * N N,SING,COM,GEN „ﬁ«„
W * ADJ ADJ,ORD,GEN ‰Œ” 
W * N N,PL,COM,GEN „”«»ﬁÂ Â«Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,PL,COM,GEN »«‘ê«Â Â«Ì
W * N N,SING,LOC,PR «—ÊÅ«
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,3 Ì«› 
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
W * CON CON ﬂÂ
W * N N,SING,DAY çÂ«—‘‰»Â
W * N N,SING,TIME ‘»
W * P P œ—
W * N N,SING,COM,GEN Õ÷Ê—
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM 80
W * N N,SING,NUM Â“«—
W * N N,SING,COM  „«‘«ê—
W * P P œ—
W * N N,SING,LOC,GEN Ê—“‘ê«Â
W * N N,SING,LOC,GEN «” «œÌÊ
W * N N,SING,PR,GEN ›—«‰”
W * N N,SING,LOC,PR Å«—Ì”
W * ADJ ADJ,SIM »—ê“«—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * N N,SING,GR,GEN  Ì„
W * N N,SING,PR,GEN —∆«·
W * N N,SING,LOC,PR,GEN „«œ—Ìœ
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM 3
W * P P »—
W * N N,SING,NUM ’›—
W * P P,GEN „ﬁ«»·
W * N N,SING,LOC,PR Ê«·‰”Ì«
W * P P »Â
W * N N,SING,COM »— —Ì
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,3 Ì«› 
W * CON CON Ê
W * N N,SING,COM,GEN Ã«„
W * N N,SING,COM ﬁÂ—„«‰Ì
W * RA RA —«
W * P P,GEN »—«Ì
W * ADJ ADJ,ORD Â‘ „Ì‰
W * N N,SING,COM »«—
W * P P »Â
W * N N,SING,LOC Œ«‰Â
W * V V,SUB,POS,3 »—œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ﬁ÷«Ê 
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,SING,PR «” ›«‰Ê
W * N N,SING,PR »—«çÌ
W * P P «“
W * N N,SING,LOC,PR «Ì «·Ì«
W * P P »—
W * N N,SING,COM ⁄ÂœÂ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM °
W * N N,SING,GR,GEN  Ì„
W * N N,SING,PR,GEN —∆«·
W * N N,SING,LOC,PR,GEN „«œ—Ìœ
W * N N,SING,NUM ”Â
W * N N,SING,COM »«—
W * P P œ—
W * N N,PL,TIME,GEN œﬁ«Ìﬁ
W * N N,SING,NUM 39
W * P P,GEN  Ê”ÿ
W * N N,SING,PR ›—‰«‰œÊ
W * N N,SING,PR „Ê—Ì‰ ”
W * N N,SING,NUM 67
W * N N,SING,PR «” ÌÊ
W * N N,SING,PR „ﬂ „‰ „‰
W * CON CON Ê
W * N N,SING,NUM 57
W * N N,SING,PR —«∆Ê·
W * N N,SING,PR êÊ‰“«·“
W * N N,SING,LOC,GEN œ—Ê«“Â
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR Ê«·‰”Ì«
W * RA RA —«
W * ADJ ADJ,SIM »«“
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,PL,COM,GEN «”«„Ì
W * N N,PL,COM,GEN »«“Ìﬂ‰«‰
W * N N,SING,NUM œÊ
W * N N,SING,GR  Ì„
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
W * N N,SING,COM ⁄»«— 
W * V V,PA,SIM,POS,3 »Êœ
W * P P «“
W * DELM DELM :
W * N N,SING,PR,GEN —∆«·
W * N N,SING,LOC,PR „«œ—Ìœ
W * DELM DELM :
W * N N,SING,PR «Ìﬂ—
W * N N,SING,PR ﬂ«”Ì·«”
W * DELM DELM °
W * N N,SING,PR «ÌÊ«‰
W * N N,SING,PR Â·êÊ∆—«
W * DELM DELM °
W * N N,SING,PR —Ê»— Ê
W * N N,SING,PR ﬂ«—·Ê”
W * DELM DELM °
W * N N,SING,PR «Ì Ê—
W * N N,SING,PR ﬂ«—«‰ﬂ«
W * DELM DELM °
W * N N,SING,PR «ÌÊ«‰
W * N N,SING,PR ﬂ„ÅÊ
W * DELM DELM °
W * N N,SING,PR „Ì‘·
W * N N,SING,PR ”«·ê«œÊ
W * P P «“
W * N N,SING,TIME,GEN œﬁÌﬁÂ
W * N N,SING,NUM 85
W * N N,SING,PR ›—‰«‰œÊ
W * N N,SING,PR ÂÌÂ —Ê
W * DELM DELM °
W * N N,SING,PR ›—‰«‰œÊ
W * N N,SING,PR —œÊ‰œÊ
W * DELM DELM °
W * N N,SING,PR «” ÌÊ
W * N N,SING,PR „ﬂ „‰ „‰
W * DELM DELM °
W * N N,SING,PR —«∆Ê·
W * N N,SING,PR êÊ‰“«·“
W * DELM DELM °
W * N N,SING,PR ›—‰«‰œÊ
W * N N,SING,PR „Ê—Ì‰ ”
W * P P «“
W * N N,SING,TIME,GEN œﬁÌﬁÂ
W * N N,SING,NUM 73
W * N N,SING,PR ”«ÊÌÊ
W * DELM DELM °
W * N N,SING,PR ‰ÌﬂÊ·«”
W * N N,SING,PR «‰·ﬂ«
W * P P «“
W * N N,SING,TIME,GEN œﬁÌﬁÂ
W * N N,SING,NUM 81
W * N N,SING,PR „«‰Ê∆·
W * N N,SING,PR ”«‰çÌ“
W * DELM DELM .
W * N N,SING,LOC,PR Ê«·‰”Ì«
W * DELM DELM :
W * N N,SING,PR ”«‰ Ì«êÊ
W * N N,SING,PR ﬂ«‰Ì“«—”
W * DELM DELM °
W * N N,SING,PR Ã—«·œ
W * N N,SING,PR ê«—”Ì«
W * P P «“
W * N N,SING,TIME,GEN œﬁÌﬁÂ
W * N N,SING,NUM 68
W * N N,SING,PR «œ—Ì«‰
W * ADJ ADJ,SIM «Ì·Ì
W * DELM DELM °
W * N N,SING,PR „«∆Ê—Ì”ÌÊ
W * N N,SING,PR Å·ê—Ì‰Ê
W * DELM DELM °
W * N N,SING,PR „Ì—Ê”·«Ê
W * N N,SING,PR œÊÊﬂÌç
W * DELM DELM °
W * N N,SING,PR é«ﬂ·Ì‰
W * N N,SING,PR «‰ê·Ê„«
W * DELM DELM °
W * N N,SING,PR ﬂÌ·Ì
W * N N,SING,PR êÊ‰“«·”
W * DELM DELM °
W * N N,SING,PR ›—«‰”Ì”ﬂÊ
W * N N,SING,PR ›«—Ì‰Ê”
W * DELM DELM °
W * N N,SING,PR ê«Ì“ﬂ«
W * N N,SING,PR „‰œÌÌ «
W * DELM DELM °
W * N N,SING,PR Ã—«·œ
W * N N,SING,PR ·ÊÅ“
W * DELM DELM °
W * N N,SING,PR ﬂ·ÊœÌÊ
W * N N,SING,PR ·ÊÅ“
W * DELM DELM °
W * N N,SING,PR „ÌêÊ∆·
W * N N,SING,PR «‰Œ· «‰êÊ·Ê
W * DELM DELM .
W * N N,PL,COM,GEN «”«„Ì
W * N N,PL,GR,GEN  Ì„Â«Ì
W * ADJ ADJ,SIM,GEN ﬁÂ—„«‰
W * DET DET «Ì‰
W * N N,PL,COM ÅÌﬂ«—Â«
W * P P «“
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1990
W * P P  «
W * N N,SING,NUM 2000
W * P P »Â
W * N N,SING,COM ‘—Õ
W * N N,SING,COM “Ì—
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,SING,NUM,GEN 1990
W * N N,SING,LOC,PR ÊÌ‰
W * DELM DELM -
W * N N,SING,PR,GEN ¬ À „Ì·«‰
W * N N,SING,LOC,PR «Ì «·Ì«
W * DELM DELM °
W * N N,SING,NUM,GEN 1991
W * N N,SING,COM,INDF »«—Ì
W * DELM DELM -
W * N N,SING,PR,GEN ” «—Â ”—Œ
W * N N,SING,LOC,PR,GEN »·ê—«œ
W * N N,SING,LOC,PR ÌÊê”·«ÊÌ
W * DELM DELM °
