8,йб
292494,яМ
209086,яФ
547995,яг
271360,яо
70909,яй
13604,яф
121547,яЕ
76512,яс
56834,яД
8278,я█
23598,ял
60847,яъ
34391,яр
59165,яЦ
62982,ящ
46213,ях
49261,я░
24748,ян
3807,я│
44937,ят
5932,яА
18388,яч
457,"я "
10004,яя
13534,яб
13553,яу
5398,я▌
634,як
24099,ям
74,яп
8238,яз
3512,яь
10,яы
12088,яж
3185,яш
45,яР
818,яи
21,яа
1,яЗ
513,яд
2077,яц
64,яЬ
2,яЯ
382829,МД
175154,Мо
226737,"М "
86155,МЕ
238686,Мг
81133,Мт
77297,ММ
190049,Мя
47487,МФ
107325,Мъ
83057,МА
75737,Мс
63188,Мр
106878,МЦ
22138,Мл
92097,Мй
37534,М░
10720,М█
19205,Мщ
27201,Мч
3186,М│
24452,Мх
646,Ми
7791,М▌
1689,Мж
13521,Мн
20,Мэ
21569,Мз
3379,Мш
1928,Мк
9793,Мь
9430,Мм
12,Мд
2851,Му
131,МЬ
951,Мф
373,МЧ
1,М║
140,Ма
97,Мы
100,Мп
5,МЯ
4,МР
7,Мб
2239,Мц
1,МC
350232,Ег
58024,ЕД
13521,Ет
58891,ЕМ
14968,ЕЕ
186324,"Е "
13863,ЕЯ
34782,ЕФ
87741,Ея
17278,Ес
120637,ЕЦ
56940,Ео
6555,ЕА
11966,Ей
15165,Ер
705,Е░
2352,Ел
12095,Ех
235,Еч
267,Ен
2760,Еъ
7268,Ещ
17,Е█
1,"Е"""
2,Еь
38,Еи
3,Ед
1050,Еж
4,ЕР
249,Еп
561,Е│
27,Еэ
107,ЕЧ
5,ЕЬ
5,Еа
1,Е■
1,ЕП
40,Еу
39,Е▌
4,Е·
1,Ем
13348,..
10,.0
5,.4
3,.6
4,.7
3,.8
1,.1
7,.2
11,.3
11,.5
2591,". "
1,.c
94,"0 "
13577,00
919,02
896,01
614,05
19,0.
33,0/
502,04
475,06
537,03
443,08
484,07
371,09
1,0о
703,"/ "
27,/1
11,/2
77,/3
19,/5
10,/6
10,/7
9,/8
5,/9
17,/4
8,/0
1722,31
1510,32
2155,35
1364,34
2137,36
4411,30
1529,33
4460,37
991,38
705,39
4,3.
92,"3 "
16,3/
623,58
848,54
1034,55
978,52
911,56
690,59
1092,51
807,53
5008,50
861,57
279,"5 "
17,5/
2,5.
611,86
754,81
787,88
867,87
566,83
2294,80
781,89
885,85
48,"8 "
704,82
637,84
18,8/
3,8.
1,8:
736,64
1111,65
889,61
864,62
957,67
653,69
944,68
686,66
821,63
2575,60
54,"6 "
22,6/
1,6.
857,92
1316,94
1269,95
1805,97
1824,90
2035,98
835,93
32,"9 "
4104,99
1106,91
1388,96
15,9/
2,9.
2057,22
2441,21
1446,28
2747,25
6853,20
1893,24
1403,27
1518,26
1693,23
1401,29
115,"2 "
13,2.
18,2/
961,48
1239,42
1014,41
709,46
750,47
2818,40
1361,45
763,43
872,44
701,49
94,"4 "
19,4/
2,4:
3,4.
927,73
1642,75
1250,76
974,74
2870,78
862,71
2358,70
54,"7 "
991,72
2189,79
1437,77
15,7/
1,7.
6571,10
9187,19
4035,15
3536,11
2961,18
141,"1 "
4435,12
2330,17
10176,13
2941,14
2594,16
14,1.
20,1/
3,:0
193458,оМ
240973,оЕ
38459,о░
89391,оД
329256,ог
431213,оя
97849,оФ
39016,ос
135,о▌
17148,ой
1724,ор
13350,от
22035,оА
49913,оЦ
15795,оъ
9127,ох
6319,оч
232,"о "
1104,о│
2745,об
487,ом
5266,он
11244,оо
12558,ощ
3147,ок
5749,оз
568,ои
1864,о█
2421,ол
80,оу
4,ож
32,оь
493,оф
44,оЬ
1029,ош
12,оп
1,о║
90,оц
1,о1
2,оа
2,од
35,оы
19,"A "
5,A4
7,AA
11,AB
27,AC
178,AT
17,AD
48,AR
33,AN
7,AE
23,AF
3,AH
31,AI
20,AL
27,AM
15,AP
56,AS
5,AU
16,AV
5,AW
9,AZ
2,Ab
8,Ac
3,Ad
1,Ae
4,Ag
1,Ah
10,Ai
30,Al
1,Ak
6,As
5,Am
6,An
1,Ao
5,Ap
5,Ar
1,At
8,Au
1,Av
2,Aw
1,Ay
1,Az
1,AQ
15,AG
2,AX
7,AO
2,AK
1,Aх
30,"P "
2,PB
17,PI
27,PP
28,PL
29,PA
26,PC
7,PR
5,PU
24,Pa
14,PE
7,PF
7,PT
10,PD
35,PS
12,PH
5,PG
16,PM
10,Po
1,Pz
6,PN
1,PQ
1,PV
1,Pb
8,Pd
4,Pe
11,Ph
7,Pi
4,Pl
17,Pr
5,Ps
1,Pt
5,Pu
1,Px
1,PO
9,PX
16,"R "
3,RU
61,RO
6,RT
17,RI
15,RE
12,RG
11,RP
55,RS
8,Ro
42,RA
13,RD
5,RL
7,RM
7,Ri
3,RN
10,RC
24,Re
2,RB
12,RF
10,RH
12,RR
12,Ra
1,Rh
1,Rn
8,Ru
1,Ry
1,RV
1,RJ
2,RK
8,"S "
68,SS
62,SI
57,SC
19,SE
9,SL
12,SM
12,SQ
52,ST
192,SA
8,Sa
5,SH
23,SD
36,SP
68,SO
6,Sy
5,SY
8,SK
21,So
6,SB
27,SR
1,SW
4,SN
20,Se
2,Sс
22,St
3,SU
1,SF
1,SG
1,SV
1,SZ
6,Sc
2,Sd
3,Sf
9,Sh
19,Si
1,Sk
4,Sl
2,Sm
1,Sn
8,Sp
9,Su
2,Sw
8,TB
28,TO
8,TM
12,TS
53,TA
41,TE
1,Tw
10,Tr
22,TI
2,TX
80,TV
21,TT
12,TN
39,TC
107,TD
1,TL
4,TF
17,"T "
3,TP
8,TR
7,TU
17,TW
19,To
11,Ta
2,TH
21,Te
26,TQ
3,T-
2,TK
18,Th
6,Ti
2,Tm
5,Tu
4,Ty
2,Ts
1,Tb
53,BC
26,BS
18,Br
16,"B "
2,B1
1,B2
2,B6
6,BA
43,BB
3,BD
8,BE
4,BH
12,BI
1,BK
3,BL
14,BM
18,BO
5,BR
9,BT
8,Ba
9,Be
1,Bh
6,Bi
5,Bl
6,Bo
3,Bs
1,Bt
8,Bu
3,BF
2,BP
2,BN
2,BU
50,CD
39,CC
14,CE
10,CU
39,CI
24,CN
31,CT
10,CH
39,CA
6,Ce
7,CG
5,CK
49,CO
13,Cl
33,"C "
17,CB
36,CP
30,CR
17,CF
5,CL
10,CM
19,CS
37,CV
2,CX
1,CY
51,Ca
11,Ch
42,Co
8,Ci
1,Cm
4,Cr
4,Cu
44,ES
5,EV
7,ED
16,EA
8,EM
29,EL
1,EZ
11,EN
7,EF
23,ET
26,En
2,Es
6,Ed
5,EU
22,EP
2,"E "
10,EB
50,EC
11,EE
4,EG
9,EI
19,ER
9,EX
2,Ea
4,Ec
1,Ef
1,Eg
14,Eh
4,El
2,Em
3,Er
4,Et
6,Eu
5,Ev
13,Ex
1,Ey
2,EH
4,EO
6,EW
1,EK
34,NE
25,NC
32,ND
2,NM
8,NN
92,NS
24,"N "
8,NG
7,NL
2,Nf
19,NO
9,NR
57,NA
1,NV
24,NT
5,NY
41,NI
13,NP
16,NF
7,NB
1,NK
20,Na
1,Nc
22,Ne
2,Ni
3,No
1,Nt
2,Nu
3,NU
2,NH
1,NZ
5,UM
5,UL
13,UC
10,US
4,UT
5,UR
3,UP
59,UN
3,UA
1,UI
1,"U "
1,UB
5,UD
5,UH
1,UK
5,UW
1,UZ
3,Uc
11,Um
8,Un
2,Uo
2,Up
1,Ut
8,MO
30,MI
15,MD
12,MF
12,MG
26,MS
20,ME
1,MJ
7,MP
160,MA
4,MY
16,"M "
3,MB
10,MC
9,MT
9,Mo
16,MH
1,MK
7,ML
5,MM
1,MR
2,MN
2,MV
27,Ma
4,Mb
1,Mc
4,Md
19,Me
33,Mg
8,Mi
1,Mk
1,Ml
3,Mu
2,My
9,OL
17,OR
16,ON
65,OC
8,OH
20,OD
5,OA
14,OT
13,OF
50,OS
27,OM
14,OV
9,OE
6,"O "
2,OX
3,OI
1,OU
1,OJ
1,OB
4,OP
2,Ob
2,Oc
3,Od
2,Of
4,Oi
1,Ok
1,Om
7,On
4,Op
2,Or
2,Ou
1,Ov
1,Ow
1,OG
1,OW
21,LA
33,LO
5,LT
19,LE
10,LV
21,Le
36,LS
12,LI
1,LR
17,LP
2,LB
2,LG
1,LY
1,LX
2,Ld
1,Lm
13,Li
23,"L "
20,LC
23,LD
6,LL
18,LN
1,LQ
5,LU
1,LW
11,La
1,Lf
6,Lj
22,Lo
2,Lp
1,Ls
1,Lu
1,Lz
11,DE
15,DF
26,DO
26,DP
4,DV
18,DL
44,DS
8,DT
1,DY
6,DD
167,DM
11,DU
18,"D "
2,D1
50,DA
13,DB
13,DC
1,DG
4,DH
4,DI
4,DJ
28,DN
3,DR
3,DW
11,Da
9,De
13,Di
10,Do
3,Du
1,Dy
1,D▓
4,DK
1,Dt
9,VA
12,VL
15,VR
30,VS
15,VE
6,VC
13,VD
26,VT
11,Vi
2,VF
6,VI
21,VH
3,"V "
1,VZ
2,VN
3,VO
11,VP
1,VW
1,VX
7,Va
6,Ve
7,Vo
17,FL
15,FA
47,FD
30,FM
8,FI
2,FB
11,FC
17,Fi
12,FP
1,FV
8,FT
12,"F "
21,FE
5,FF
4,FO
3,FR
5,FS
1,FX
7,Fa
28,Fe
14,Fl
11,Fo
7,Fr
1,Ft
9,Fu
1,FU
17,HA
4,HE
9,HC
23,HO
3,HS
11,Hi
39,HZ
43,Hz
13,"H "
6,HB
5,HD
15,HF
11,HG
13,HI
2,HN
16,HP
12,HR
1,HU
1,HV
19,Ha
4,Hc
9,He
2,Hg
4,Ho
1,Hs
1,Hu
1,Hy
1,HT
3,HL
36,ID
17,IG
43,IO
71,IR
100,IN
46,IC
122,IS
59,IT
14,"I "
28,IA
13,IL
86,II
11,IP
2,IX
23,IV
13,IB
36,IE
9,IF
22,IM
1,If
1,Ig
2,Il
9,Im
29,In
3,Ir
5,Is
2,It
1,Io
1,QC
1,QR
1,QB
3,QP
1,Qd
2,Qu
11,QL
25,QM
1,WE
11,WS
30,WT
16,Wi
2,WC
14,Wa
15,Wo
14,WA
3,WN
1,WX
14,"W "
1,WD
2,WG
9,WH
3,WI
1,WJ
1,WM
2,WO
1,WR
12,WW
1,Wc
18,We
1,Wp
3,Wr
5,ZI
1,ZR
1,ZT
1,ZO
1,ZA
1,ZP
1,"Z "
10,ZC
1,ZD
1,ZH
3,Zo
1,Zu
12,bo
9,br
7,be
33,bl
19,ba
1,by
11,bi
12,bu
3,bb
12,bp
11,bj
14,bm
8,bw
21,bs
6,bf
3,bn
4,bъ
1,bW
46,ou
124,or
214,on
32,os
24,oc
22,op
1,oT
40,om
23,ow
22,od
3,oe
24,of
19,oo
13,ot
4,ox
53,ol
22,oa
12,og
2,oh
8,ov
13,ob
5,ok
6,oz
8,"o "
9,oi
4,oy
10,oB
1,oj
2,oC
1,oM
2,oP
1,oS
55,ut
20,um
10,ud
46,ur
30,us
38,un
22,ue
8,ui
10,uc
4,uo
25,ul
26,up
6,uk
1,uR
1,uq
4,uf
9,ua
13,ub
2,uv
4,ug
1,uM
114,ra
17,ry
100,re
10,"r "
77,ri
15,rl
3,rw
69,ro
23,rs
13,rc
20,rr
63,rt
28,rm
29,rd
15,rk
9,rv
26,rn
21,ru
6,rp
6,rf
12,rg
1,rG
1,rR
3,rh
3,rA
3,rb
2,rP
1,rC
1,rz
5,ah
44,am
150,at
147,an
126,al
17,ay
117,ar
16,ak
9,"a "
28,ab
58,as
28,ai
62,ad
38,ac
34,ag
14,au
18,av
29,ao
22,ap
10,aw
10,ax
2,aa
1,aу
6,ae
3,aA
1,az
1,aC
1,aq
2,af
1,aP
1,aG
2,aT
1,aj
39,ha
52,he
4,hg
21,hi
5,hu
38,ho
10,ht
19,hs
5,"h "
3,hw
2,hl
2,hD
1,hk
2,hy
9,hr
1,hm
1,hn
1,hb
1,hc
15,ms
38,mi
9,"m "
70,me
9,mb
59,ma
4,my
1,mr
29,mm
10,mu
26,mp
25,mo
10,mf
3,mV
1,mn
1,mS
1,mD
1,mI
4,md
2,mt
2,mH
5,mg
1,ml
57,se
95,st
15,sc
18,sa
45,sh
45,si
5,sf
2,sn
10,"s "
33,ss
6,sy
16,su
18,sp
23,so
7,sk
2,sd
19,sm
2,sF
9,sl
1,sr
1,sw
1,sv
1,sM
1,sx
2,sI
1,sq
121,en
98,el
210,er
48,ed
83,es
61,et
37,ee
42,ea
18,ew
15,eg
2,ez
15,ei
18,"e "
7,ek
49,em
14,eh
18,eb
9,ef
19,ev
52,ec
10,ey
14,eo
9,eu
17,ep
18,ex
3,eq
1,eS
2,eP
1,eK
1,eO
1,eJ
2,cc
54,ce
27,ci
64,ct
57,ca
13,cu
37,ch
27,ck
5,"c "
37,co
3,cp
8,cr
9,cy
6,cs
12,cl
3,cd
1,cD
1,cf
16,cm
1,cj
1,cn
1,cS
108,le
48,lo
4,lv
10,ls
97,li
3,lf
48,ll
4,lp
28,lt
1,lw
5,ly
59,la
16,lu
45,ld
6,"l "
10,lm
6,lk
1,lr
2,ln
3,lc
3,lb
1,lS
2,lg
1,lF
50,to
149,ti
11,ts
44,tr
41,th
65,ta
13,tl
12,ty
8,tz
15,tt
9,tn
104,te
27,tu
6,"t "
4,tx
9,tc
2,tR
1,tb
4,tm
5,tw
4,tf
1,tA
2,tp
3,td
26,id
122,io
153,in
89,is
117,ic
46,il
47,ir
6,iu
22,iv
46,ia
65,it
12,if
31,ig
35,ie
11,ib
22,im
17,ip
4,ix
6,ik
11,iz
2,"i "
2,ih
3,iq
1,iS
1,iT
11,ii
1,iN
40,ns
51,ni
40,nc
66,ng
27,no
86,ne
6,nm
71,na
80,nd
96,nt
4,np
3,nh
1,nE
15,nn
19,"n "
5,ny
14,nu
3,nb
5,nl
4,nv
5,nz
9,nf
1,nw
5,nL
5,nk
1,nT
1,nC
1,nS
1,nj
2,nq
6,nr
1,nI
2,dm
1,dv
14,"d "
3,dg
6,dr
54,da
57,de
49,di
7,dc
13,ds
2,dw
2,dd
40,db
25,do
1,dF
1,dn
4,dI
1,dt
7,du
15,df
1,dh
1,dl
12,dB
7,dp
1,dy
1,dA
9,va
51,ve
1,vu
21,vi
5,vo
1,vk
2,vr
3,vy
1,vb
11,ga
48,ge
11,gn
10,gl
10,gr
13,gi
1,gk
16,gh
4,gy
42,go
20,gg
7,gu
1,gG
1,gv
3,gs
1,"g "
2,gt
1,gp
2,gf
1,gF
1,gm
16,gb
3,"y "
7,ys
3,yo
1,yr
2,yi
4,yl
3,yn
9,ym
8,ye
10,yp
5,yd
1,ya
2,yt
8,we
22,wa
10,wi
19,ws
6,"w "
7,wn
9,wo
1,wk
1,wl
1,wT
1,wy
1,wr
8,ww
6,fa
14,fo
1,fn
1,fy
6,fl
1,fc
12,ff
15,fi
1,fk
12,fe
5,fu
10,ft
2,fL
12,fr
1,fd
1,fp
13,ka
4,kg
4,ko
21,ke
1,kf
4,kl
6,"k "
1,kr
10,ki
1,kt
2,kn
3,ks
1,kh
1,kE
1,kM
1,kT
1,kk
1,kS
1,kA
3,kc
5,km
3,kv
1,kw
1,Gm
8,Ga
2,GL
11,GM
6,GN
34,Ge
13,GA
16,Go
1,GR
3,"G "
1,G3
20,GB
2,GC
6,GD
12,GE
2,GG
32,GH
4,GI
4,GO
11,GP
5,GS
11,GT
2,GX
2,Gi
3,Gl
12,Gr
1,Gs
1,GW
12,ph
13,pi
24,pp
15,pl
40,pa
27,po
8,pt
45,pe
24,pr
22,ps
11,pu
3,pc
3,"p "
1,py
21,pm
1,pI
1,pT
4,pd
1,pg
7,pH
1,pb
2,pf
1,pn
1,pv
1,p▌
1,pz
1,zm
1,zo
1,zg
11,za
10,zi
1,"z "
4,ze
2,zt
4,zz
1,zl
1,zP
7,"K "
9,KA
3,KB
6,KD
2,KG
20,KH
2,KI
2,KL
1,KM
2,KN
2,KO
1,KP
1,KT
1,KU
34,KV
2,KW
8,Ka
2,Kb
2,Kc
1,Kd
4,Ke
2,Kf
6,Ki
1,Kn
2,Ko
1,Kr
4,Ku
1,Kw
1,Kl
4,KY
1,KE
2,KS
2,YC
4,YK
1,YL
1,YA
1,YM
3,YP
8,YN
1,Ya
2,Ye
1,Yf
3,Yi
2,Yo
1,Yu
3,"' "
11,xt
3,xc
8,xe
5,xi
8,xp
1,xa
1,xm
1,xO
1,"x "
1,xh
1,xy
1,xo
7,"& "
2,XS
1,XC
1,XE
6,XO
1,XP
1,"X "
4,XR
1,XV
4,XX
2,XY
1,"J "
1,JA
1,JC
1,JE
1,JI
1,JN
4,JO
1,JP
1,JS
2,JU
5,Ja
3,Je
6,Jo
4,Ju
1,JR
1,уa
25978,уА
22126,уо
30343,уг
9631,уД
19707,уМ
7828,уЕ
2167,уй
36769,уФ
19302,уя
27,ут
8517,ущ
4770,уЦ
5133,ух
197,"у "
6607,ум
1398,уь
511,уз
509,уш
129,ун
10,уч
2503,уу
17,уЬ
43,уи
1,у░
1,уР
1,ул
1,уъ
1,уд
2,уэ
1,qi
9,qu
3,qa
330104,хг
230878,хя
133832,хМ
36987,хА
28235,хД
336127,хЕ
92436,хФ
35537,хй
21412,хн
16951,хр
25262,хс
7252,"х "
31132,хо
7869,х░
8617,хт
14769,хч
1936,х█
955,хш
24340,хз
4380,хх
2887,хЦ
9852,хъ
161,хи
56,хф
1996,х│
862,хл
894,хщ
7,хы
8518,хм
1040,ху
11330,хь
25,хэ
348,хж
16,хЬ
58,хк
2,х▌
4,хб
8,хд
407,хп
6,хц
2,", "
1,"j "
14,je
1,ju
1,jl
2,ъb
40621,ъФ
4225,"ъ "
216991,ъЕ
56757,ъМ
124715,ъг
6403,ъо
114465,ъя
2247,ъщ
25390,ъс
36248,ъА
107317,ъД
47205,ъй
32551,ъЦ
57548,ът
748,ъ│
3862,ъх
11536,ър
3962,ък
81,ъ█
6,ъм
41,ън
20,ъш
9,ъф
364,ъп
68,ъи
9,ъы
597,ъз
1292,ъл
68,ъъ
23,ъЬ
3,ъэ
59,ъ▌
3,ъ░
4,ъб
8,ъц
1,ъд
709,ъу
1,ъЯ
28,ъь
1,▌r
81,▌Ц
5413,▌Ф
2694,▌Д
8387,▌М
4490,▌г
299,▌я
8259,▌Е
11,▌й
34,▌с
38,▌ъ
2,"▌ "
16,▌│
1,▌▌
25,▌х
245,▌ф
14,▌н
277,▌о
39,▌А
3,▌р
2461,▌░
3,▌т
7,▌щ
2,▌ш
1,▌ч
2,▌б
2,▌█
13,▌и
487,"│ "
24,││
1472,│й
18650,│с
6341,│А
40,│█
4480,│▌
105,│░
1,│≤
50578,│г
35587,│я
11809,│Д
2351,│Е
11774,│Ф
55068,│М
4510,│р
6367,│п
3,│ф
2478,│н
5073,│о
3569,│т
1260,│ъ
50,│щ
54,│ь
5,│э
10,│ч
417,│Ц
3,│и
2,│х
85,"≤ "
1,≤Д
145689,сМ
22552,сЦ
381422,сй
39063,сФ
185755,сг
23725,сД
32175,сЕ
8544,с│
53544,сА
8432,"с "
56073,ся
820,с░
24837,сх
15274,сн
8511,со
1414,ст
10072,съ
13360,сз
691,сд
13802,сщ
66,сц
13226,сф
3194,сс
444,см
2,сР
17726,сь
401,ср
2,ск
66,с█
1906,сч
145,си
2419,сл
1,с.
16,сЬ
20,сш
12,сэ
97601,ФА
124825,ФД
247531,Фя
235963,Фг
39926,ФЕ
136018,ФМ
9519,Ф│
7968,Фъ
58249,Фс
1121,Фб
41160,Фт
92822,Фр
54659,ФЦ
12725,Фщ
29345,Фх
5231,Ф█
23190,Фй
3989,Ф▌
9918,Ф░
26174,Фч
3537,Фф
233191,Фо
42943,Фл
388,"Ф "
2604,ФФ
3664,Фн
75,ФЬ
26201,Фз
11023,Фь
12290,Фу
2192,Фш
12115,Фм
1510,Фп
1568,Фк
14568,Фж
232,Фи
4170,Фы
5,Фд
1,Ф║
1002,Фа
9,ФР
2,ФЯ
199,Фц
193443,Аг
38837,АФ
23779,Ас
174651,АМ
5180,Ар
6614,Ао
9563,"А "
515,А▌
18417,АА
48598,АЦ
12884,Аъ
17798,Ащ
10486,АД
7466,Аз
371,А│
4447,А░
422,Аф
35645,Ай
3722,Ая
59904,АЕ
37,Ац
27505,Ах
5207,Аь
3557,Ат
465,Аи
2044,Ан
7276,Ач
5,АР
2011,Ал
228,А█
12014,Ам
71,АЬ
1134,Ау
4355,Аш
46,Ад
2936,Ап
185,Аы
52,Аж
503,Ак
35,Аб
9,Аэ
1,А·
1,АП
2,АЯ
454,"█ "
30812,█Е
784,█│
11480,█г
9319,█Ф
14409,█М
84,█х
628,█щ
6494,█я
873,█Ц
3688,█ъ
1156,█с
75,█о
5265,█т
31588,█Д
1177,██
2979,█░
10,█ф
261,█А
175,█й
39,█н
1,█п
26,█р
453,█ь
165,█ш
1,█э
473,█ч
20,█и
8,█Ь
3,█з
2,█у
299201,Цг
111516,Ця
60967,Цо
106556,ЦЕ
384009,ЦМ
134023,ЦФ
4293,Ц│
70241,Цй
101455,ЦД
31163,Цч
56740,Цс
11741,Ц█
71382,ЦА
42360,Цм
16245,"Ц "
34370,Цт
27448,Цъ
63628,Цз
9394,Цр
18503,Ць
22835,Цх
27372,Цл
18488,Цн
12292,Цу
4154,Цш
5397,Цщ
7142,ЦЦ
4898,Ц░
115,Цб
3837,Цд
392,Ци
1622,Цц
6256,Цп
3508,Цж
195,Ц▌
17,Цэ
1268,Цы
1,ЦЖ
802,Цф
83,ЦЬ
8258,Цк
3,ЦР
1,ЦЩ
10,ЦЯ
73514,░М
85560,░г
117594,░я
886,░о
11887,░А
43278,░Ф
25791,░п
4383,░Д
39325,░щ
8666,░Е
5977,░т
2619,░Ц
3460,░й
2115,"░ "
8607,░с
29353,░р
19,░ъ
21,░э
160,░л
30,░│
273,░█
4,░░
93,░ф
339,░х
2,░з
34,░ш
1,░Р
1,░и
2,░ч
1,░Я
1,░·
1,░н
368239,До
54350,Дт
138067,ДЕ
247271,ДМ
181653,Дг
34641,"Д "
12279,Др
45108,Дс
93851,ДФ
78526,Д░
17380,Дъ
52975,Дй
43536,ДД
1024,Д▌
62535,ДЦ
25280,Дщ
15847,Дя
31606,Дх
5183,Д█
34479,Дл
5294,Ду
1123,ДА
786,Д│
547,Ди
429,Дж
9173,Дз
28312,Дч
11203,Дь
580,Дк
5017,Дм
9883,Дн
41020,Ды
141,Дф
5,ДР
147,Дш
6,Дд
96,Дп
12,ДЬ
1,ДЩ
30,Дэ
1,ДЯ
3,ДD
9054,"т "
78983,тг
19735,т░
40604,тъ
46870,тД
54745,тЕ
52517,тМ
98539,тй
108927,тФ
6004,тт
37673,тЦ
125800,то
135,т█
11441,тн
5038,тл
47537,тя
3023,тч
95,тр
3419,тш
11927,тх
3659,тщ
350,ту
6434,тз
311,ть
5,тР
4733,тс
1,т║
58,ти
966,тА
310,т│
5,тд
683,тм
7,тб
198,тф
606,тц
6,тэ
124856,нФ
53269,нй
1323,нр
9124,нь
20723,нт
663,"н "
676,н░
4406,нЦ
9817,нД
2550,нЕ
27515,нМ
15360,но
19028,ня
17690,нА
73425,нг
7934,нс
1141,нщ
14662,нх
31,ни
21576,ну
107,нж
951,нп
114,нъ
326,н█
12,нз
3,нэ
12,н│
212,нл
1,ны
12,нЬ
1,нб
30574,фМ
12681,фФ
1934,фй
122,фъ
8145,фА
5064,фЕ
1613,фг
1315,фД
551,фя
264,фх
475,фо
12,фп
60,фс
2517,фЦ
30,фи
3,фк
220,фч
34,фу
1,фн
4,фт
3,"ф "
65,фщ
424,фр
2,фз
122,фь
19,фж
19,фл
2,фм
2,фэ
1,фш
7978,бя
19264,бМ
17111,бФ
13261,бх
277,бл
2847,бЕ
8598,бА
3707,бщ
46478,бЦ
3507,бо
3536,бй
7824,бс
4471,бт
2775,бп
11215,бр
4642,б░
5734,бш
99394,бД
886,бф
9459,бч
224,"б "
391,б│
226,б█
221,б▌
1,бб
8,бг
3896,бк
348,бм
3884,бн
127,бу
1,бз
483,бъ
1,бЩ
1,ба
1,би
24944,ро
19673,рФ
98601,рМ
95747,рг
29495,рЕ
250,рщ
41103,рД
18357,ря
12664,рх
1305,рй
4781,рА
4901,р░
45,"р "
24984,рт
844,рб
671,рм
1531,рн
57657,рЦ
845,ръ
171,ри
38,р█
409,р│
716,ры
165,рч
116,рр
2402,рс
848,рф
1,р▌
1625,рл
149,рь
155,рш
567,рз
593,ра
2,ру
2,рп
7,рР
4,рЬ
14251,щФ
112338,щй
37709,щМ
19049,щЕ
52136,щг
100508,щя
4594,щт
9466,щА
8130,щД
6544,щс
2954,щу
8774,щъ
16602,щч
2430,"щ "
3825,що
18477,щр
4962,щж
15434,щз
436,щь
1848,щм
165,щп
332,щЦ
108,щ░
344,щн
4,щЬ
5963,щы
16,щэ
221,щх
95,щи
1582,щл
1638,щш
37,щщ
13,щк
23,щд
5,щц
41,щ█
85,щф
1,щ▌
11,щ│
14240,лМ
86674,лг
28422,ля
19713,ло
44605,лФ
20901,лД
46549,лЦ
1785,лп
23652,лА
2808,"л "
326,лъ
52177,лЕ
215,л░
222,ли
4832,лс
4387,лт
5684,лз
7353,лр
9222,лх
10990,лй
664,лщ
71,л│
131,лм
3,лэ
17,лЬ
24,лл
1,лд
10,лф
53,лк
2,лу
1027,лш
4,лч
23,лц
22364,пг
9553,пМ
10114,пт
1,пм
6754,пя
1937,пх
1099,пн
1038,пФ
379,пй
144,пД
4249,пЕ
2,пр
17,"п "
5006,пъ
1,пд
178,пз
72,пш
439,пА
31,пч
2,пф
108,пЦ
2,пп
2,пЬ
1147,пщ
