Sub * SUBJ SUBJ !«ﬁ ’«œÌ!
W * N N,SING,COM,GEN  ·›‰
W * ADJ ADJ,SIM “Ì—
W * N N,SING,COM  „«”
W * N N,SING,COM Õ«’·
W * V V,IMP,POS,5 ›—„«ÌÌœ
W * DELM DELM :
W * N N,SING,NUM 567898
W * CON CON Ê
W * N N,SING,NUM 3467769
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,GEN «ÿ·«⁄ÌÂ
W * N N,SING,COM,GEN »«‰ﬂ
W * N N,SING,COM  Ã«— 
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN »—‰«„Â
W * N N,SING,COM,GEN Œ—Ìœ
W * N N,SING,COM «—“
W * P P œ—
W * N N,SING,LOC,GEN ‘⁄»
W * N N,SING,LOC,PR ·‰œ‰
W * CON CON Ê
W * N N,SING,LOC,PR Å«—Ì”
W * DELM DELM #
W * N N,SING,COM,GEN »«‰ﬂ
W * N N,SING,COM  Ã«— 
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN «‰ ﬁ«·
W * ADJ ADJ,SIM,GEN ”—Ì⁄
W * N N,SING,COM,GEN ÊÃÂ
W * PRO PRO,personal,PL,2 ‘„«
W * P P »Â
W * N N,SING,COM,GEN Õ”«»
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,AFF,5 ‰Ÿ— «‰
W * P P œ—
W * N N,SING,COM,GEN œ«Œ·
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ﬁœ„
W * ADJ ADJ,SIM œÌê—
W * P P œ—
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM ¬”«Ì‘
W * CON CON Ê
W * N N,SING,COM,GEN —›«Â
W * N N,PL,COM Â„Êÿ‰«‰
W * ADJ ADJ,SIM ê—«„Ì
W * P P »—
W * V V,PRS,POS,3 „Ì œ«—œ
W * DELM DELM .
W * N N,SING,COM,GEN Ã·»
W * N N,SING,COM «⁄ „«œ
W * CON CON Ê
W * N N,SING,COM,GEN —÷«Ì 
W * PRO PRO,personal,PL,2 ‘„«
W * ADJ ADJ,SUP »“—ê —Ì‰
W * N N,SING,COM,GEN œ”  ¬Ê—œ
W * V V,PRE,PROC,3 „«” 
W * DELM DELM .
W * N N,SING,COM,GEN »«‰ﬂ
W * N N,SING,COM  Ã«— 
W * N N,PL,COM,GEN Œœ„« 
W * N N,SING,COM Õ”«»œ«—Ì
W * CON CON Ê
W * ADJ ADJ,SIM „‘«Ê—Â «Ì
W * P P,GEN »—«Ì
W * QUA QUA,GEN ﬂ·ÌÂ
W * N N,PL,COM,GEN ﬂ«—Â«Ì
W * N N,SING,COM Õ”«»œ«—Ì
W * DELM DELM °
W * ADJ ADJ,SIM „«·Ì« Ì
W * DELM DELM °
W * N N,SING,COM,GEN À» 
W * N N,PL,COM ‘—ﬂ Â«
W * DELM DELM °
W * N N,SING,COM „‘«Ê—Â
W * P P,GEN »—«Ì
W * ADJ ADJ,SIM »«“
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,LOC „€«“Â
W * DELM DELM °
W * N N,SING,COM ›—«Â„
W * N N,SING,NFL,GEN ‰„Êœ‰
W * N N,SING,COM Ê«„
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN Œ—Ìœ
W * N N,SING,LOC Œ«‰Â
W * CON CON Ê
W * ADJ ADJ,SIM œÌê—
W * N N,PL,COM,GEN ﬂ«—Â«Ì
W * ADJ ADJ,SIM Œœ„« Ì
W * CON CON Ê
W * ADJ ADJ,SIM ÕﬁÊﬁÌ
W * RA RA —«
W * N N,SING,COM «‰Ã«„
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * PRO PRO,personal,PL,1 „«
W * P P œ—
W * N N,SING,LOC,PR ·‰œ‰
W * CON CON Ê
W * N N,SING,LOC,PR »Ì—„‰ê«„
W * DELM DELM °
W * ADJ ADJ,SIM „ Œ’’
W * P P œ—
W * N N,PL,COM,GEN «„Ê—
W * N N,PL,LOC „€«“Â Â«
W * CON CON Ê
W * N N,PL,COM,GEN ‘—ﬂ Â«Ì
W * ADJ ADJ,SIM ﬂÊçﬂ
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * N N,SING,COM,GEN „ÿ»
W * N N,SING,COM Å“‘ﬂ
W * DELM DELM °
W * N N,SING,COM œ‰œ«‰Å“‘ﬂ
W * DELM DELM °
W * N N,SING,COM ÅÌ “«‘«Å
W * CON CON Ê
W * N N,SING,COM —” Ê—«‰
W * V V,PRS,POS,4 Â” Ì„
W * DELM DELM .
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ”»
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,CMPR »Ì‘ —
W * P P »«
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR,GEN „”⁄Êœ
W * N N,SING,PR œ«ÊœÌ
W * N N,SING,COM  „«”
W * V V,SUB,POS,5 »êÌ—Ìœ
W * DELM DELM .
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME ”«⁄ 
W * N N,SING,COM,GEN „‘«Ê—ÂÒ
W * ADJ ADJ,SIM «Ê·ÌÂ
W * ADJ ADJ,SIM —«Ìê«‰
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,GEN  »·Ì€
W * N N,PL,COM,GEN ‘—ﬂ Â«Ì
W * ADJ ADJ,SIM,GEN „⁄ »—
W * N N,SING,COM ÂÊ«ÅÌ„«ÌÌ
W * DELM DELM #
W * N N,SING,TIME ﬁ»·
W * P P «“
W * N N,SING,COM,GEN  ÂÌÂ
W * N N,SING,COM »·Ì 
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM,GEN «—”«·
W * N N,SING,COM »«—
W * P P »«
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM  „«”
W * N N,SING,COM Õ«’·
W * V V,IMP,POS,5 ›—„«ÌÌœ
W * DELM DELM :
W * N N,SING,LOC,PR ›—«‰ﬂ›Ê— 
W * DELM DELM _
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Ì«
W * N N,SING,LOC,PR ‘Ì—«“
W * ADV ADV,GENR,SIM Ìﬂ”—Â
W * DELM DELM ‹
W * N N,SING,NUM 944
W * N N,SING,COM „«—ﬂ
W * DELM DELM °
W * ADV ADV,GENR,SIM œÊ”—Â
W * DELM DELM ‹
W * N N,SING,NUM 995
W * N N,SING,COM „«—ﬂ
W * DELM DELM .
W * P P «“
W * QUA QUA,GEN «ﬂÀ—
W * N N,PL,COM,GEN ‘Â—Â«Ì
W * N N,SING,LOC,PR ¬·„«‰
W * P P »Â
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * ADJ ADJ,SIM Ìﬂ”—Â
W * DELM DELM ‹
W * N N,SING,NUM 975
W * N N,SING,COM „«—ﬂ
W * DELM DELM °
W * ADV ADV,GENR,SIM œÊ”—Â
W * DELM DELM ‹
W * N N,SING,NUM 890
W * N N,SING,COM „«—ﬂ
W * DELM DELM °
W * N N,SING,COM,GEN »«—
W * ADJ ADJ,SIM „Ã«“
W * N N,SING,NUM 30
W * N N,SING,COM ﬂÌ·Ê
W * DELM DELM .
W * N N,SING,PR Â«„»Ê—ê
W * DELM DELM ‹
W * N N,SING,LOC,PR »—·Ì‰
W * DELM DELM °
W * ADV ADV,GENR,SIM œÊ”—Â
W * P P »Â
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM ‹
W * N N,SING,NUM 979
W * N N,SING,COM „«—ﬂ
W * DELM DELM °
W * N N,SING,NUM 30
W * N N,SING,CONT ﬂÌ·Ê
W * N N,SING,COM,GEN »«—
W * ADJ ADJ,SIM „Ã«“
W * CON CON Ê
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN Å—Ê«“
W * N N,SING,COM,GEN œ«Œ·
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,SIM „Ã«‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,PR ›—«‰ﬂ›Ê— 
W * DELM DELM _
W * N N,SING,LOC,PR ﬂ—«çÌ
W * ADV ADV,GENR,SIM œÊ”—Â
W * DELM DELM ‹
W * N N,SING,NUM 948
W * N N,SING,COM „«—ﬂ
W * DELM DELM .
W * N N,SING,LOC,PR ·«ÂÊ—
W * DELM DELM _
W * N N,SING,LOC,PR «”·«„ ¬»«œ
W * DELM DELM °
W * ADV ADV,GENR,SIM œÊ”—Â
W * DELM DELM ‹
W * N N,SING,NUM 998
W * N N,SING,COM „«—ﬂ
W * DELM DELM .
W * N N,SING,LOC,PR ·Ê” ¬‰Ã·”
W * DELM DELM ‹
W * N N,SING,LOC,PR ‰ÌÊÌÊ—ﬂ
W * DELM DELM ‹
W * N N,SING,NUM 994
W * N N,SING,COM „«—ﬂ
W * DELM DELM .
W * N N,SING,COM Å—Ê«“
W * P P »Â
W * N N,SING,LOC,PR  Â—«‰
W * P P «“
W * QUA QUA,GEN «ﬂÀ—
W * N N,PL,COM,GEN ‘Â—Â«Ì
W * N N,SING,LOC,PR «—ÊÅ«
W * P P »Â
W * N N,SING,COM,GEN ﬁÌ„ 
W * ADJ ADJ,SIM „‰«”»
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * N N,SING,COM,GEN ‘—ﬂ 
W * N N,SING,PR Å«—”  —«Ê·
W * P P œ—
W * N N,SING,LOC,GEN ›—Êœê«Â
W * N N,SING,LOC,PR ›—«‰ﬂ›Ê— 
W * ADJ ADJ,SIM,GEN ¬„«œÂ
W * N N,SING,COM,GEN œ—Ì«› 
W * ADJ ADJ,SIM «÷«›Â
W * N N,SING,COM,GEN »«—
W * PRO PRO,personal,PL,2 ‘„«
W * CON CON Ê
W * N N,SING,COM,GEN ›—Ê‘
W * N N,PL,COM,GEN »·ÌÿÂ«Ì
W * ADJ ADJ,SIM „‰«”»
W * P P »Â
W * QUA QUA,GEN ﬂ·ÌÂ
W * N N,PL,COM,GEN ‰ﬁ«ÿ
W * N N,SING,COM ÃÂ«‰
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * N N,SING,COM,GEN ‘—ﬂ 
W * N N,SING,COM,GEN ÂÊ«ÅÌ„«ÌÌ
W * N N,SING,COM,GEN ¬é«‰”
W * N N,SING,MON ¬»«‰
W * N N,SING,COM,GEN „‘«Ê—
W * PRO PRO,personal,PL,2 ‘„«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN Œ—Ìœ
W * ADJ ADJ,SUP «—“«‰ —Ì‰
W * N N,PL,COM,GEN »·Ì Â«Ì
W * ADJ ADJ,SIM,GEN „”«›— Ì
W * ADJ ADJ,SIM ÂÊ«ÌÌ
W * P P »Â
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * QUA QUA,GEN  „«„
W * N N,PL,COM,GEN ‰ﬁ«ÿ
W * N N,SING,COM œ‰Ì«
W * CON CON Ê
W * CON CON Â„ç‰Ì‰
W * N N,SING,COM  ÕÊÌ·
W * CON CON Ê
W * N N,SING,COM,GEN «—”«·
W * ADJ ADJ,SIM «÷«›Â
W * N N,SING,COM »«—
W * P P »«
W * N N,PL,COM,GEN Å—Ê«“Â«Ì
W * ADJ ADJ,SIM,GEN „” ﬁÌ„
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * N N,SING,COM ‰‘«‰Ì
W * DELM DELM :
W * N N,SING,COM,GEN „ﬁ«»·
W * N N,SING,LOC,GEN «Ì” ê«Â
W * N N,SING,COM,GEN —«Â ¬Â‰
W * ADJ ADJ,SIM „—ﬂ“Ì
W * DELM DELM _
W * N N,SING,LOC,PR ›—«‰ﬂ›Ê— 
W * DELM DELM °
W * P P,GEN ‰»‘
W * N N,SING,LOC,PR œÊ”·œÊ—›
W * DELM DELM .
W * ADV ADV,GENR,SIM ·ÿ›«
W * N N,SING,COM,GEN ›—„
W * ADJ ADJ,SIM “Ì—
W * RA RA —«
W * ADJ ADJ,SIM Å—
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
W * N N,SING,COM,GEN çﬂ
W * ADJ ADJ,SIM „—»ÊÿÂ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ÊÃÂ
W * N N,SING,COM Õ«„·
W * V V,SUB,POS,5 »‰ÊÌ”Ìœ
W * DELM DELM .
W * IF IF ç‰«‰çÂ
W * P P œ—
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * CON CON Ì«
W * N N,SING,LOC,PR ﬂ«‰«œ«
W * N N,SING,COM «ﬁ«„ 
W * V V,PRS,POS,5 œ«—Ìœ
W * DELM DELM °
W * N N,SING,COM ›—„
W * CON CON Ê
W * N N,SING,COM çﬂ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ‰‘«‰Ì
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,SIM »Ì‰ «·„··Ì
W * P P œ—
W * N N,SING,LOC,PR ‰ÌÊÌÊ—ﬂ
W * CON CON Ê
W * IF IF «ê—
W * ADJ ADJ,SIM,GEN „ﬁÌ„
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM,GEN ‰ﬁ«ÿ
W * N N,SING,COM ÃÂ«‰
W * V V,PRS,POS,5 Â” Ìœ
W * P P »Â
W * N N,SING,COM,GEN ‰‘«‰Ì
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,SIM »Ì‰ «·„··Ì
W * P P œ—
W * N N,SING,LOC,PR ·‰œ‰
W * N N,SING,COM «—”«·
W * V V,IMP,POS,5 ›—„«ÌÌœ
W * DELM DELM .
W * N N,SING,COM,GEN „œ 
W * N N,SING,COM «‘ —«ﬂ
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME ”«·
W * CON CON Ê
W * N N,SING,NUM ‘‘
W * N N,SING,TIME „«Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON çÊ‰
W * N N,SING,COM —Ê“‰«„Â
W * P P »«
W * N N,SING,COM Å” 
W * P P,GEN »—«Ì
W * N N,PL,COM „‘ —ﬂÌ‰
W * N N,SING,COM «—”«·
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * ADV ADV,GENR,TIME ﬁ»·«
W * P P «“
W * N N,SING,COM,GEN  √ŒÌ—
W * ADJ ADJ,SIM «Õ „«·Ì
W * N N,SING,COM ⁄–—ŒÊ«ÂÌ
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * DELM DELM .
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM,GEN  „«”
W * ADJ ADJ,SIM  ·›‰Ì
W * P P »«
W * N N,SING,LOC,PR «Ì—«‰
W * P P »«
W * N N,SING,COM,GEN ‰—Œ
W * N N,SING,NUM 52
W * N N,SING,CONT —Ì«·
W * P P »«
W * N N,SING,COM,GEN ‘„«—Â
W * N N,SING,NUM 1090
W * DELM DELM -
W * N N,SING,NUM 088
W * DELM DELM -
W * N N,SING,NUM 4321
W * N N,SING,COM  „«”
W * ADJ ADJ,INO ê—› Â
W * CON CON Ê
W * CON CON ”Å”
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,NFL,GEN ‘‰Ìœ‰
W * N N,SING,COM,GEN »Êﬁ
W * ADJ ADJ,SIM ¬“«œ
W * N N,SING,COM,GEN ‘„«—Â
W * N N,SING,COM,GEN  ·›‰
W * N N,SING,LOC,GEN „Õ·
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN ‰Ÿ—
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P œ—
W * N N,SING,LOC,PR  Â—«‰
W * P P,GEN »œÊ‰
W * N N,SING,NFL,GEN ê—› ‰
W * N N,SING,COM,GEN ﬂœ
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,NUM 0089
W * CON CON Ê
W * N N,SING,COM,GEN ﬂœ
W * N N,SING,LOC ‘Â—
W * N N,SING,NUM 021
W * N N,SING,COM Ê«—œ
W * V V,SUB,POS,5 ‰„«∆Ìœ
W * DELM DELM .
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM  „«”
W * P P »«
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,LOC ‘Â—” «‰Â«
W * N N,SING,NFL,GEN ê—› ‰
W * N N,SING,COM,GEN ﬂœ
W * N N,SING,LOC ‘Â—
W * ADJ ADJ,SIM «·“«„Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM «— »«ÿ
W * CON CON Ê
W * P P »—
W * N N,SING,COM,GEN Õ”»
W * N N,SING,COM „œ 
W * N N,SING,COM,GEN “„«‰
W * N N,SING,COM „ﬂ«·„Â
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM À«‰ÌÂ «Ì
W * DELM DELM °
W * N N,SING,COM,GEN ’Ê— Õ”«»
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »—
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM ﬁ»÷
W * N N,SING,COM œ—Ì«› 
W * V V,SUB,POS,5 ‰„«∆Ìœ
W * DELM DELM .
W * N N,SING,COM,GEN ÃÂ 
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,CMPR »Ì‘ —
W * P P »«
W * N N,PL,COM,GEN  ·›‰Â«Ì
W * ADJ ADJ,SIM “Ì—
W * N N,SING,COM  „«”
W * N N,SING,COM Õ«’·
W * V V,SUB,POS,5 ‰„«∆Ìœ
W * DELM DELM :
W * N N,SING,NUM 4970
W * DELM DELM -
W * N N,SING,NUM 549
W * N N,SING,NUM 5256
W * N N,SING,NUM 020
W * DELM DELM -
W * N N,SING,NUM 9578
W * N N,SING,NUM 9679
W * DELM DELM .
