Sub * SUBJ SUBJ !Ê—“‘Ì!
W * P P œ—
W * N N,SING,ORD,GEN Å«Ì«‰
W * DET DET «Ì‰
W * N N,SING,COM „»«—“Â
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM 4
W * P P »—
W * N N,SING,NUM 2
W * N N,SING,COM ‘ﬂ” 
W * V V,PA,SIM,POS,3 ŒÊ—œ
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,LOC,PR é«Å‰
W * ADV ADV,GENR,SIM „‘ —ﬂ«
W * P P »Â
W * N N,SING,COM,GEN „ﬁ«„
W * ADJ ADJ,ORD ”Ê„
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Ê“‰
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,LOC,PR,GEN ﬂ—Â
W * ADJ ADJ,SIM Ã‰Ê»Ì
W * P P »Â
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ÿ·«
W * V V,PA,SIM,POS,3 —”Ìœ
W * CON CON Ê
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,LOC,PR ›Ì·ÌÅÌ‰
W * P P œ—
W * N N,SING,COM,GEN Ã«Ì
W * ADJ ADJ,ORD œÊ„
W * V V,PA,SIM,POS,3 «Ì” «œ
W * DELM DELM .
W * N N,SING,PR,GEN ›—Ì»—“
W * N N,SING,PR ⁄”ê—Ì
W * N N,SING,COM,GEN  ﬂÊ«‰œÊﬂ«—
W * ADJ ADJ,SIM,GEN »«”«»ﬁÂ
W * N N,SING,LOC,AFF,4 ﬂ‘Ê—„«‰
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,COM,GEN Ê“‰
W * ADJ ADJ,ORD,GEN Å‰Ã„
W * DET DET «Ì‰
W * N N,PL,COM „”«»ﬁ« 
W * P P œ—
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM,GEN „»«—“Â
W * PRO PRO,R,XOD ŒÊœ
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM 6
W * P P »—
W * N N,SING,NUM Ìﬂ
W * P P »—
W * N N,SING,COM,INDF Õ—Ì›Ì
W * P P «“
W * N N,SING,LOC,PR çÌ‰
W * N N,SING,COM €·»Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * CON CON ”Å”
W * N N,SING,COM,GEN Õ—Ì›
W * ADJ ADJ,SIM,GEN «—œ‰Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM 21
W * P P »—
W * N N,SING,NUM 7
W * N N,SING,COM ‘ﬂ” 
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * ADJ ADJ,ORD ”Ê„Ì‰
W * N N,SING,COM,GEN „»«—“Â
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,SING,COM,GEN „’«›
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,LOC,PR,GEN ﬂ—Â
W * ADJ ADJ,SIM Ã‰Ê»Ì
W * V V,PA,SIM,POS,3 —› 
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN ‘ﬂ” 
W * N N,SING,NUM 9
W * P P »—
W * N N,SING,NUM 4
W * N N,SING,COM,GEN »—«»—
W * DET DET «Ì‰
W * N N,SING,COM Õ—Ì›
W * P P »Â
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM »—‰“
W * ADJ ADJ,SIM »”‰œÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM,GEN ÿ·«Ì
W * DET DET «Ì‰
W * N N,SING,COM Ê“‰
W * P P »Â
W * N N,SING,LOC,PR,GEN ﬂ—Â
W * ADJ ADJ,SIM Ã‰Ê»Ì
W * V V,PA,SIM,POS,3 —”Ìœ
W * CON CON Ê
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,LOC,PR,GEN çÌ‰
W * ADJ ADJ,SIM  «ÌÅÂ
W * P P œ—
W * N N,SING,COM,GEN Ã«Ì
W * ADJ ADJ,ORD œÊ„
W * V V,PA,SIM,POS,3 «Ì” «œ
W * DELM DELM .
W * P P œ—
W * ADJ ADJ,ORD œÊ„Ì‰
W * N N,SING,TIME —Ê“
W * DELM DELM °
W * N N,SING,PR,GEN ÊÕÌœ
W * N N,SING,PR ⁄»œ«··ÂÌ
W * P P œ—
W * N N,SING,COM,GEN Ê“‰
W * ADJ ADJ,ORD çÂ«—„
W * P P »Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ‰ﬁ—Â
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,3 Ì«› 
W * DELM DELM .
W * N N,SING,PR,GEN «„Ìœ
W * N N,SING,PR €·«„ “«œÂ
W * DET DET œÌê—
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,TIME —Ê“
W * P P œ—
W * N N,SING,COM,GEN Ê“‰
W * ADJ ADJ,ORD,GEN œÊ„
W * DET DET «Ì‰
W * N N,PL,COM „”«»ﬁ« 
W * P P,GEN »œÊ‰
W * N N,SING,COM œ” Ì«»Ì
W * P P »Â
W * N N,SING,COM,INDF ⁄‰Ê«‰Ì
W * P P «“
W * N N,SING,COM,GEN œÊ—
W * N N,PL,COM „”«»ﬁ« 
W * N N,SING,COM Õ–›
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,PR,GEN ÊÕÌœ
W * N N,SING,PR ⁄»œ«··ÂÌ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN «—«ÌÂ
W * N N,PL,COM,GEN „»«—“« 
W * ADJ ADJ,SIM ŒÊ»
W * CON CON Ê
W * ADJ ADJ,SIM  ﬂ‰ÌﬂÌ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM,GEN Å«Ì«‰Ì
W * DET DET «Ì‰
W * N N,SING,COM Ê“‰
W * ADJ ADJ,INO —”«‰œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN „»«—“Â
W * ADJ ADJ,SIM Å«Ì«‰Ì
W * P P œ—
W * N N,SING,COM „’«›
W * P P »«
W * N N,SING,COM,GEN Õ—Ì›
W * N N,SING,LOC,PR,GEN ﬂ—Â
W * ADJ ADJ,SIM,GEN Ã‰Ê»Ì
W * PRO PRO,R,XOD ŒÊœ
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM 16
W * P P »—
W * N N,SING,NUM 11
W * ADJ ADJ,SIM „€·Ê»
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ‰ﬁ—Â
W * N N,SING,COM ﬁ‰«⁄ 
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR ⁄»œ«··ÂÌ
W * P P,GEN »—«Ì
W * N N,SING,COM —«ÂÌ«»Ì
W * P P »Â
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM Å«Ì«‰Ì
W * ADJ ADJ,SIM „Ê›ﬁ
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * N N,SING,LOC,PR ‰Å«·
W * DELM DELM °
W * N N,SING,LOC,PR é«Å‰
W * CON CON Ê
W * N N,SING,LOC,PR ⁄—»” «‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM  — Ì»
W * P P »«
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,NUM 6
W * P P »—
W * N N,SING,NUM 2
W * DELM DELM °
W * N N,SING,NUM 7
W * P P »—
W * N N,SING,NUM ’›—
W * CON CON Ê
W * N N,SING,NUM 4
W * P P »—
W * N N,SING,NUM 4
W * N N,SING,COM ‘ﬂ” 
W * V V,SUB,POS,3 œÂœ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Ê“‰
W * N N,SING,LOC,PR,GEN ﬂ—Â
W * ADJ ADJ,SIM Ã‰Ê»Ì
W * P P »Â
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ÿ·«
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,3 Ì«› 
W * CON CON Ê
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,LOC,PR ⁄—»” «‰
W * CON CON Ê
W * N N,SING,LOC,PR ›Ì·ÌÅÌ‰
W * ADV ADV,GENR,SIM „‘ —ﬂ«
W * P P »Â
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM »—‰“
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,6 Ì«› ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN Ê“‰
W * ADJ ADJ,ORD œÊ„
W * DELM DELM °
W * N N,SING,COM,GEN «„Ìœ
W * N N,SING,PR €·«„ “«œÂ
W * N N,SING,COM,GEN  ﬂÊ«‰œÊﬂ«—
W * ADJ ADJ,SIM,GEN ÃÊ«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM ÅÌ—Ê“Ì
W * P P »—
W * N N,PL,COM,INDF Õ—Ì›«‰Ì
W * P P «“
W * N N,SING,LOC,PR „«·“Ì
W * CON CON Ê
W * N N,SING,LOC,PR »Ê «‰
W * P P œ—
W * N N,SING,COM,GEN œÊ—
W * ADJ ADJ,ORD ”Ê„
W * N N,SING,COM,GEN »—«»—
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,LOC,PR,GEN ﬂ—Â
W * ADJ ADJ,SIM Ã‰Ê»Ì
W * ADJ ADJ,SIM „ Êﬁ›
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P «“
W * N N,SING,COM œ” Ì«»Ì
W * P P »Â
W * N N,SING,COM „œ«·
W * V V,PA,SIM,POS,3 »«“„«‰œ
W * DELM DELM .
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,SIM,GEN ê–‘ Â
W * DET DET «Ì‰
W * N N,PL,COM —ﬁ«» Â«
W * CON CON ﬂÂ
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1377
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,PR,GEN ÂÊ‘Ì „Ì‰Â
W * N N,SING,LOC,PR ÊÌ ‰«„
W * ADJ ADJ,SIM »—ê“«—
W * V V,PA,SIM,POS,3 ‘œ
W * P P œ—
W * N N,SING,COM,GEN „ﬂ«‰
W * ADJ ADJ,ORD çÂ«—„
W * V V,PA,SIM,POS,3 «Ì” «œ
W * DELM DELM .
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì—«‰
W * P P «“
W * DET DET ¬‰
W * N N,SING,COM „”«»ﬁÂ
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ‰ﬁ—Â
W * CON CON Ê
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM »—‰“
W * N N,SING,COM ﬂ”»
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ›œ—«”ÌÊ‰
W * N N,SING,COM ›Ê »«·
W * DELM DELM °
W * N N,PL,COM,GEN »—‰«„Â Â«Ì
W * N N,SING,TIME,GEN Â› Â
W * N N,SING,NUM »Ì” 
W * CON CON Ê
W * ADJ ADJ,ORD,GEN ‘‘„
W * ADJ ADJ,SIM,GEN Å«Ì«‰Ì
W * N N,PL,COM,GEN „”«»ﬁÂ Â«Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,COM,GEN œ” Â
W * ADJ ADJ,ORD,GEN «Ê·
W * N N,SING,COM,GEN Ã«„
W * N N,PL,COM ¬“«œê«‰
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM,GEN ⁄ﬁ» «› «œÂ
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN ÅÌ—Ê“Ì
W * N N,SING,LOC,PR  Â—«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM —ﬁ«» Â«
W * RA RA —«
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,GEN ÿ»ﬁ
W * N N,SING,COM,GEN »—‰«„Â
W * N N,SING,COM «⁄·«„
W * MORP MORP,MADJ ‘œÂ
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,COM,GEN ÅÌ—Ê“Ì
W * N N,SING,LOC,PR  Â—«‰
W * P P œ—
W * N N,PL,TIME,GEN —Ê“Â«Ì
W * N N,SING,DAY ”Â ‘‰»Â
W * N N,SING,NUM,GEN 27
W * N N,SING,MON «—œÌ»Â‘ 
W * CON CON Ê
W * N N,SING,DAY çÂ«—‘‰»Â
W * N N,SING,NUM,GEN 4
W * N N,SING,MON Œ—œ«œ
W * DELM DELM °
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM,GEN ⁄ﬁ» «› «œÂ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P œ—
W * N N,SING,LOC,PR ¬»«œ«‰
W * CON CON Ê
W * N N,SING,LOC,PR  Â—«‰
W * P P œ—
W * N N,SING,COM,GEN „ﬁ«»·
W * N N,PL,GR,GEN  Ì„Â«Ì
W * N N,SING,COM,GEN ’‰⁄ 
W * N N,SING,COM,GEN ‰› 
W * N N,SING,LOC,PR ¬»«œ«‰
W * CON CON Ê
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM,GEN ¬Â‰
W * N N,SING,LOC,PR «’›Â«‰
W * ADJ ADJ,SIM »—ê“«—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,TIME,GEN Â› Â
W * N N,SING,NUM »Ì” 
W * CON CON Ê
W * ADJ ADJ,ORD ‘‘„
W * DELM DELM :
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ìﬂ‘‰»Â
W * N N,SING,NUM,GEN 1
W * DELM DELM /
W * N N,SING,NUM,GEN 3
W * DELM DELM /
W * N N,SING,NUM 79
W * QUA QUA,GEN ﬂ·ÌÂ
W * N N,PL,COM œÌœ«—Â«
W * DELM DELM °
W * N N,SING,TIME,GEN ”«⁄ 
W * N N,SING,NUM 16/30
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM :
W * N N,SING,COM,GEN ›Ã—
W * N N,SING,PR ”Å«”Ì
W * N N,SING,LOC,PR ‘Ì—«“
W * DELM DELM -
W * N N,SING,PR,GEN Å«”
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,SING,COM,GEN ÅÌ—Ê“Ì
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,COM,GEN ›Ê·«œ
W * N N,SING,LOC,PR ŒÊ“” «‰
W * DELM DELM °
W * N N,SING,PR,GEN «»Ê„”·„
W * N N,SING,LOC,PR „‘Âœ
W * DELM DELM -
W * N N,SING,COM,GEN «” ﬁ·«·
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,SING,PR,GEN çÊﬂ«
W * N N,SING,LOC,PR  «·‘
W * DELM DELM -
W * N N,SING,MON,GEN »Â„‰
W * N N,SING,LOC,PR ﬂ—Ã
W * DELM DELM °
W * N N,SING,COM,GEN  —«ﬂ Ê—”«“Ì
W * N N,SING,LOC,PR  »—Ì“
W * DELM DELM -
W * N N,SING,COM,GEN –Ê» ¬Â‰
W * N N,SING,LOC,PR «’›Â«‰
W * DELM DELM °
W * N N,SING,COM,GEN ”Ì„«‰
W * N N,SING,PR,GEN ”Å«Â«‰
W * N N,SING,LOC,PR «’›Â«‰
W * DELM DELM -
W * N N,SING,PR,GEN «Ì—”Ê —
W * N N,SING,LOC,PR ‰Ê‘Â—
W * DELM DELM °
W * N N,SING,COM,GEN ’‰⁄ 
W * N N,SING,COM,GEN ‰› 
W * N N,SING,LOC,PR ¬»«œ«‰
W * DELM DELM -
W * N N,SING,COM,GEN ”«ÌÅ«
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,PL,COM,INDF  Ì„Â«ÌÌ
W * CON CON ﬂÂ
W * N N,SING,COM,AFF,6 ‰«„‘«‰
W * N N,SING,ORD «» œ«
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ‘œÂ
W * N N,SING,COM,GEN „Ì“»«‰
W * N N,PL,COM „”«»ﬁ« 
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM »ﬁÌÂ
W * P P «“
W * N N,SING,COM,GEN ’›ÕÂ
W * N N,SING,NUM 2
W * DELM DELM #
Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,PL,COM,GEN ‘‰ÌœÂ Â«Ì
W * N N,PL,COM,GEN Œ»—‰ê«—«‰
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,SIM Õ«ﬂÌ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * DELM DELM °
W * N N,SING,PR,GEN ﬁ—»«‰⁄·Ì
W * N N,SING,PR ﬁ‰œÂ«—Ì
W * DELM DELM °
W * N N,SING,PR,GEN «»Ê«·ﬁ«”„
W * N N,SING,PR ”—ÕœÌ “«œÂ
W * DELM DELM °
W * N N,SING,PR „Õ„œ
W * N N,SING,PR —÷«
W * N N,SING,PR Œ« „Ì
W * DELM DELM °
W * N N,SING,PR,GEN ⁄»œ«·—”Ê·
W * N N,SING,PR „‰ Ã» ‰Ì«
W * CON CON Ê
W * N N,SING,PR „Õ»Ì ‰Ì«
W * P P »Â
W * N N,SING,COM  — Ì»
W * N N,SING,COM,GEN —Ì«” 
W * N N,PL,COM,GEN ›—«ﬂ”ÌÊ‰Â«Ì
W * N N,PL,COM,GEN «Õ“«»
W * N N,PL,COM ﬂ«—ê“«—«‰
W * DELM DELM °
W * N N,SING,COM Â„»” êÌ
W * DELM DELM °
W * N N,SING,COM ﬂ«—
W * DELM DELM °
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM „‘«—ﬂ 
W * DELM DELM °
W * N N,SING,GR,GEN „Ã„⁄
W * N N,PL,COM —ÊÕ«‰ÌÊ‰
W * CON CON Ê
W * N N,SING,COM,GEN çﬂ«œ
W * N N,PL,COM ¬“«œ«‰œÌ‘«‰
W * CON CON Ê
W * ADV ADV,GENR,SIM «ÕÌ«‰«
W * N N,SING,COM,GEN Ã‰«Õ
W * ADJ ADJ,SIM —«” 
W * RA RA —«
W * P P »—
W * N N,SING,COM ⁄ÂœÂ
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM °
W * N N,SING,COM,GEN ÷„‰
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * QUA QUA Â—
W * N N,SING,NUM Ìﬂ
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM,GEN «Õ“«»
W * N N,SING,NUM ”Â
W * N N,SING,COM ‰›—
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ”»
W * N N,PL,COM,GEN ﬂ—”ÌÂ«Ì
W * N N,SING,GR,GEN ÂÌ√ 
W * ADJ ADJ,SIM —∆Ì”Â
W * ADJ ADJ,SIM „‘Œ’
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,NC,6 Ã„·Â «‰œ
W * DELM DELM ∫
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR „—⁄‘Ì
W * DELM DELM °
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * CON CON Ê
W * N N,SING,PR Ã»«—“«œÂ
W * P P «“
W * N N,SING,COM,GEN ›—«ﬂ”ÌÊ‰
W * N N,PL,COM ﬂ«—ê“«—«‰
W * DELM DELM °
W * N N,SING,PR,GEN ﬁ—»«‰⁄·Ì
W * N N,SING,PR ﬁ‰œÂ«—Ì
W * DELM DELM °
W * N N,SING,SURN œﬂ —
W * N N,SING,PR,GEN «»—«ÂÌ„
W * N N,SING,PR »«Ì ”·«„Ì
W * CON CON Ê
W * N N,SING,PR,GEN «·Ì«”
W * N N,SING,PR Õ÷— Ì
W * P P «“
W * N N,SING,GR,GEN Õ“»
W * N N,SING,COM Â„»” êÌ
W * CON CON Ê
W * N N,SING,SURN,GEN Œ«‰„
W * N N,SING,PR ”ÂÌ·«
W * N N,SING,PR Ã·Êœ«—“«œÂ
W * CON CON Ê
W * N N,SING,PR Œ«·ﬁÌ
W * P P «“
W * N N,SING,GR,GEN Õ“»
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,COM ﬂ«—
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ”»
W * N N,PL,COM,GEN ﬂ—”ÌÂ«Ì
W * N N,SING,GR,GEN ÂÌ√ 
W * ADJ ADJ,SIM —∆Ì”Â
W * N N,SING,COM „‰‘Ì
W * DELM DELM °
W * N N,SING,COM ﬂ«—Å—œ«“
W * DELM DELM .
W * N N,SING,COM,GEN « ›«ﬁ
W * ADJ ADJ,SIM,GEN „Õ „·
W * ADJ ADJ,SIM œÌê—
W * P P œ—
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,COM,GEN ¬Ì‰œÂ
W * N N,SING,GR,GEN ÂÌ√ 
W * ADJ ADJ,SIM —∆Ì”Â
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * N N,SING,COM  Ê«›ﬁ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DET DET «Ì‰
W * N N,SING,COM »«—
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
