Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * RA RA —«
W * ADJ ADJ,SIM „ÕﬂÊ„
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,GR,GEN «— ‘
W * ADJ ADJ,SIM,GEN Ã„ÂÊ—Ì ŒÊ«Â
W * N N,SING,LOC,PR «Ì—·‰œ
W * P P »«
W * DET DET «Ì‰
W * N N,SING,COM «‰›Ã«—
W * ADV ADV,deg,SIM ﬂ«„·«
W * CON CON Ê
W * ADV ADV,GENR,SIM ’—ÌÕ«
W * ADJ ADJ,SIM „Œ«·›
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P «“
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * ADJ ADJ,SIM «‰‘⁄«»Ì
W * V V,PA,SIM,POS,3 ŒÊ«” 
W * DELM DELM °
W * N N,SING,COM,GEN «‰Ã«„
W * N N,PL,COM,GEN Õ„·« 
W * ADJ ADJ,SIM Œ‘Ê‰  ¬„Ì“
W * P P œ—
W * N N,SING,COM,GEN œ«Œ·
W * N N,SING,COM,GEN Œ«ﬂ
W * N N,SING,LOC,PR «‰ê·Ì”
W * RA RA —«
W * N N,SING,ORD ¬€«“
W * V V,SUB,NEG,6 ‰ﬂ‰‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,COM Œ»—
W * DELM DELM :
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * N N,PL,COM,INDF  —ﬂÌ»« Ì
W * P P œ—
W * N N,PL,COM ﬁ«—çÂ«
W * V V,PA,SIM,POS,3 Ì«› 
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P,GEN ⁄·ÌÂ
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM,GEN ÊÌ—Ê”Ì
W * ADJ ADJ,SIM,INDF „Â·ﬂÌ
W * ADV ADV,GENR,EXM Â„çÊ‰
W * N N,SING,COM,GEN ÂÅ« Ì 
W * N N,SING,NUM ”Ì
W * CON CON Ê
W * N N,SING,COM «Ìœ“
W * N N,SING,COM «” ›«œÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,PL,COM „Õﬁﬁ«‰
W * P P œ—
W * ADJ ADJ,ORD œÊ„Ì‰
W * N N,SING,COM,GEN ê—œÂ„«ÌÌ
W * ADJ ADJ,SIM,GEN ”«·«‰Â
W * N N,PL,COM,GEN ﬁ«—çÂ«Ì
W * ADJ ADJ,SIM „€–Ì
W * P P œ—
W * N N,SING,LOC,GEN œ«‰‘ê«Â
W * N N,SING,LOC,PR,GEN „Ìœ· ”«ﬂ”
W * N N,SING,LOC,PR «‰ê·” «‰
W * P P »Â
W * N N,SING,COM,GEN »——”Ì
W * N N,PL,COM,GEN  «ÀÌ—« 
W * ADJ ADJ,SIM,GEN œ—„«‰Ì
W * N N,PL,COM,GEN ﬁ«—çÂ«Ì
W * ADJ ADJ,SIM ŒÊ—«ﬂÌ
W * P P œ—
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM ÊÌ—Ê”Ì
W * V V,PA,SIM,POS,6 Å—œ«Œ ‰œ
W * DELM DELM .
W * P P «“
W * N N,PL,TIME ﬁ—‰Â«
W * ADJ ADJ,SIM ÅÌ‘
W * P P œ—
W * N N,SING,COM,GEN ÿ»
W * ADJ ADJ,SIM,GEN ”‰ Ì
W * N N,SING,LOC,PR çÌ‰
W * CON CON Ê
W * N N,SING,LOC,PR é«Å‰
W * P P «“
W * N N,SING,COM ﬁ«—ç
W * N N,SING,COM «” ›«œÂ
W * ADJ ADJ,INO,PRG „Ì ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,PL,COM,GEN ﬁ«—çÂ«Ì
W * ADJ ADJ,SIM „ÊÃÊœ
W * P P œ—
W * N N,SING,LOC,PR ¬”Ì«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  ”ﬂÌ‰
W * N N,SING,COM œ—œ
W * CON CON Ê
W * N N,SING,COM,GEN œ—„«‰
W * N N,SING,COM,GEN «· Â«»
W * N N,PL,COM „›«’·
W * CON CON ‰Ì“
W * N N,SING,COM  ÃÊÌ“
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,SURN œﬂ —
W * N N,SING,PR ÊÌ·ﬂÌ‰”Ê‰
W * DELM DELM °
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM ê—œÂ„«ÌÌ
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM °
W * N N,PL,COM,GEN ﬁ«—çÂ«Ì
W * ADJ ADJ,SIM „€–Ì
W * DELM DELM °
W * N N,PL,COM,GEN «›ﬁÂ«Ì
W * ADJ ADJ,SIM,INDF ÃœÌœÌ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM ÊÌ—Ê”Ì
W * V V,PRS,POS,6 „Ì ê‘«Ì‰œ
W * DELM DELM .
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM,GEN  —ﬂÌ»« 
W * ADJ ADJ,SIM „ÊÃÊœ
W * P P œ—
W * N N,PL,COM ﬁ«—çÂ«
W * CON CON Ê
W * N N,PL,COM êÌ«Â«‰
W * N N,PL,COM,GEN  √ÀÌ—« 
W * ADJ ADJ,SIM ÷œÊÌ—Ê”
W * V V,PRS,POS,6 œ«—‰œ
W * CON CON Ê
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * DELM DELM °
W * P P,GEN ⁄·ÌÂ
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM ÊÌ—Ê”Ì
W * N N,SING,COM «” ›«œÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * P P »Â
W * N N,SING,COM,GEN œ·Ì·
W * N N,SING,COM,GEN ﬂÀ— 
W * DET DET «Ì‰
W * N N,PL,COM  —ﬂÌ»« 
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN Â‰ê«„
W * N N,SING,COM,GEN  ÃÊÌ“
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,PL,COM,GEN ⁄Ê«„·
W * ADJ ADJ,SIM ÊÌ—Ê”Ì
W * N N,SING,COM Âœ›
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO ê—› Â
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM °
W * N N,SING,COM »„»«—«‰
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * CON CON Ê
W * PRO PRO,DEMO,SING «Ì‰
W * P P »Â
W * N N,PL,COM „—« »
W * ADJ ADJ,CMPR ﬁÊÌ —
W * CON CON Ê
W * ADJ ADJ,CMPR ﬂ«—« —
W * P P «“
W * N N,SING,COM,GEN  ÃÊÌ“
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN œ«—ÊÌ
W * ADJ ADJ,SIM,GEN ÷œÊÌ—Ê”Ì
W * ADJ ADJ,SIM,GEN ‘Ì„Ì«ÌÌ
W * ADJ ADJ,SIM ”«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * ADJ ADJ,SIM Õ«÷—
W * N N,PL,COM,GEN ‘Ê«Âœ
W * ADJ ADJ,SIM »«·Ì‰Ì
W * ADJ ADJ,SIM,INDF ﬂ„Ì
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,PL,COM,GEN «À—« 
W * ADJ ADJ,SIM,GEN œ—„«‰Ì
W * N N,PL,COM ﬁ«—çÂ«
W * P P œ—
W * N N,SING,COM œ” 
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Ê·Ì
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * V V,PRE,NC,6 œ—’œœ‰œ
W * CON CON ﬂÂ
W * N N,PL,COM,GEN „ÿ«·⁄« 
W * ADJ ADJ,SIM,INDF Ê”Ì⁄Ì
W * P P,GEN —ÊÌ
W * DET DET «Ì‰
W * N N,PL,COM êÌ«Â«‰
W * N N,SING,COM «‰Ã«„
W * V V,SUB,POS,6 œÂ‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * ADV ADV,GENR,SIM Â‰Ê“
W * QUA QUA ÂÌç
W * N N,SING,COM ›—œ
W * CON CON Ì«
W * N N,SING,GR,INDF ê—ÊÂÌ
W * N N,SING,COM,GEN „”∆Ê·Ì 
W * DET DET «Ì‰
W * N N,SING,COM «‰›Ã«—
W * RA RA —«
W * P P »—
W * N N,SING,COM ⁄ÂœÂ
W * ADJ ADJ,INO,NEG ‰ê—› Â
W * CON CON Ê
W * N N,SING,COM,GEN  „«”
W * ADJ ADJ,SIM,GEN  ·›‰Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ›—œ
W * ADJ ADJ,SIM ‰«‘‰«”
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »«—Â
W * P P »«
W * N N,SING,LOC,GEN œ› —
W * N N,SING,PR »Ì »Ì ”Ì
W * P P œ—
W * N N,SING,LOC,PR,GEN «Ì—·‰œ
W * ADJ ADJ,SIM ‘„«·Ì
W * DELM DELM °
W * ADJ ADJ,SIM ‰«œ—” 
W * N N,SING,COM  ‘ŒÌ’
W * ADJ ADJ,INO œ«œÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN «‰›Ã«—
W * N N,SING,COM »„»
W * P P œ—
W * N N,SING,COM,GEN “Ì—
W * N N,SING,COM,GEN Å·
W * N N,SING,PR Â„—
W * N N,SING,PR «”„Ì 
W * N N,PL,COM,GEN  ·›« 
W * ADJ ADJ,SIM Ã«‰Ì
W * P P »Â
W * N N,SING,COM œ‰»«·
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM Å·
W * ADV ADV,GENR,TIME »Â  «“êÌ
W * N N,SING,TIME Å”
W * P P «“
W * ADJ ADJ,SIM,GEN ’—›
W * N N,SING,NUM 3 / 5
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,COM ÅÊ‰œ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  —œœ
W * N N,PL,COM « Ê„»Ì·Â«
W * ADJ ADJ,INO ”«Œ Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,COM Œ»—
W * DELM DELM :
W * N N,SING,COM,GEN ”—ÊÌ”
W * ADJ ADJ,SIM,GEN «„‰Ì Ì
W * N N,SING,LOC,PR ›—«‰”Â
W * N N,SING,DAY Ã„⁄Â
W * N N,SING,TIME ‘»
W * P P »«
W * N N,SING,COM,GEN Â„ﬂ«—Ì
W * N N,SING,COM,GEN Å·Ì”
W * N N,SING,LOC,PR «Ì «·Ì«
W * DELM DELM °
W * N N,SING,PR ¬·›«—Ê
W * N N,SING,PR ·ÊÌ«ﬂ«‰Ê
W * DELM DELM °
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,COM,GEN ”«“„«‰
W * ADJ ADJ,SIM,GEN çÅê—«Ì
W * ADJ ADJ,SIM,GEN «›—«ÿÌ
W * N N,SING,LOC,PR «Ì «·Ì«
W * DELM DELM °
W * ADJ ADJ,SIM „Ê”Ê„
W * P P »Â
W * N N,SING,COM,GEN Å—ç„
W * ADJ ADJ,SIM ”—Œ
W * RA RA —«
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM œ” 
W * N N,SING,NFL œ«‘ ‰
W * P P œ—
W * N N,SING,COM,GEN  —Ê—
W * N N,SING,PR ¬·œÊ
W * N N,SING,PR „Ê—Ê
W * DELM DELM °
W * N N,SING,COM,GEN ‰Œ”  Ê“Ì—
W * ADJ ADJ,SIM,GEN «”»ﬁ
W * N N,SING,LOC,PR «Ì «·Ì«
W * CON CON Ê
W * N N,SING,NUM ç‰œ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN ﬁ ·
W * ADJ ADJ,SIM œÌê—
W * ADJ ADJ,SIM „ Â„
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN Ã“Ì—Â
W * N N,SING,LOC,PR ﬂ—”
W * N N,SING,COM »«“œ«‘ 
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
Sub * SUBJ SUBJ !Â‰—Ì!
W * N N,SING,PR,GEN ﬂ—Ì” Ê›—
W * N N,SING,PR ·Ì
W * P P »Â
W * N N,SING,COM,GEN ‰ﬁ‘
W * N N,SING,PR „Õ„œ⁄·Ì
W * N N,SING,PR Ã‰«Õ
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,COM Œ»—
W * DELM DELM :
W * P P »Â
W * N N,SING,COM  «“êÌ
W * P P œ—
W * N N,PL,LOC,GEN ”Ì‰„«Â«Ì
W * N N,SING,LOC,PR Å«ﬂ” «‰
W * DELM DELM °
W * N N,SING,COM,INDF ›Ì·„Ì
W * P P «“
W * N N,SING,COM,GEN “‰œêÌ
W * N N,SING,PR „Õ„œ⁄·Ì
W * N N,SING,PR Ã‰«Õ
W * DELM DELM °
W * ADJ ADJ,SIM,GEN „ƒ””
W * N N,SING,LOC,GEN ﬂ‘Ê—
