Sub * SUBJ SUBJ !”Ì«”Ì!
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Ì«
W * N N,SING,COM,INDF €—Ì“Â «Ì
W * CON CON Ì«
W * N N,SING,COM,INDF ”—‘ Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,COM ﬁœ— 
W * CON CON Ê
W * P P œ—
W * N N,SING,DIR „‘—ﬁ
W * N N,SING,LOC “„Ì‰
W * N N,SING,NUM Â“«—
W * N N,SING,COM »«—
W * ADJ ADJ,CMPR ‰Ì—Ê„‰œ —
W * P P «“
W * N N,SING,PR €—»
W * CON CON Ê
W * ADJ ADJ,CMPR Å‰Â«‰ —
W * CON CON Ê
W * ADJ ADJ,CMPR ‰Ì—‰ê »«“ —
W * CON CON Ê
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Ê«—À
W * N N,SING,NUM ç‰œ
W * CON CON Ì«
W * N N,SING,NUM ç‰œÌ‰
W * N N,SING,NUM Â“«—
W * N N,SING,TIME ”«·
W * N N,SING,COM ‘Â—Ì«—Ì
W * CON CON Ê
W * N N,SING,COM Å«œ‘«ÂÌ
W * CON CON Ê
W * N N,SING,COM ”·ÿ‰ 
W * CON CON Ê
W * N N,SING,COM «„«— 
W * V V,PRE,SIM «” 
W * DELM DELM °
W * QUA QUA,GEN «€·»
W * N N,PL,COM ¬œ„Â«
W * P P «“
W * N N,PL,COM,GEN «⁄ﬁ«»
W * N N,PL,PR ‘«Â«‰
W * CON CON Ê
W * V V,PRE,NC,6 ‘Â—Ì«—«‰‰œ
W * CON CON Ê
W * ADJ ADJ,SIM »Ì «Œ Ì«—
W * DELM DELM °
W * N N,SING,COM «” »œ«œ
W * CON CON Ê
W * N N,SING,COM —⁄Ê‰ 
W * CON CON Ê
W * N N,SING,COM,GEN ›—⁄Ê‰Ì 
W * ADJ ADJ,SIM „Ê—ÊÀ
W * RA RA —«
W * N N,SING,COM »—Ê“
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * CON CON Ê
W * ADJ ADJ,SIM »”‰œÂ
W * V V,PRE,SIM «” 
W * N N,SING,COM,GEN ”—Å—” 
W * N N,SING,NUM ç‰œ
W * N N,SING,COM —› ê—
W * V V,SUB,POS,6 »«‘‰œ
W * CON CON  «
W * ADV ADV,GENR,EXM Â„çÊ‰
W * N N,SING,PR,GEN ‰«œ—
W * N N,SING,PR «›‘«—
W * N N,SING,PR «·œ—„ »·œ—„
W * V V,SUB,POS,6 »›—Ê‘‰œ
W * DELM DELM .
W * N N,PL,COM,GEN «Œ·«›
W * N N,PL,PR „«œÂ«
W * CON CON Ê
W * N N,PL,PR ÂŒ«„‰‘Ì Â«
W * CON CON Ê
W * N N,PL,PR ”·ÊﬂÌ«‰
W * CON CON Ê
W * N N,PL,PR «‘ﬂ«‰Ì«‰
W * CON CON Ê
W * N N,PL,PR ”«”«‰Ì«‰
W * CON CON Ê
W * N N,PL,PR ’›«—Ì«‰
W * CON CON Ê
W * N N,PL,PR ÿ«Â—Ì«‰
W * CON CON Ê
W * N N,PL,PR €“‰ÊÌ«‰
W * CON CON Ê
W * N N,PL,PR ”·ÃÊﬁÌ«‰
W * CON CON Ê
W * N N,PL,PR ŒÊ«—“„‘«ÂÌ«‰
W * CON CON Ê
W * DELM DELM ...
W * N N,SING,NPR «·Œ
W * CON CON Ê
W * N N,PL,COM,GEN ›—“‰œ«‰
W * N N,PL,COM Õ«Ã»«‰
W * CON CON Ê
W * N N,PL,COM „»«‘—«‰
W * CON CON Ê
W * N N,PL,COM ÷«»ÿ«‰
W * CON CON Ê
W * N N,PL,COM „” Ê›Ì«‰
W * CON CON Ê
W * N N,PL,COM ”—œ«—«‰
W * CON CON Ê
W * N N,PL,COM œ»Ì—«‰
W * CON CON Ê
W * N N,PL,COM Ê“Ì—«‰
W * DET DET ¬‰
W * N N,PL,GR ”·”·Â Â«
W * ADV ADV,I ﬂÃ«
W * V V,PA,NAR,POS,6 —› Â «‰œ
W * DELM DELM ø
W * QUA QUA,GEN Â„Â
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM œÌ«—
W * ADJ ADJ,SIM Å—«ﬂ‰œÂ
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM Â‰Ê“
W * ADJ ADJ,SUP »— —Ì‰
W * N N,SING,COM ¬—ﬂ ÌÅ
W * CON CON Ì«
W * N N,SING,COM,GEN Œ«ÿ—Â
W * ADJ ADJ,SIM,GEN «“·Ì
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,GEN «”ÿÊ—Â
W * ADJ ADJ,SIM ‘«ÂÌ
W * CON CON Ê
W * ADJ ADJ,SIM ‘Â—Ì«—Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET ¬‰
W * N N,SING,COM,GEN —‰œ
W * ADJ ADJ,SIM ⁄«·„”Ê“
W * CON CON Â„
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ¬—“ÊÌ
W * N N,SING,COM,INDF ›—«€ Ì
W * CON CON Ê
W * N N,SING,COM,INDF ﬂ «»Ì
W * CON CON Ê
W * N N,SING,COM,GEN êÊ‘Â
W * N N,SING,COM,INDF ç„‰Ì
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM °
W * ADV ADV,GENR,SIM ‰«ŒÊœ¬ê«Â
W * ADJ ADJ,SIM ‘Â—Ì«—«‰Â
W * N N,SING,NFL “Ì” ‰
W * CON CON Ê
W * ADJ ADJ,SIM ›«—€
W * P P «“
W * N N,SING,COM,GEN €„
W * N N,SING,COM ‰«‰
W * P P »Â
W * N N,SING,COM,GEN œ·ŒÊ«Â
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,NFL Å—œ«Œ ‰
W * RA RA —«
W * N N,SING,COM  „‰«
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM .
W * ADJ ADJ,SIM ›—«„Ê‘
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Â‰ê«„Â
W * N N,SING,COM,GEN »—Ê“
W * N N,PL,COM,GEN Ã‰êÂ«Ì
W * ADJ ADJ,SIM œ«Œ·Ì
W * CON CON Ì«
W * N N,SING,COM ÂÃÊ„
W * N N,SING,COM,GEN œ‘„‰
W * ADJ ADJ,SIM Œ«—ÃÌ
W * DELM DELM °
W * PRO PRO,DEMO,PL ¬‰Â«
W * CON CON ﬂÂ
W * ADJ ADJ,INO ﬂ‘ Â
W * V V,PA,PRG,POS,6 „Ì ‘œ‰œ
W * ADV ADV,GENR,SIM €«·»«
W * N N,PL,COM,GEN —⁄«Ì«Ì
W * ADJ ADJ,SIM »Ìç«—Â
W * CON CON Ê
W * ADJ ADJ,SIM »Ì Å‰«Â
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM °
W * ADV ADV,GENR,NEGG ‰Â
W * PRO PRO,personal,PL,3 ¬‰«‰
W * CON CON ﬂÂ
W * N N,SING,COM „«·
W * CON CON Ê
W * N N,SING,COM,INDF Ã«ÂÌ
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN ﬁœ— 
W * ADJ ADJ,SIM ‰ÊŸÂÊ—
W * CON CON Ì«
W * N N,SING,COM,GEN „Â«Ã„
W * ADJ ADJ,SIM »Ìê«‰Â
W * N N,SING,COM ﬂ‰«—
W * V V,PA,PRG,POS,6 „Ì ¬„œ‰œ
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN »–·
W * N N,SING,COM “—
W * CON CON Ê
W * N N,SING,COM ”Ì„
W * CON CON Ê
W * ADJ ADJ,SIM Â„Ê«—
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM,GEN —«Â
W * N N,SING,COM,GEN  ”·Ì„
W * N N,PL,COM —⁄«Ì«
W * DELM DELM °
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM ‰Ã« 
W * V V,PA,PRG,POS,6 „Ì œ«œ‰œ
W * DELM DELM .
W * ADJ ADJ,SIM »”‰œÂ
W * V V,PRE,SIM «” 
W * N N,SING,COM,INDF ﬂ”Ì
W * P P «“
W * N N,SING,COM,GEN ”—
W * N N,SING,COM œﬁ 
W * CON CON Ê
W * N N,SING,COM  «„·
W * CON CON Ê
W * N N,SING,COM ÃœÌ 
W * DELM DELM -
W * CON CON Ê
W * ADV ADV,GENR,NEGG ‰Â
W * P P «“
W * N N,SING,COM,GEN ”—
W * N N,SING,COM Â“·
W * CON CON Ê
W * N N,SING,COM Ÿ—«› 
W * CON CON Ê
W * N N,SING,COM ‘ÊŒ ÿ»⁄Ì
W * CON CON Ê
W * N N,SING,COM «’«· 
W * N N,SING,NFL »Œ‘Ìœ‰
W * P P »Â
W * N N,SING,LOC,GEN “«œê«Â
W * PRO PRO,R,XOD ŒÊœ
W * DELM DELM -
W * P P œ—
W * N N,SING,COM  «—ÌŒ
W * V V,SUB,POS,3 »‰ê—œ
W * CON CON  «
W * N N,PL,NUM Â“«—«‰
W * N N,SING,COM êÊ«Â
W * P P,GEN »—«Ì
W * DET DET «Ì‰
W * N N,SING,COM „œ⁄«
W * ADJ ADJ,SIM ÅÌœ«
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,PL,COM Ã‰êÂ«
W * CON CON ⁄·«ÊÂ »—
W * N N,PL,COM,GEN  ·›« 
W * ADJ ADJ,SIM,GEN «Ê·ÌÂ
W * N N,PL,COM,GEN ﬂ‘ ê«‰
W * N N,SING,COM ‰Ì“Â
W * CON CON Ê
W * N N,SING,COM ‘„‘Ì—
W * CON CON Ê
W * N N,SING,COM  Ì—
W * CON CON Ê
W * N N,SING,COM “Ê»Ì‰
W * DELM DELM -
W * ADV ADV,GENR,TIME »·«›«’·Â
W * P P »Â
W * N N,PL,COM,GEN  ·›« 
W * ADJ ADJ,SIM À«‰ÊÌÂ
W * DELM DELM -
