Sub * SUBJ SUBJ !›Â—”  „‰«»⁄!
W * P P «“
W * N N,PL,LOC,GEN „“«—⁄
W * N N,SING,COM,GEN ‘«·Ì“«—Ì
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR êÌ·«‰
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM Ìﬂ
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT  ‰
W * N N,SING,COM ‘· Êﬂ
W * P P »«
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM 600
W * N N,SING,NUM Â“«—
W * N N,SING,CONT  ‰
W * N N,SING,COM,GEN »—‰Ã
W * ADJ ADJ,SIM ”›Ìœ
W * N N,SING,COM »—œ«‘ 
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,LOC,PR ÃÌ—› 
W * DELM DELM ‹
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN ﬂ‘«Ê—“Ì
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,LOC,PR ÃÌ—› 
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ÿÌ
W * N N,SING,NUM ”Â
W * N N,SING,TIME,GEN „«ÂÂ
W * N N,SING,COM ê–‘ Â
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 400
W * N N,SING,NUM Â“«—
W * N N,SING,CONT  ‰
W * N N,SING,COM Â‰œÊ«‰Â
W * P P œ—
W * N N,PL,LOC,GEN ‘Â—Â«Ì
W * N N,SING,LOC,PR ÃÌ—› 
W * CON CON Ê
W * N N,SING,LOC,PR ﬂÂ‰ÊÃ
W * N N,SING,COM »—œ«‘ 
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR «„Ì—«›÷·Ì
W * N N,SING,COM,GEN ”ÿÕ
W * P P,GEN “Ì—
W * N N,SING,COM,GEN ﬂ‘ 
W * DET DET «Ì‰
W * N N,SING,COM „Õ’Ê·
W * RA RA —«
W * P P œ—
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,LOC,PR ÃÌ—› 
W * N N,SING,NUM 41
W * N N,SING,NUM Â“«—
W * N N,SING,COM Âﬂ «—
W * N N,SING,COM ⁄‰Ê«‰
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM ÅÌ‘ »Ì‰Ì
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * P P  «
W * N N,SING,ORD,GEN Å«Ì«‰
W * N N,SING,TIME,GEN ›’·
W * N N,SING,SES  «»” «‰
W * N N,SING,NUM 50
W * N N,SING,NUM Â“«—
W * N N,SING,CONT  ‰
W * N N,SING,COM,GEN Â‰œÊ«‰Â
W * ADJ ADJ,SIM œÌê—
W * CON CON ‰Ì“
W * P P «“
W * N N,PL,LOC,GEN „“«—⁄
W * DET DET «Ì‰
W * N N,SING,LOC „‰ÿﬁÂ
W * N N,SING,COM »—œ«‘ 
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ÿ»ﬁ
W * N N,PL,COM,GEN ¬„«—Â«Ì
W * N N,SING,COM «—«∆Â
W * MORP MORP,MADJ ‘œÂ
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN ﬂ‘«Ê—“Ì
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,LOC,PR ÃÌ—› 
W * DELM DELM °
W * ADV ADV,GENR,TIME ”«·«‰Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,NUM „Ì·ÌÊ‰
W * CON CON Ê
W * N N,SING,NUM 56
W * N N,SING,NUM Â“«—
W * N N,SING,CONT  ‰
W * N N,PL,COM,GEN „Õ’Ê·« 
W * ADJ ADJ,SIM “—«⁄Ì
W * P P œ—
W * N N,PL,LOC,GEN ‘Â—Â«Ì
W * N N,SING,LOC,PR ÃÌ—› 
W * CON CON Ê
W * N N,SING,LOC,PR ﬂÂ‰ÊÃ
W * N N,SING,COM »—œ«‘ 
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,LOC,PR Ì“œ
W * DELM DELM ‹
W * N N,SING,COM,GEN „œÌ—ﬂ·
W * N N,SING,LOC,GEN «œ«—Â
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM,GEN ÿ»Ì⁄Ì
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR Ì“œ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * N N,SING,NUM 130
W * N N,SING,NUM Â“«—
W * N N,SING,COM Âﬂ «—
W * P P «“
W * N N,PL,COM,GEN “„Ì‰Â«Ì
W * ADJ ADJ,SIM,GEN »Ì«»«‰Ì
W * DET DET «Ì‰
W * N N,SING,LOC «” «‰
W * N N,SING,COM ﬂÊÌ—“œ«ÌÌ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN ⁄·Ì «ﬂ»—
W * N N,SING,PR Õ”Ì‰Ì
W * N N,SING,COM Âœ›
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM «ﬁœ«„
W * RA RA —«
W * N N,SING,COM Õ›Ÿ
W * CON CON Ê
W * N N,SING,COM,GEN «ÕÌ«¡
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM,GEN ÿ»Ì⁄Ì
W * ADJ ADJ,SIM  ÃœÌœ‘Ê‰œÂ
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM „‰ŸÊ—
W * N N,PL,COM,GEN êÊ‰Â Â«Ì
W * N N,PL,COM,GEN êÌ«Â«‰
W * ADJ ADJ,SIM „ﬁ«Ê„
W * ADV ADV,GENR,EXM,GEN ‰ŸÌ—
W * N N,SING,COM  «€
W * DELM DELM °
W * N N,SING,COM »‰Â
W * DELM DELM °
W * N N,SING,COM »«œ«„ ﬂÊÂÌ
W * DELM DELM °
W * N N,SING,COM «›—«
W * DELM DELM °
W * N N,SING,COM «—”
W * DELM DELM °
W * N N,SING,COM,GEN «‰ÃÌ—
W * ADJ ADJ,SIM ﬂÊÂÌ
W * CON CON Ê
W * N N,SING,COM “«·“«·ﬂ
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,LOC „‰«ÿﬁ
W * N N,SING,COM €—”
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,NUM 344
W * N N,SING,NUM Â“«—
W * CON CON Ê
W * N N,SING,NUM 557
W * N N,SING,COM Âﬂ «—
W * P P «“
W * N N,SING,COM,GEN Ê”⁄ 
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR Ì“œ
W * CON CON ﬂÂ
W * N N,SING,NUM 47
W * DELM DELM /
W * N N,SING,NUM 412
W * N N,SING,COM ﬂÌ·Ê„ —„—»⁄
W * V V,PRS,POS,3 „Ì »«‘œ
W * P P œ—
W * N N,SING,LOC,PR «—œﬂ«‰
W * DELM DELM °
W * N N,SING,LOC,PR «»—ﬂÊÂ
W * DELM DELM °
W * N N,SING,LOC,PR Â—« 
W * CON CON Ê
W * N N,SING,LOC,PR „—Ê” 
W * DELM DELM °
W * N N,SING,LOC,PR ”«€‰œ
W * DELM DELM °
W * N N,SING,LOC,PR »Â«œ—«‰
W * CON CON Ê
W * N N,SING,LOC,PR „Â—Ì“
W * N N,SING,LOC ﬂÊÌ—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * CON CON Â„ç‰Ì‰
W * N N,SING,COM,GEN Ê÷⁄Ì 
W * N N,PL,LOC,GEN „—« ⁄
W * N N,SING,LOC «” «‰
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN ‰Ÿ—
W * N N,SING,GR  ⁄œ«œ
W * CON CON Ê
W * N N,SING,COM,GEN  ‰Ê⁄
W * N N,PL,COM,GEN êÊ‰Â Â«Ì
W * ADJ ADJ,SIM êÌ«ÂÌ
W * DELM DELM °
W * ADJ ADJ,SIM œ«—ÊÌÌ
W * CON CON Ê
W * ADJ ADJ,SIM ’‰⁄ Ì
W * ADV ADV,GENR,SIM ŒÊ»
W * N N,SING,COM  Ê’Ì›
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR Õ”Ì‰Ì ‰”»
W * CON CON Â„ç‰Ì‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P «“
W * N N,SING,COM,GEN „Ã„Ê⁄
W * N N,SING,NUM ”Â
W * N N,SING,NUM „Ì·ÌÊ‰
W * CON CON Ê
W * N N,SING,NUM 878
W * N N,SING,CONT Âﬂ «—
W * N N,PL,LOC,GEN „—« ⁄
W * N N,SING,LOC «” «‰
W * DELM DELM °
W * N N,SING,NUM 300
W * N N,SING,NUM Â“«—
W * N N,SING,COM,GEN Âﬂ «—
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,PL,LOC,GEN „—« ⁄
W * ADJ ADJ,SIM „ Ê”ÿ
W * DELM DELM °
W * N N,SING,NUM Ìﬂ
W * N N,SING,NUM „Ì·ÌÊ‰
W * CON CON Ê
W * N N,SING,NUM 270
W * N N,SING,NUM Â“«—
W * N N,SING,COM Âﬂ «—
W * RA RA —«
W * N N,SING,LOC,GEN „— ⁄
W * ADJ ADJ,SIM ÷⁄Ì›
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,NUM „Ì·ÌÊ‰
W * CON CON Ê
W * N N,SING,NUM 803
W * N N,SING,NUM Â“«—
W * N N,SING,COM,GEN Âﬂ «—
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,PL,LOC,GEN „—« ⁄
W * ADV ADV,deg,SIM ŒÌ·Ì
W * ADJ ADJ,SIM ÷⁄Ì›
W * N N,SING,COM  ‘ﬂÌ·
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,TIME ”«·«‰Â
W * N N,SING,NUM 51
W * N N,SING,NUM Â“«—
W * N N,SING,CONT  ‰
W * N N,SING,COM,GEN ⁄·Ê›Â
W * ADJ ADJ,SIM Œ‘ﬂ
W * P P «“
W * DET DET «Ì‰
W * N N,PL,LOC „—« ⁄
W * N N,SING,COM »—œ«‘ 
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,LOC,PR  Œ—„ ¬»«œ
W * DELM DELM ‹
W * N N,SING,COM,GEN „œÌ—ﬂ·
W * N N,SING,COM  Ê”⁄Â
W * DELM DELM °
W * N N,SING,COM  ÃÂÌ“
W * CON CON Ê
W * N N,SING,COM,GEN ‰Ê”«“Ì
W * N N,PL,LOC,GEN „œ«—”
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR ·—” «‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,TIME «„”«·
W * N N,SING,COM,GEN «⁄ »«—
