Sub * SUBJ SUBJ !›Â—”  „ÿ«·»!
W * N N,PL,COM,GEN  «“Â Â«Ì
W * N N,SING,COM,GEN „ﬁ«Ì”ÂÒ
W * N N,SING,COM,GEN »Ê—”
W * N N,SING,LOC,PR  Â—«‰
W * P P »«
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM,GEN »Ê—”Â«Ì
W * N N,SING,COM ÃÂ«‰
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 99
W * DELM DELM -
W * N N,SING,COM,GEN Å” Â
W * N N,SING,LOC,PR «Ì—«‰
W * P P «“
W * N N,SING,COM,GEN œÌœê«Â
W * N N,SING,COM  Ê·Ìœ
W * CON CON Ê
W * N N,PL,COM ’«œ—« 
W * DELM DELM .
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,TIME „«Â
W * DELM DELM ª
W * ADJ ADJ,SIM,GEN ÊÌéÂ
W * N N,SING,COM «œ»Ì« 
W * CON CON Ê
W * N N,SING,COM ›·”›Â
W * DELM DELM ´
W * N N,SING,COM,GEN ‘„«—Â
W * N N,SING,NUM 30
W * DELM DELM -
W * N N,SING,NUM 29
W * N N,SING,COM ‰‘«‰Ì
W * DELM DELM :
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,SING,COM,GEN ’‰œÊﬁ
W * ADJ ADJ,SIM,GEN Å” Ì
W * N N,SING,NUM 313
W * DELM DELM -
W * N N,SING,NUM 13145
W * N N,SING,COM  ·›‰
W * DELM DELM :
W * N N,SING,NUM 6414750
W * N N,SING,COM,GEN ›Â—” 
W * QUA QUA »—ŒÌ
W * N N,PL,COM „ÿ«·»
W * DELM DELM :
W * N N,SING,COM ”⁄œÌ ÅéÊÂÌ
W * P P œ—
W * N N,SING,TIME,GEN ”œÂÒ
W * N N,SING,NUM çÂ«—œÂ
W * ADJ ADJ,SIM ÂÃ—Ì
W * DELM DELM -
W * N N,SING,COM ê›  ÊêÊ
W * P P »«
W * N N,SING,PR —÷«
W * N N,SING,PR ’›—Ì«‰
W * N N,SING,COM,GEN »—‰œÂÒ
W * N N,SING,COM,GEN Ã«Ì“Â
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1377
W * P P œ—
W * N N,SING,COM,GEN ÕÊ“ÂÒ
W * N N,SING,COM ‘⁄—
W * DELM DELM -
W * N N,SING,COM ÿ‰“
W * CON CON Ê
W * N N,SING,COM —„“
W * P P œ—
W * N N,SING,PR «·ÂÌ ‰«„Â
W * DELM DELM -
W * N N,SING,COM,INDF  √„·Ì
W * P P œ—
W * N N,SING,COM,GEN €“·
W * N N,SING,COM «‰ﬁ·«»
W * DELM DELM -
W * N N,SING,COM,GEN ‰‘” 
W * N N,SING,COM »——”Ì
W * CON CON Ê
W * N N,SING,COM,GEN  Õ·Ì·
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM,GEN ”Â Ã·œÌ
W * N N,SING,NUM ’œ
W * N N,SING,TIME ”«·
W * N N,SING,COM œ«” «‰ ‰ÊÌ”Ì
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM -
W * N N,SING,COM ê›  ÊêÊ
W * P P »«
W * N N,SING,SURN œﬂ —
W * N N,SING,PR,GEN ”—Ê—
W * N N,SING,PR „Ê·«ÌÌ
W * DELM DELM :
W * V V,AUX,NIN,POS »«Ìœ
W * N N,PL,COM ê—«Ì‘Â«
W * CON CON Ê
W * N N,PL,COM  Œ’’Â«
W * P P œ—
W * N N,SING,COM,GEN «œ»Ì« 
W * ADJ ADJ,SIM ›«—”Ì
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM  ÊÃÂ
W * N N,SING,COM ﬁ—«—
W * V V,SUB,POS,3 êÌ—œ
W * DELM DELM -
W * N N,SING,COM,GEN „—“
W * ADJ ADJ,SIM „‘ —ﬂ
W * P P,GEN »Ì‰
W * N N,SING,COM ›—Â‰ê
W * CON CON Ê
W * N N,SING,COM «œ»Ì« 
W * DELM DELM °
W * N N,SING,COM,INDF „—“Ì
W * ADJ ADJ,SIM ‘ﬂ‰‰œÂ
W * CON CON Ê
W * ADJ ADJ,SIM œﬁÌﬁ
W * V V,PRE,SIM «” 
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,SURN ‘ÌŒ
W * N N,SING,PR ’»«Õ
W * N N,SING,PR «·«Õ„œ
W * N N,SING,PR «·Ã«»—
W * N N,SING,PR «·’»«Õ
W * N N,SING,COM,GEN „⁄«Ê‰
W * ADJ ADJ,ORD,GEN «Ê·
W * N N,SING,COM ‰Œ”  Ê“Ì—
W * CON CON Ê
W * N N,SING,COM,GEN Ê“Ì—
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM,GEN Œ«—ÃÂ
W * N N,SING,LOC,PR ﬂÊÌ 
W * N N,SING,COM,GEN «ŸÂ«—
W * N N,SING,COM «„ÌœÊ«—Ì
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,SING,COM,GEN  —”Ì„
W * N N,SING,COM ›·« 
W * N N,SING,COM ﬁ«—Â
W * P P,GEN »Ì‰
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM °
W * N N,SING,LOC,PR ﬂÊÌ 
W * CON CON Ê
W * N N,SING,LOC,PR,GEN ⁄—»” «‰
W * ADJ ADJ,SIM ”⁄ÊœÌ
W * P P œ—
W * N N,SING,LOC,PR Œ·ÌÃ ›«—”
W * ADV ADV,GENR,TIME »“ÊœÌ
W * N N,SING,COM Õ·
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM,GEN ÷„‰
W * ADJ ADJ,SIM Õ”«”
W * N N,SING,NFL,GEN ŒÊ«‰œ‰
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,SING,LOC,PR Õﬁ· «·œ—Â
W * N N,SING,COM,GEN —«Â Õ·
W * ADJ ADJ,SIM ”Ì«”Ì
W * RA RA —«
W * P P,GEN »—«Ì
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,deg,SIM »”Ì«—
W * P P »«
W * ADJ ADJ,CMPR «Â„Ì   —
W * P P «“
W * N N,SING,COM,GEN —«Â Õ·
W * ADJ ADJ,SIM ›‰Ì
W * V V,PA,SIM,POS,3 ŒÊ«‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN Œ»—ê“«—Ì
W * N N,SING,LOC,PR ﬂÊÌ 
W * N N,SING,COM ’Õ» 
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * ADV ADV,GENR,SIM  ·ÊÌÕ«"
W * N N,SING,COM,GEN ⁄·«ﬁÂ „‰œÌ
W * N N,SING,LOC,AFF,3 ﬂ‘Ê—‘
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «‰Ã«„
W * N N,PL,COM,GEN ê›  ÊêÊÂ«Ì
W * ADJ ADJ,SIM ”Ì«”Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * DELM DELM °
W * N N,SING,TIME ﬁ»·
W * P P «“
W * N N,PL,COM,GEN »ÕÀÂ«Ì
W * ADJ ADJ,SIM ›‰Ì
W * DELM DELM °
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM «‘«—Â
W * N N,SING,COM ﬁ—«—
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * ADV ADV,GENR,SIM «‰ ‘«¡«··Â
W * N N,SING,COM,GEN „”«·Â
W * N N,SING,COM,GEN  —”Ì„
W * N N,PL,COM,GEN ÕœÊœ
W * N N,SING,COM,GEN ›·« 
W * N N,SING,COM ﬁ«—Â
W * P P,GEN »Ì‰
W * PRO PRO,personal,PL,1 „«
W * DELM DELM °
W * N N,SING,LOC,PR ⁄—»” «‰
W * CON CON Ê
W * N N,SING,LOC,PR «Ì—«‰
W * ADV ADV,GENR,TIME »“ÊœÌ
W * N N,SING,COM Õ·
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN „⁄«Ê‰
W * ADJ ADJ,ORD,GEN «Ê·
W * N N,SING,COM,GEN ‰Œ”  Ê“Ì—
W * N N,SING,LOC,PR ﬂÊÌ 
W * P P,GEN »œÊ‰
W * N N,SING,COM «‘«—Â
W * P P »Â
W * N N,SING,COM,GEN  «—ÌŒ
W * ADJ ADJ,SIM,INDF „‘Œ’Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «Ã·«”
W * ADJ ADJ,SIM ”Â Ã«‰»Â
W * P P,GEN »Ì‰
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,SING,LOC,PR —Ì«÷
W * CON CON Ê
W * N N,SING,LOC,PR ﬂÊÌ 
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * V V,PRE,ADJC,4 «„ÌœÊ«—Ì„
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * ADV ADV,GENR,TIME »“ÊœÌ
W * ADJ ADJ,SIM „Õﬁﬁ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,SURN ‘ÌŒ
W * N N,SING,PR ’»«Õ
W * N N,SING,PR «·«Õ„œ
W * N N,PL,ORD,GEN «Ê«Œ—
W * N N,SING,TIME,GEN „«Â
W * ADJ ADJ,SIM,GEN „Ì·«œÌ
W * ADJ ADJ,SIM ê–‘ Â
W * N N,SING,COM «⁄·«„
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ê› êÊÂ«Ì
W * ADJ ADJ,SIM —”„Ì
W * P P,GEN »Ì‰
W * N N,SING,NUM ”Â
W * N N,SING,LOC ﬂ‘Ê—
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,LOC,PR Õﬁ· «·œ—Â
W * CON CON Ê
W * N N,SING,COM,GEN ›·« 
W * N N,SING,COM ﬁ«—Â
W * P P œ—
W * N N,SING,TIME,GEN „«Â
W * ADJ ADJ,SIM,GEN Ã«—Ì
W * ADJ ADJ,SIM „Ì·«œÌ
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,PL,COM,GEN Ê“Ì—«‰
W * N N,SING,COM,GEN ‰› 
W * N N,SING,LOC,PR,GEN ⁄—»” «‰
W * ADJ ADJ,SIM ”⁄ÊœÌ
W * CON CON Ê
W * N N,SING,LOC,PR ﬂÊÌ 
W * N N,SING,ORD,GEN Â›œÂ„
W * N N,SING,MON,GEN Œ—œ«œ„«Â
W * ADJ ADJ,SIM Ã«—Ì
W * P P œ—
W * N N,SING,COM,GEN «Ã·«”
W * ADJ ADJ,SIM,INDF ›‘—œÂ «Ì
W * P P œ—
W * N N,SING,LOC,PR —Ì«÷
W * P P »Â
W * N N,SING,COM »ÕÀ
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,SING,COM,GEN ›·« 
W * N N,SING,COM ﬁ«—Â
W * CON CON Ê
W * N N,SING,COM,GEN  —”Ì„
W * N N,PL,COM,GEN ÕœÊœ
W * N N,PL,COM,GEN „—“Â«Ì
W * ADJ ADJ,SIM,GEN œ—Ì«ÌÌ
W * N N,SING,NUM œÊ
W * N N,SING,LOC ﬂ‘Ê—
W * V V,PA,SIM,POS,6 Å—œ«Œ ‰œ
W * DELM DELM .
W * N N,SING,LOC,PR —Ì«÷
W * CON CON Ê
W * N N,SING,LOC,PR ﬂÊÌ 
W * N N,PL,COM,GEN ‰ «ÌÃ
W * ADJ ADJ,SIM,INDF „‘Œ’Ì
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM „–«ﬂ—« 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Å‘ 
W * N N,PL,COM,GEN œ—Â«Ì
W * ADJ ADJ,INO »” Â
W * N N,SING,COM «‰Ã«„
W * ADJ ADJ,INO ‘œÂ
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,NEG,6 ‰ﬂ—œ‰œ
W * CON CON Ê·Ì
W * QUA QUA »—ŒÌ
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM ﬂÊÌ Ì
W * P P «“
W * N N,SING,COM,GEN «œ«„Â
W * N N,PL,COM,GEN „–«ﬂ—« 
W * ADJ ADJ,SIM œÊÃ«‰»Â
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN Ã—Ì«‰
W * N N,SING,COM,GEN ”›—
W * N N,SING,COM,GEN Ê·Ì⁄Âœ
W * N N,SING,LOC,PR,GEN ⁄—»” «‰
W * ADJ ADJ,SIM ”⁄ÊœÌ
W * CON CON ﬂÂ
W * N N,SING,COM ﬁ—«—
W * V V,PRE,SIM «” 
W * N N,SING,TIME,GEN Â› Â
W * ADJ ADJ,SIM ¬Ì‰œÂ
W * P P «“
W * N N,SING,LOC,PR ﬂÊÌ 
W * N N,SING,NFL œÌœ‰
W * V V,SUB,POS,3 ﬂ‰œ
W * N N,SING,COM ”Œ‰
W * V V,PA,SIM,POS,6 ê› ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN Â› Â ‰«„Â
W * N N,SING,PR „Ìœ
W * N N,SING,COM,GEN ç«Å
W * N N,SING,LOC,PR ·‰œ‰
W * DELM DELM °
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * N N,SING,SURN „Â‰œ”
W * N N,SING,PR,GEN «”Õ«ﬁ
W * N N,SING,PR ÃÂ«‰êÌ—Ì
W * DELM DELM °
W * N N,SING,COM,GEN Ê“Ì—
W * N N,PL,COM „⁄«œ‰
W * CON CON Ê
W * N N,PL,COM ›·“« 
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,SING,COM,GEN »—‰œÂ
W * ADJ ADJ,SIM,GEN Œ«—ÃÌ
W * ADJ ADJ,SUP »“—ê —Ì‰
W * N N,SING,COM,GEN ﬁ—«—œ«œ
W * N N,SING,COM,GEN ”—„«ÌÂ ê–«—Ì
W * ADJ ADJ,SIM Œ«—ÃÌ
W * P P œ—
W * N N,SING,COM,GEN »Œ‘
W * N N,SING,COM  Ê·Ìœ
W * CON CON Ê
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM,GEN ›·“
W * N N,SING,COM —ÊÌ
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * P P  «
W * N N,SING,TIME,GEN „«Â
W * N N,SING,MON éÊ∆ÌÂ
W * DELM DELM ª
W * N N,SING,MON  Ì—
W * DELM DELM -
W * N N,SING,MON „—œ«œ
W * DELM DELM ´
W * N N,SING,COM «⁄·«„
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN Â› Â ‰«„Â
W * ADJ ADJ,SIM,GEN «ﬁ ’«œÌ
W * N N,SING,PR „Ìœ· «Ì”  «ﬂÊ‰Ê„Ìﬂ œ«ÌÃ”  „Ìœ
W * P P œ—
W * N N,SING,COM,GEN ‘„«—Â
W * ADJ ADJ,SIM,GEN «ŒÌ—
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,INO «›“ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,INDF ﬂ‰”—”ÌÊ„Ì
W * ADJ ADJ,SIM „ ‘ﬂ·
W * P P «“
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ‘—ﬂ 
W * ADJ ADJ,SIM,GEN «” —«·Ì«ÌÌ
W * N N,SING,NPR »Ì . «ç . ÅÌ Å —Ê·ÌÊ„
W * CON CON Ê
W * N N,SING,PR „Ê· ÌÅ·” ﬂ«‰” —«ﬂ‘‰
W * P P œ—
W * N N,SING,COM,GEN „‰«ﬁ’Â
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,COM,GEN ÿ—Õ
W * N N,SING,COM,GEN «Õœ«À
W * N N,SING,NUM Ìﬂ
W * N N,SING,LOC,GEN ﬂ«—Œ«‰Â
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM —ÊÌ
W * P P œ—
W * N N,SING,LOC,PR “‰Ã«‰
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN Ÿ—›Ì 
W * N N,SING,COM,GEN ›—¬Ê—Ì
W * ADV ADV,GENR,TIME ”«·«‰Â
W * N N,SING,NUM 100
W * N N,SING,NUM Â“«—
W * N N,SING,COM  ‰
W * P P »«
W * N N,SING,COM,GEN ‘—ﬂ 
W * ADJ ADJ,SIM,GEN ﬂ«‰«œ«ÌÌ
W * N N,SING,PR ﬂÊ„Ì‰ﬂÊ
W * N N,SING,COM —ﬁ«» 
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,PR „Ìœ
W * ADJ ADJ,SIM «÷«›Â
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,SING,COM,GEN ‘—ﬂ 
W * ADJ ADJ,SIM »—‰œÂ
W * P P »Â
W * N N,SING,COM,GEN „Ì“«‰
W * N N,SING,NUM 49
W * N N,SING,COM œ—’œ
W * P P œ—
W * N N,SING,LOC,GEN ﬂ«—Œ«‰Â
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM —ÊÌ
W * P P œ—
W * N N,SING,LOC,PR “‰Ã«‰
W * N N,SING,COM ”Â„
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON Ê
W * N N,SING,COM,GEN „«»ﬁÌ
W * N N,PL,COM,GEN ”Â«„
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ«—Œ«‰Â
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN «Œ Ì«—
W * N N,PL,COM,GEN ‘—ﬂ Â«Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,COM ﬁ—«—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ‰Ê‘ Â
W * DET DET «Ì‰
W * N N,SING,COM Â› Â ‰«„Â
W * DELM DELM °
W * N N,SING,COM ﬁ—«—
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,PL,COM,GEN „—«Õ·
W * ADJ ADJ,SIM »⁄œÌ
W * N N,SING,COM,GEN Ÿ—›Ì 
W * N N,SING,COM,GEN ›—¬Ê—Ì
W * N N,SING,LOC,GEN ﬂ«—Œ«‰Â
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,LOC,PR “‰Ã«‰
W * P P œ—
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM Å‰Ã
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ¬Ì‰œÂ
W * P P »Â
W * N N,SING,NUM œÊ
W * ADJ ADJ,SIM »—«»—
W * N N,SING,COM «›“«Ì‘
W * ADJ ADJ,INO Ì«› Â
W * CON CON Ê
W * N N,SING,COM,GEN Ÿ—›Ì 
W * ADJ ADJ,SIM,GEN ”«·«‰Â
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * P P  «
W * N N,SING,COM,GEN ”ÿÕ
W * ADV ADV,GENR,TIME ”«·«‰Â
W * N N,SING,NUM 400
W * N N,SING,NUM Â“«—
W * N N,SING,COM  ‰
W * N N,SING,COM «›“«Ì‘
W * V V,SUB,POS,3 œÂœ
W * CON CON ﬂÂ
W * N N,SING,NUM 15
W * ADJ ADJ,SIM,GEN »—«»—
W * N N,SING,COM,GEN ”ÿÕ
W * ADJ ADJ,SIM,GEN ﬂ‰Ê‰Ì
W * PRO PRO,DEMO,SING ¬‰
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN Œ»—ê“«—Ì
W * N N,SING,PR —ÊÌ —
W * CON CON ‰Ì“
W * P P »«
W * N N,SING,COM,GEN œ—Ã
W * N N,PL,COM,GEN «ŸÂ«—« 
W * N N,SING,SURN „Â‰œ”
W * N N,SING,PR ÃÂ«‰êÌ—Ì
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN  «”Ì”
W * N N,SING,LOC,GEN ﬂ«—Œ«‰Â
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM —ÊÌ
W * P P œ—
W * N N,SING,LOC,PR “‰Ã«‰
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,INO «›“ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,SING,LOC,GEN ﬂ«—Œ«‰Â
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,LOC,PR »«›ﬁ
W * CON CON ﬂÂ
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,LOC,GEN ﬂ«—Œ«‰Â
W * N N,SING,COM,GEN –Ê»
W * N N,SING,COM,GEN —ÊÌ
W * ADJ ADJ,SIM ”Ê·›ÌœÌ
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PRE,SIM «” 
W * P P »«
W * N N,SING,COM,GEN Ÿ—›Ì 
W * N N,SING,COM,GEN ›—¬Ê—Ì
W * ADV ADV,GENR,TIME ”«·«‰Â
W * N N,SING,NUM 26
W * N N,SING,NUM Â“«—
W * N N,SING,COM  ‰
W * P P œ—
W * N N,SING,TIME,GEN Â› Â
W * ADJ ADJ,SIM Ã«—Ì
W * N N,SING,COM «›  «Õ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
Sub * SUBJ SUBJ !Ã€—«›Ì«ÌÌ!
Sub * SUBJ SUBJ !Ã«„⁄Â ‘‰«”Ì!
W * DELM DELM #
W * N N,SING,COM «ﬁ·Ì„
W * CON CON Ê
W * N N,SING,COM Ã€—«›Ì«
W * DELM DELM #
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * N N,SING,COM ”ƒ«·
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P  «
W * DET DET,I çÂ
W * N N,SING,COM «‰œ«“Â
W * N N,SING,COM «ﬁ·Ì„
W * DELM DELM °
W * N N,SING,COM,GEN „Êﬁ⁄Ì 
W * ADJ ADJ,SIM Ã€—«›Ì«∆Ì
W * CON CON Ê
W * N N,SING,COM ÿ»Ì⁄ 
W * DELM DELM °
