Sub * SUBJ SUBJ !«ﬁ ’«œÌ!
W * N N,PL,LOC,GEN Œ«‰Â Â«Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * P P «“
W * QUA QUA,GEN  „«„
W * N N,PL,COM «Ì—«‰Ì«‰
W * V V,PA,SIM,POS,3 ŒÊ«” 
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,COM  ÊÂÌ‰
W * P P »Â
W * N N,PL,COM,GEN “‰«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,COM «⁄ —«÷
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,PR »Ì·
W * N N,SING,PR „«—
W * N N,SING,COM,GEN „Ã—Ì
W * N N,SING,COM,GEN »—‰«„Â
W * ADJ ADJ,SIM,GEN «‘ »«Â
W * ADJ ADJ,SIM ”Ì«”Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ”ÿÕ
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * N N,SING,COM ÅŒ‘
W * V V,PRS,POS,3 „Ì ‘Êœ
W * P P œ—
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN »—‰«„Â Â«Ì
W * ADJ ADJ,SIM,GEN «ŒÌ—
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,INO ê› Â
W * V V,PA,SIM,POS,3 »Êœ
W * N N,PL,COM,GEN “‰«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,COM,GEN Õﬁ
W * N N,SING,NFL —› ‰
W * P P »Â
W * N N,SING,LOC œ«‰‘ê«Â
W * RA RA —«
W * V V,PRS,NEG,6 ‰œ«—‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM  ‰Â«
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * N N,SING,COM ‘ —”Ê«—Ì
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,PL,COM,GEN «Ì—«‰Ì«‰
W * ADJ ADJ,SIM „⁄ —÷
W * P P «“
W * ADJ ADJ,SIM œÌê—
W * N N,PL,COM,GEN Â„Êÿ‰«‰
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,6 ŒÊ«” ‰œ
W * P P »«
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,SING,COM,GEN «»“«—
W * N N,SING,COM «Ì‰ —‰ 
W * N N,SING,COM,GEN ’œ«Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN êÊ‘
W * ADJ ADJ,SIM œÌê—
W * N N,PL,COM,GEN «Ì—«‰Ì«‰
W * ADJ ADJ,SIM,GEN ”«ﬂ‰
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * V V,SUB,POS,6 »—”«‰‰œ
W * CON CON Ê
W * PRO PRO,INDF,SING Â„êÌ
W * P P,GEN »œÊ‰
W * P P œ—
W * N N,SING,COM ‰Ÿ—
W * N N,SING,NFL,GEN ê—› ‰
W * N N,PL,COM,GEN ê—«Ì‘« 
W * ADJ ADJ,SIM ”Ì«”Ì
W * P P «“
W * N N,SING,COM,GEN «⁄ »«—
W * N N,SING,COM,GEN “‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * CON CON Ê
W * N N,PL,COM «Ì—«‰Ì«‰
W * N N,SING,COM œ›«⁄
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * PRO PRO,INDF,SING »—ŒÌ
W * P P «“
W * N N,PL,COM,GEN œÌœ«—ﬂ‰‰œê«‰
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,6 ŒÊ«” ‰œ
W * P P »«
W * N N,SING,COM,GEN «—”«·
W * N N,SING,COM,GEN ‰«„Â
W * ADJ ADJ,SIM «·ﬂ —Ê‰Ìﬂ
W * CON CON Ê
W * N N,SING,COM ‰„«»—
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ‘»ﬂÂ
W * N N,SING,NPR «Ì »Ì ”Ì
W * N N,PL,COM,GEN „—« »
W * N N,SING,COM,GEN «⁄ —«÷
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM »Ì«‰
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * SUBJ SUBJ !!!
W * N N,PL,COM,GEN »«‰Ê«‰
W * N N,PL,GR,GEN Œ«‰Ê«œÂ Â«Ì
W * ADJ ADJ,SIM ”ÊêÊ«—
W * N N,SING,SURN Õ«ÃÌÂ
W * N N,SING,PR,GEN ﬁœ”ÌÂ
W * N N,SING,PR,GEN ⁄«’„Ì
W * N N,SING,PR  Â—«‰Ì
W * DELM DELM ‹
W * N N,SING,PR €‰Ì “«œÂ
W * DELM DELM ‹
W * N N,SING,PR,GEN ⁄“  «·”«œ« 
W * N N,SING,PR ﬁÊ«„Ì
W * DELM DELM ‹
W * N N,SING,PR „ÌÀ„Ì
W * DELM DELM ‹
W * N N,SING,PR ⁄·Ì‰ﬁÌ«‰
W * DELM DELM ‹
W * N N,SING,PR,GEN —ÕÌ„Â
W * N N,SING,PR,GEN ’œ—Ì
W * N N,SING,PR ⁄»œ«··ÂÌ«‰
W * DELM DELM ‹
W * N N,SING,PR „»‘—Ì
W * DELM DELM ‹
W * N N,SING,PR ’œ—Ì
W * N N,SING,NPR Â„«
W * N N,SING,PR —÷Ê«‰Ì
W * N N,SING,PR Õ”«„Ì
W * DELM DELM ‹
W * N N,SING,PR —÷Ê«‰Ì
W * DELM DELM ‹
W * N N,SING,PR –ﬂ«∆Ì
W * DELM DELM ‹
W * N N,SING,PR ¬‘ Ì«‰Ì
W * N N,SING,PR ·Ìœ«
W * DELM DELM _
W * N N,SING,PR,GEN «„Ì—
W * N N,SING,PR ⁄“Ì“Ì
W * DELM DELM ‹
W * N N,SING,PR ⁄“Ì“Ì
W * DELM DELM ‹
W * N N,SING,PR ⁄ÿ«—
W * DELM DELM ‹
W * N N,SING,PR ﬂ«‘«‰Ì
W * DELM DELM .
W * N N,PL,SURN ¬ﬁ«Ì«‰
W * N N,SING,PR,GEN „’ÿ›Ì
W * N N,SING,PR ﬁ«∆„Ì
W * DELM DELM ‹
W * N N,SING,PR ﬁ‰«⁄ 
W * DELM DELM ‹
W * N N,SING,PR «”ﬂ‰œ—Ì
W * DELM DELM ‹
W * N N,SING,PR,GEN „Õ„œÕ”Ì‰
W * N N,SING,PR ”Ì„Ì‰ ÅÊ—
W * DELM DELM ‹
W * N N,SING,PR ÅÊ—„Õ„œÌ
W * N N,SING,PR ”Ìœ„Ã »Ì
W * DELM DELM _
W * N N,SING,PR,GEN „Ê”ÊÌ
W * N N,SING,PR «ÌÅﬂçÌ
W * DELM DELM ‹
W * N N,SING,PR ‘Ì—Ê«‰Ì
W * DELM DELM ‹
W * N N,SING,PR ÅÊ—‰«ÃÌ
W * DELM DELM _
W * N N,SING,PR,GEN ›·«ÿÊ—Ì
W * N N,SING,PR „ﬁœ„
W * DELM DELM ‹
W * N N,SING,PR ‘Â—ﬂÌ
W * DELM DELM ‹
W * N N,SING,PR «⁄ „«œÌ
W * SUBJ SUBJ !!!
W * DELM DELM .
Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * N N,SING,COM,GEN „’—›
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM,GEN œ«—ÊÂ«Ì
W * ADJ ADJ,SIM —«ÌÃ
W * P P »Â
W * N N,PL,COM œ‰œ«‰Â«
W * N N,SING,COM ¬”Ì»
W * V V,PRS,POS,3 „Ì “‰œ
W * DELM DELM _
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * N N,PL,COM,GEN ÅéÊÂ‘ê—«‰
W * N N,SING,LOC,GEN œ«‰‘ê«Â
W * N N,SING,COM —Êç” —
W * N N,SING,LOC,PR «„—Ìﬂ«
W * DELM DELM °
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM 600
W * SPEC SPEC ﬁ·„
W * N N,SING,COM œ«—Ê
W * P P »«
W * N N,SING,COM ﬂ«Â‘
W * N N,SING,NFL,GEN œ«œ‰
W * N N,SING,COM,GEN »“«ﬁ
W * N N,SING,COM œÂ«‰
W * N N,SING,COM,GEN „ÊÃ»
W * N N,SING,COM,GEN ¬”Ì» Å–Ì—Ì
W * N N,PL,COM œ‰œ«‰Â«
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * N N,PL,COM Å“‘ﬂ«‰
W * DELM DELM °
W * N N,PL,COM œ‰œ«‰Â«
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM œ«Ì„
W * P P œ—
W * N N,SING,COM,GEN „⁄—÷
W * N N,PL,COM,GEN ⁄Ê«—÷
W * ADJ ADJ,SIM,GEN  Œ—Ì» ﬂ‰‰œÂ
W * N N,PL,COM,GEN »«ﬂ —ÌÂ«Ì
W * ADJ ADJ,SIM,GEN „Ê·œ
W * N N,SING,COM «”Ìœ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,6 œ«—‰œ
W * CON CON Ê
W * N N,SING,COM,GEN »“«ﬁ
W * N N,SING,COM œÂ«‰
W * P P »«
W * N N,PL,COM,GEN ŒÊ«’
W * ADJ ADJ,SIM,INDF ‘ê›  ¬Ê—Ì
W * CON CON ﬂÂ
W * V V,PRS,POS,3 œ«—œ
W * P P «“
W * N N,SING,COM ¬”Ì» œÌœêÌ
W * N N,PL,COM œ‰œ«‰Â«
W * N N,SING,COM Ã·ÊêÌ—Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN »“«ﬁ
W * N N,SING,COM œÂ«‰
W * CON CON ⁄·«ÊÂ »—
W * N N,SING,COM,GEN Œ«’Ì 
W * N N,SING,COM „Õ«›Ÿ  ﬂ‰‰œêÌ
W * DELM DELM °
W * N N,SING,COM,GEN ﬁœ— 
W * N N,SING,COM,GEN  —„Ì„
W * N N,SING,COM,GEN Œ—«»Ì
W * N N,SING,COM œ‰œ«‰
W * RA RA —«
W * CON CON ‰Ì“
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,PL,COM,GEN „ÿ«·⁄« 
W * N N,SING,COM «‰Ã«„
W * MORP MORP,MADJ ‘œÂ
W * P P »—
W * N N,SING,COM,GEN —ÊÌ
W * N N,PL,COM,GEN ÕÌÊ«‰« 
W * ADJ ADJ,SIM ¬“„«Ì‘ê«ÂÌ
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON ﬂÂ
W * N N,PL,COM,INDF œ«—ÊÂ«ÌÌ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „ÊÃ»
W * N N,SING,COM,GEN Œ‘ﬂÌ
W * N N,SING,COM œÂ«‰
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM °
W * N N,SING,COM,GEN Œÿ—
W * N N,SING,COM,GEN »—Ê“
W * N N,SING,COM,GEN ÅÊ”ÌœêÌ
W * N N,SING,COM œ‰œ«‰
W * RA RA —«
W * P P  «
W * N N,SING,NUM 90
W * N N,SING,COM œ—’œ
W * N N,SING,COM «›“«Ì‘
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * DELM DELM °
W * QUA QUA »—ŒÌ
W * P P «“
W * N N,PL,COM œ«—ÊÂ«
W * P P «“
W * N N,SING,COM Ã„·Â
W * N N,SING,COM,GEN œ«—ÊÌ
W * ADJ ADJ,SIM,GEN ﬁ·»Ì
W * N N,SING,COM Å—ÊÅ—«‰Ê·Ê·
W * P P »«
W * N N,SING,COM,GEN  €ÌÌ—
W * N N,PL,COM,GEN ŒÊ«’
W * N N,SING,COM,GEN »“«ﬁ
W * N N,SING,COM œÂ«‰
W * ADJ ADJ,SIM,GEN „«‰⁄
W * N N,SING,COM,GEN »—Ê“
W * N N,PL,COM,GEN «À—« 
W * N N,SING,COM,GEN ÷œ
W * N N,SING,COM,GEN ÅÊ”ÌœêÌ
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,PL,COM „ Œ’’Ì‰
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * N N,SING,COM ÊÃÊœ
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM ﬁ‰œÌ
W * CON CON Ê
W * N N,PL,COM,GEN –—« 
W * ADJ ADJ,SIM €–«ÌÌ
W * P P œ—
W * N N,SING,COM œÂ«‰
W * CON CON Ê
W * N N,SING,COM,GEN  Ã“ÌÂ
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P,GEN  Ê”ÿ
W * N N,PL,COM,GEN »«ﬂ —ÌÂ«Ì
W * ADJ ADJ,SIM „ÊÃÊœ
W * DELM DELM °
W * N N,SING,COM,GEN ”»»
W * N N,SING,COM,GEN  ‘ﬂÌ·
W * N N,SING,COM «”Ìœ
W * P P œ—
W * N N,SING,COM,GEN „Ã«Ê— 
W * N N,SING,COM œ‰œ«‰
W * CON CON Ê
W * N N,SING,COM ŒÊ—œêÌ
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM,GEN „⁄œ‰Ì
W * N N,SING,COM,GEN „Ì‰«Ì
W * N N,SING,COM œ‰œ«‰
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * CON CON Ê·Ì
W * N N,SING,COM,GEN »“«ﬁ
W * N N,SING,COM œÂ«‰
W * N N,SING,COM,GEN  Ê«‰«ÌÌ
W * N N,SING,COM,GEN  —„Ì„
W * N N,PL,COM,GEN ŒÊ—œêÌÂ«Ì
W * ADJ ADJ,SIM Ã“ÌÌ
W * RA RA —«
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,PL,COM,INDF »Ì„«—«‰Ì
W * CON CON ﬂÂ
W * ADJ ADJ,SIM „Ã»Ê—
W * P P »Â
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,INDF œ«—ÊÂ«ÌÌ
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ⁄«—÷Â
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,GEN Œ‘ﬂÌ
W * N N,SING,COM œÂ«‰
W * V V,PRE,SIM «” 
W * V V,AUX,NIN,POS »«Ìœ
W * N N,PL,COM „«Ì⁄« 
W * DELM DELM °
W * N N,SING,COM ‰Ê‘«»Â
W * CON CON Ê
W * N N,SING,COM,GEN ¬» „ÌÊÂ
W * ADJ ADJ,SIM ›—«Ê«‰
W * P P œ—
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,TIME ‘»«‰Â —Ê“
W * V V,SUB,POS,6 »‰Ê‘‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !ÃœÊ·!
W * ADJ ADJ,SIM «›ﬁÌ
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM ‹
W * P P «“
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,PR —ÊœﬂÌ
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM,GEN »“—ê
W * ADJ ADJ,SIM Å«—”Ì
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM „ √”›«‰Â
W * CON CON,COMP Ã“
W * N N,PL,COM,INDF «»Ì« Ì
W * N N,SING,NUM ç‰œ
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM »«ﬁÌ
W * ADJ ADJ,INO,NEG ‰„«‰œÂ
W * V V,PRE,SIM «” 
W * N N,SING,NUM 2
W * DELM DELM ‹
W * N N,SING,COM «‘«—Â
W * N N,SING,NFL ﬂ—œ‰
W * DELM DELM ‹
W * ADJ ADJ,SIM »Ì ¬»—Ê
W * CON CON Ê
W * ADJ ADJ,SIM ‰‰êÌ‰
W * DELM DELM ‹
W * N N,SING,COM,GEN —«œ«—
W * N N,SING,COM Å—‰œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM,GEN ÂÊ«ÅÌ„«Ì
W * N N,SING,COM,GEN Ã«”Ê”Ì
W * ADJ ADJ,SIM ¬„—Ìﬂ«ÌÌ
W * N N,SING,NUM 3
W * DELM DELM ‹
W * N N,PL,COM,GEN —«Â Â«Ì
W * N N,SING,COM Ê—Êœ
W * DELM DELM ‹
W * N N,SING,COM ›—Ê€
W * CON CON Ê
W * N N,SING,COM Å— Ê
W * DELM DELM ‹
W * N N,SING,COM ‰«„ ¬Ê—Ì
W * CON CON Ê
W * N N,SING,COM ¬Ê«“Â
W * N N,SING,NUM 4
W * DELM DELM ‹
W * N N,SING,COM,GEN «”»
W * N N,SING,COM ç«Å«—
W * DELM DELM ‹
W * N N,SING,COM,GEN „«œ—
W * ADJ ADJ,SIM  «“Ì
W * DELM DELM ‹
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM  Ê·Ìœ
W * CON CON Ê
W * N N,SING,COM,GEN «‰ ﬁ«·
W * N N,SING,COM,GEN ‰Ì—ÊÌ
W * N N,SING,COM «·ﬂ —Ì”Ì Â
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,NUM 5
W * DELM DELM ‹
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR  Ê 
W * DELM DELM °
W * ADJ ADJ,SIM,GEN ‰“œÌﬂ
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM ‹
W * ADJ ADJ,SIM ç«ﬁ
W * CON CON Ê
W * ADJ ADJ,SIM ›—»Â
W * DELM DELM ‹
W * N N,SING,COM  „«‘«
W * N N,SING,NFL ﬂ—œ‰
W * CON CON Ê
W * N N,SING,NFL ‰ê—Ì” ‰
W * DELM DELM ‹
W * DET DET,I çÂ
W * N N,SING,COM,INDF ﬂ”Ì
W * CON CON Ê
W * DET DET,I çÂ
W * N N,SING,COM,INDF Êﬁ Ì
W * DELM DELM ø
W * N N,SING,NUM 6
W * DELM DELM ‹
W * P P «“
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM ”‰  Ìﬂ
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  ÂÌÂ
W * N N,PL,COM,GEN Ÿ—›Â«Ì
W * N N,SING,COM €–«ŒÊ—Ì
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,PRS,POS,3 „Ì —Êœ
W * DELM DELM ‹
W * N N,SING,TIME,GEN „«Â
W * ADJ ADJ,SIM “„” «‰Ì
W * DELM DELM ‹
W * P P «“
W * N N,PL,COM,GEN Å”—«‰
W * N N,SING,PR ›—ÌœÊ‰
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,PR ‘«Â‰«„Â
W * N N,SING,NUM 7
W * DELM DELM ‹
W * ADJ ADJ,SIM Œ‘‰
W * CON CON Ê
W * N N,SING,COM,GEN ÷œ
W * ADJ ADJ,SIM ‰—„
W * DELM DELM ‹
W * N N,SING,LOC,INDF «Ì«· Ì
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * P P »«
W * N N,SING,COM „—ﬂ“
W * N N,SING,LOC,PR ﬂ«—”Ê‰ ”Ì Ì
W * DELM DELM ‹
W * N N,SING,COM › Ê«œÂ‰œÂ
W * N N,SING,NUM 8
W * DELM DELM ‹
W * N N,SING,PR,GEN ”—Ê‘
W * ADJ ADJ,SIM €Ì»Ì
W * DELM DELM ‹
W * N N,SING,LOC,GEN Å«Ì Œ 
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * ADJ ADJ,SIM,GEN ¬›—Ìﬁ«ÌÌ
W * N N,SING,LOC,PR ‰ÌÃ—
W * DELM DELM ‹
