Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,SURN ’
W * DELM DELM (
W * DELM DELM °
W * N N,SING,SURN,GEN «„«„
W * ADJ ADJ,ORD Â‘ „
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * CON CON Ê
W * N N,SING,COM,GEN ”«·ê—œ
W * N N,SING,COM,GEN «— Õ«·
W * N N,SING,SURN,GEN Õ÷— 
W * N N,SING,PR «„«„
W * N N,SING,COM,GEN «” ﬁ»«·
W * ADJ ADJ,SIM,GEN Ê”Ì⁄
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,COM œ«‰‘ÃÊ
W * P P «“
W * N N,SING,COM,GEN «‰Ã«„
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM,GEN Ã«‰»Ì
W * ADJ ADJ,SIM ›—Â‰êÌ
W * DELM DELM °
W * ADJ ADJ,SIM ⁄·„Ì
W * CON CON Ê
W * ADJ ADJ,SIM Â‰—Ì
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ¬Ì‰œÂ
W * N N,SING,LOC ﬂ‘Ê—
W * ADJ ADJ,SIM „Â„
W * N N,SING,COM «—“Ì«»Ì
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * CON CON Â—ç‰œ
W * N N,PL,COM,GEN ›⁄«·Ì Â«Ì
W * ADJ ADJ,SIM Ã‰»Ì
W * P P,GEN »—«Ì
W * N N,PL,COM œ«‰‘ÃÊÌ«‰
W * P P «“
W * N N,SING,COM,GEN ·Õ«Ÿ
W * ADJ ADJ,SIM ⁄·„Ì
W * CON CON Ê
W * ADJ ADJ,SIM  ÕﬁÌﬁÌ
W * ADJ ADJ,SIM „›Ìœ
W * V V,PRE,SIM «” 
W * CON CON Ê·Ì
W * N N,SING,COM,GEN —”«· 
W * ADJ ADJ,SIM,GEN «’·Ì
W * N N,SING,COM œ«‰‘ÃÊ
W * N N,SING,COM  Õ’Ì·
W * CON CON Ê
W * N N,SING,COM,GEN  ÕﬁÌﬁ
W * ADJ ADJ,SIM ÃœÌ
W * P P œ—
W * N N,PL,COM,GEN „Ê÷Ê⁄« 
W * ADJ ADJ,SIM œ—”Ì
W * CON CON Ê
W * ADJ ADJ,SIM ﬂ·«”Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,SURN ¬Ì  «··Â
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * N N,SING,NFL ‰Ê‘ ‰
W * P P »«
W * N N,SING,COM  ÕﬁÌﬁ
W * CON CON Ê
W * N N,SING,COM ¬ê«ÂÌ
W * RA RA —«
W * DELM DELM °
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN «’·
W * ADJ ADJ,SIM „”·„
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—
W * N N,PL,COM «‰ ‘«—« 
W * CON CON Ê
W * N N,PL,COM „ÿ»Ê⁄« 
W * N N,SING,COM –ﬂ—
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ›ﬁœ«‰
W * N N,SING,COM  ÕﬁÌﬁ
W * CON CON Ê
W * N N,SING,COM ¬ê«ÂÌ
W * N N,SING,COM ⁄·«ÊÂ
W * P P »—
W * ADJ ADJ,SIM »Ì «⁄ »«—
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM ‰ÊÌ”‰œÂ
W * P P »Â
W * N N,SING,COM ‘√‰
W * CON CON Ê
W * N N,SING,COM,GEN „‰“· 
W * N N,SING,COM ‰‘—ÌÂ
W * CON CON ‰Ì“
W * N N,SING,COM ·ÿ„Â
W * V V,PRS,POS,3 „Ì “‰œ
W * CON CON Ê
W * ADV ADV,GENR,TIME Â„Ê«—Â
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN ﬂÌ›Ì 
W * N N,SING,COM „ÿ·»
W * P P »—
W * N N,SING,COM,GEN ﬂ„Ì 
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM «—ÃÕ
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN „Ã„⁄
W * N N,SING,COM,GEN  ‘ŒÌ’
W * N N,SING,COM,GEN „’·Õ 
W * N N,SING,COM ‰Ÿ«„
W * P P «“
W * N N,SING,COM ‘Ã«⁄ 
W * CON CON Ê
W * N N,SING,COM ’—«Õ 
W * P P œ—
W * N N,SING,COM,GEN »Ì«‰
W * N N,PL,COM Õﬁ«Ìﬁ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * ADJ ADJ,SIM œÌê—
W * P P «“
W * N N,PL,COM,GEN ⁄Ê«„·
W * ADJ ADJ,SIM „ƒÀ—
W * CON CON Ê
W * ADJ ADJ,SIM „Â„
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—
W * N N,PL,COM ‰‘—Ì« 
W * N N,SING,COM ‰«„
W * V V,PA,SIM,POS,3 »—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,COM,GEN ‰ÊÌ”‰œÂ
W * ADJ ADJ,SIM ŒÊ»
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN »Ì«‰
W * N N,PL,COM Õﬁ«Ìﬁ
W * N N,SING,COM ‘Ã«⁄ 
W * CON CON Ê
W * N N,SING,COM «‰’«›
W * RA RA —«
W * P P »«
W * PRO PRO,REC Â„
W * N N,SING,COM —⁄«Ì 
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON Ê
W * QUA QUA Â—
W * N N,SING,COM ê«Â
W * ADJ ADJ,SIM,GEN „— ﬂ»
W * N N,SING,COM «‘ »«Â
W * P P œ—
W * N N,SING,COM ﬁ÷«Ê 
W * CON CON Ê
W * N N,SING,COM,GEN ‰Ê‘ Â
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,3 ‘œ
W * P P »«
W * DET DET Â„«‰
W * N N,SING,COM ‘Ã«⁄ 
W * P P »Â
W * N N,SING,COM,GEN «‘ »«Â
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM «⁄ —«›
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,SING,COM «’·«Õ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * N N,SING,COM,INDF ÊœÌ⁄Â «Ì
W * ADJ ADJ,SIM «·ÂÌ
W * P P,GEN ‰“œ
W * N N,SING,GR,GEN „· 
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PA,SIM,POS,3 œ«‰” 
W * CON CON Ê
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM,GEN Ê«—À
W * N N,SING,COM,INDF «‰ﬁ·«»Ì
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Õ«’·
W * N N,PL,COM „Ã«Âœ Â«
W * CON CON Ê
W * N N,SING,COM,GEN ‘Â«œ 
W * N N,PL,NUM Â“«—«‰
W * N N,SING,COM „»«—“
W * CON CON Ê
W * N N,SING,COM ‘ÂÌœ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,LOC,PR «Ì—«‰
W * P P «“
W * N N,SING,COM,GEN ﬁÌœ
W * N N,SING,COM Ÿ·„
W * CON CON Ê
W * N N,SING,COM,GEN ” „
W * ADJ ADJ,SIM ç‰œÌ‰ ”«·Â
W * ADJ ADJ,SIM ¬“«œ
W * CON CON Ê
W * N N,SING,COM,GEN ›÷«Ì
W * ADJ ADJ,SIM „‰«”»
W * CON CON Ê
W * N N,SING,COM ¬“«œÌ
W * P P,GEN »—«Ì
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,LOC ﬂ‘Ê—
W * ADV ADV,GENR,SIM »ÊÌéÂ
W * P P œ—
W * N N,PL,COM œ«‰‘ê«ÂÂ«
W * N N,SING,COM ›—«Â„
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,SURN ¬Ì  «··Â
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,PL,COM,GEN ‘—«Ìÿ
W * ADV ADV,GENR,TIME «„—Ê“
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,SING,COM  «—ÌŒ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM «” À‰«¡
W * V V,PRE,SIM «” 
W * CON CON Ê
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN ﬁœ—œ«‰
W * N N,SING,COM,GEN —‘«œ 
W * N N,PL,COM ‘ÂÌœ«‰
W * CON CON Ê
W * N N,SING,COM,GEN „Ã«Âœ 
W * N N,SING,PR,GEN «„«„
W * ADJ ADJ,SIM —«Õ·
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ¬” «‰Â
W * N N,SING,COM,GEN ”«·ê—œ
W * N N,SING,COM,GEN —Õ· 
W * DET DET «Ì‰
W * N N,SING,COM,GEN ‘Œ’Ì 
W * ADJ ADJ,SIM »“—ê
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,4 œ«—Ì„
W * V V,SUB,POS,4 »«‘Ì„
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * N N,PL,COM ‘Ì«ÿÌ‰
W * CON CON Ê
W * N N,PL,COM,GEN œ‘„‰«‰
W * DET DET «Ì‰
W * N N,SING,COM «‰ﬁ·«»
W * ADV ADV,GENR,TIME «„—Ê“
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ÃœÌ
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * V V,SUB,NEG,6 ‰ê–«—‰œ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM,GEN —«Â
W * ADJ ADJ,SIM,GEN  ﬂ«„·Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM ÿÌ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM —Ê
W * N N,SING,COM,GEN «„Ìœ
W * N N,SING,LOC ﬂ‘Ê—
W * P P »Â
W * N N,PL,COM ÃÊ«‰«‰
W * CON CON Ê
W * N N,PL,COM œ«‰‘ê«ÂÌ«‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Êﬁ⁄Ì 
W * ADJ ADJ,SIM ﬂ‰Ê‰Ì
W * RA RA —«
W * N N,SING,COM œ—ﬂ
W * CON CON Ê
W * N N,SING,COM ¬Ì‰œÂ
W * RA RA —«
W * ADJ ADJ,SIM ŒÊ»
W * N N,SING,COM  —”Ì„
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !„ÕÌÿ “Ì” !
W * DELM DELM #
W * N N,SING,COM —∆Ì” Ã„ÂÊ—
W * DELM DELM :
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM,GEN „ÕÌÿ
W * N N,SING,COM “Ì” 
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN ›—Â‰ê
W * ADJ ADJ,SIM ⁄„Ê„Ì
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR Œ« „Ì
W * N N,SING,COM —∆Ì”
W * N N,SING,COM Ã„ÂÊ—Ì
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY çÂ«—‘‰»Â
W * P P œ—
W * N N,SING,COM,GEN Ã·”Â
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM,GEN ⁄«·Ì
W * N N,SING,COM,GEN „ÕÌÿ
W * N N,SING,COM “Ì” 
W * DELM DELM °
W * P P »—
W * N N,SING,COM,GEN »—‰«„Â —Ì“Ì
W * ADJ ADJ,SIM ﬂ·«‰
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN —›⁄
W * N N,PL,COM,GEN ¬·ÊœêÌÂ«Ì
W * ADJ ADJ,SIM ‰«‘Ì
W * P P «“
W * N N,SING,COM  Ê”⁄Â
W * CON CON Ê
W * ADJ ADJ,SIM ’‰⁄ Ì
W * N N,SING,NFL,GEN ‘œ‰
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM  «ﬂÌœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM,GEN „ÕÌÿ
W * N N,SING,COM “Ì” 
W * V V,AUX,NIN,POS »«Ìœ
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ›—Â‰ê
W * ADJ ADJ,SIM ⁄„Ê„Ì
W * P P œ—
W * N N,SING,COM Ã«„⁄Â
W * N N,SING,COM œ‰»«·
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,LOC,GEN «œ«—Â
W * N N,SING,COM,GEN ﬂ·
W * N N,PL,COM «ÿ·«⁄« 
W * CON CON Ê
W * N N,PL,COM,GEN «Œ»«—
W * N N,SING,COM —Ì«” 
W * N N,SING,COM Ã„ÂÊ—Ì
W * DELM DELM °
W * N N,SING,COM —∆Ì”
W * N N,SING,COM Ã„ÂÊ—
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Ã·”Â
W * P P »«
W * N N,SING,COM «‘«—Â
W * P P »Â
W * N N,SING,COM,GEN  ﬁ«—‰
W * N N,SING,COM,GEN  ‘ﬂÌ·
W * DET DET «Ì‰
W * N N,SING,COM Ã·”Â
W * P P »«
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM,GEN ÃÂ«‰Ì
W * N N,SING,COM,GEN „ÕÌÿ
W * N N,SING,COM “Ì” 
W * DELM DELM °
W * N N,SING,COM ‰ê«Â
W * P P »Â
W * N N,SING,COM,GEN „ÕÌÿ
W * N N,SING,COM “Ì” 
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN  Ê”⁄Â
W * N N,SING,LOC ﬂ‘Ê—
W * ADJ ADJ,SIM ÷—Ê—Ì
W * V V,PA,SIM,POS,3 œ«‰” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * CON CON Â„ç‰Ì‰
W * P P »Â
W * N N,SING,COM,GEN ‰ê«Â
W * ADJ ADJ,SIM,GEN ›·”›Ì
W * N N,SING,COM «‰”«‰
W * P P »Â
W * N N,SING,COM,GEN „ÕÌÿ
W * N N,SING,COM “Ì” 
W * N N,SING,COM «‘«—Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM ÿ»Ì⁄ 
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * ADV ADV,GENR,SIM  ‰Â«
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,COM,INDF «»“«—Ì
W * P P œ—
W * N N,SING,COM,GEN «Œ Ì«—
W * N N,SING,COM «‰”«‰
W * N N,SING,COM ﬁ—«—
W * V V,SUB,POS,3 êÌ—œ
W * DELM DELM °
W * CON CON »·ﬂÂ
W * V V,AUX,NIN,POS »«Ìœ
W * P P,PRO »œ«‰
W * P P »Â
W * N N,SING,COM,GEN ç‘„
W * N N,SING,COM ê«ÂÊ«—Â
W * DELM DELM °
W * N N,SING,COM „«„‰
W * CON CON Ê
W * N N,SING,LOC,GEN „Õ·
W * N N,SING,COM ¬—«„‘
W * CON CON Ê
W * N N,SING,COM,GEN —‘œ
W * ADJ ADJ,SIM „«œÌ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN „⁄‰ÊÌ
W * N N,SING,COM «‰”«‰
W * N N,SING,COM ‰ê«Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN €Ì—
W * DET DET «Ì‰
W * N N,SING,COM ’Ê— 
W * N N,SING,COM,GEN Œ‘„
W * N N,SING,COM ÿ»Ì⁄ 
W * N N,SING,COM,INDF Å«”ŒÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS »«Ìœ
W * ADJ ADJ,SIM,GEN „‰ Ÿ—
W * PRO PRO,DEMO,SING ¬‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN  œÊÌ‰
W * N N,PL,COM ﬁÊ«‰Ì‰
W * DELM DELM °
W * N N,SING,COM,GEN «⁄„«·
W * N N,PL,COM,GEN ”Ì«” Â«Ì
W * ADJ ADJ,SIM ÊÌéÂ
W * DELM DELM °
W * N N,SING,COM,GEN  œÊÌ‰
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM »«“—”Ì
W * CON CON Ê
W * N N,SING,COM,GEN  ⁄ÌÌ‰
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM „«·Ì
W * DELM DELM °
W * N N,SING,COM,GEN Å—Ê ﬂ·
W * N N,SING,COM,GEN «Ì„‰Ì
W * ADJ ADJ,SIM “Ì” Ì
W * CON CON Ê
W * N N,PL,COM,GEN Œÿ—« 
W * ADJ ADJ,SIM,GEN «Õ „«·Ì
W * ADJ ADJ,SIM “Ì”  „ÕÌÿÌ
W * DELM DELM °
W * N N,SING,COM,GEN ›‰ ¬Ê—Ì
W * ADJ ADJ,SIM „œ—‰
W * P P «“
W * N N,PL,COM,GEN „’Ê»« 
W * DET DET «Ì‰
W * N N,SING,COM Ã·”Â
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Ã·”Â
W * CON CON Â„ç‰Ì‰
W * N N,SING,LOC,GEN €«—
W * N N,SING,LOC,PR ”ÂÊ·«‰
W * P P œ—
W * N N,SING,LOC,GEN «” «‰
W * ADJ ADJ,SIM ¬–—»«ÌÃ«‰
W * N N,SING,DIR €—»Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM „·Ì
W * CON CON Ê
W * ADJ ADJ,SIM ÿ»Ì⁄Ì
W * N N,SING,COM  ⁄ÌÌ‰
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * N N,PL,COM,INDF „’Ê»« Ì
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * N N,SING,COM,GEN ﬁ—ﬁ
W * ADJ ADJ,SIM «Œ ’«’Ì
W * CON CON Ê
W * N N,SING,COM,GEN ‘ﬂ«—
W * N N,PL,COM Ã«‰Ê—«‰
W * P P »Â
W * N N,SING,COM  ’ÊÌ»
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,PR ﬂÊ›Ì
W * N N,SING,PR ⁄‰«‰
W * N N,SING,COM,GEN œ»Ì—ﬂ·
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * N N,SING,TIME,GEN ‘»
W * ADJ ADJ,SIM ê–‘ Â
W * P P œ—
W * N N,SING,COM,GEN  „«”
W * ADJ ADJ,SIM  ·›‰Ì
W * P P »«
W * N N,SING,SURN œﬂ —
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR,GEN ﬂ„«·
W * N N,SING,PR Œ—«“Ì
W * N N,SING,COM,GEN Ê“Ì—
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM Œ«—ÃÂ
W * P P,GEN œ—»«—Â
W * N N,PL,COM,GEN «Ê÷«⁄
W * N N,SING,DIR,GEN Ã‰Ê»
W * N N,SING,LOC,PR ·»‰«‰
W * P P »Â
W * N N,SING,COM —«Ì“‰Ì
W * N N,SING,COM Å—œ«Œ 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,LOC,GEN «œ«—Â
W * N N,SING,COM,GEN ﬂ·
W * N N,PL,COM «ÿ·«⁄« 
W * CON CON Ê
W * N N,PL,COM,GEN „ÿ»Ê⁄« 
W * N N,SING,COM,GEN Ê“«— 
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM Œ«—ÃÂ
W * DELM DELM °
W * N N,SING,PR Œ—«“Ì
W * P P »Â
W * N N,SING,PR ﬂÊ›Ì
W * N N,SING,PR ⁄‰«‰
W * ADJ ADJ,INO ê› Â
W * V V,PRE,SIM «” 
W * DELM DELM :
W * QUA QUA Â—
W * SPEC SPEC êÊ‰Â
W * N N,SING,COM,GEN «ﬁœ«„
W * ADJ ADJ,SIM,GEN  Õ—Ìﬂ ¬„Ì“
W * N N,SING,COM,GEN —éÌ„
W * ADJ ADJ,SIM ’ÂÌÊ‰Ì” Ì
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,PL,COM,GEN ‘—«Ìÿ
W * ADJ ADJ,SIM,INDF Œÿ—‰«ﬂÌ
W * RA RA —«
W * P P œ—
W * N N,SING,LOC „‰ÿﬁÂ
W * P P »Â
W * N N,SING,COM ÊÃÊœ
W * V V,PA,SIM,POS,3 ¬Ê—œ
W * DELM DELM .
W * N N,SING,PR Œ—«“Ì
W * P P »Â
W * N N,SING,COM,GEN œ»Ì—ﬂ·
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * N N,SING,LOC,PR «”—«∆Ì·
W * V V,AUX,NIN,POS »«Ìœ
W * P P «“
W * N N,PL,COM,GEN „“«—⁄
W * N N,SING,LOC,PR ‘»⁄«
W * N N,SING,COM ⁄ﬁ» ‰‘Ì‰Ì
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
