Sub * SUBJ SUBJ !„–Â»Ì!
W * N N,SING,PR ﬁ«∆„
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * V V,PA,NAR,POS,6 ‰„ÊœÂ «‰œ
W * CON CON ﬂÂ
W * QUA QUA,GEN Â„Â
W * PRO PRO,DEMO,PL ¬‰Â«
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * N N,PL,COM,INDF „’«œÌﬁÌ
W * P P «“
W * N N,SING,COM ¬ÌÂ
W * V V,SUB,POS,6 »«‘‰œ
W * DELM DELM .
W * CON CON “Ì—«
W * N N,SING,COM,GEN ¬ÌÂ
W * ADJ ADJ,SIM „»«—ﬂÂ
W * N N,SING,COM,GEN ‰ÊÌœ
W * N N,SING,COM ¬Ì‰œÂ
W * RA RA —«
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,COM,GEN Â‰ê«„
W * N N,SING,COM,GEN ‰“Ê·
W * N N,SING,COM ¬ÌÂ
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,PR À⁄«·»Ì
W * CON CON Â„
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * CON CON Â‰ê«„Ì ﬂÂ
W * P P «“
W * N N,SING,PR,GEN ÅÌ«„»—
W * ADJ ADJ,SIM «ﬂ—„
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * DET DET «Ì‰
W * N N,SING,COM ¬ÌÂ
W * N N,SING,COM ”ƒ«·
W * V V,PA,SIM,POS,3 ‘œ
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,3 ê–«‘ 
W * P P,GEN —ÊÌ
W * N N,SING,COM,GEN ‘«‰Â
W * N N,SING,PR ”·„«‰
W * CON CON Ê
W * V V,PA,SIM,POS,3 ›—„Êœ
W * DELM DELM :
W * AR AR Â–«
W * AR AR Ê
W * AR AR –ÊÂ
W * DELM DELM :
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON Ê
W * N N,PL,COM,AFF,3 Ì«—«‰‘
W * DELM DELM .
W * CON CON ”Å”
W * V V,PA,SIM,POS,3 ›—„Êœ
W * DELM DELM :
W * AR AR ·Êﬂ«‰
W * AR AR «·⁄·„
W * AR AR »«·À—Ì
W * DELM DELM °
W * AR AR · «Ê·Â
W * AR AR —Ã«·
W * AR AR „‰
W * AR AR «»‰«¡
W * AR AR ›«—”
W * DELM DELM .
W * IF IF «ê—
W * N N,SING,COM ⁄·„
W * P P œ—
W * N N,SING,COM,GEN ” «—Â
W * N N,SING,PR À—Ì«
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * N N,PL,COM,INDF ›—“‰œ«‰Ì
W * P P «“
W * N N,SING,COM,GEN ”—“„Ì‰
W * N N,SING,LOC,PR ›«—”
W * N N,SING,COM œ” —”Ì
W * P P,PRO »œ«‰
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,COM,INDF Ã„·Â «Ì
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ¬ÌÂ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM «” ‘Â«œ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * AR AR «–·…
W * AR AR ⁄·Ì
W * AR AR «·„ƒ„‰Ì‰
W * AR AR «⁄“ …
W * AR AR ⁄·Ì
W * AR AR «·ﬂ«›—Ì‰
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * CON CON “Ì—«
W * N N,SING,COM Œœ«Ê‰œ
W * N N,PL,COM,GEN „—œ«‰
W * ADJ ADJ,SIM €ÌÊ—
W * CON CON Ê
W * ADJ ADJ,SIM,GEN »««Ì„«‰
W * N N,SING,COM ¬Ì‰œÂ
W * RA RA —«
W * ADV ADV,GENR,SIM ç‰«‰
W * N N,SING,COM „⁄—›Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ÅÌ‘
W * N N,PL,COM „ƒ„‰«‰
W * ADJ ADJ,SIM „ Ê«÷⁄
W * CON CON Ê
W * ADJ ADJ,SIM ›—Ê ‰
W * ADJ ADJ,INO »ÊœÂ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN „ﬁ«»·
W * N N,PL,COM ﬂ«›—«‰
W * P P »«
W * N N,SING,COM ’·«» 
W * CON CON Ê
W * N N,SING,COM ﬁœ— 
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM «”·«„
W * CON CON Â„«‰ ÿÊ—ﬂÂ
W * ADJ ADJ,INO ê› Â
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON,DCOR Â„
W * N N,SING,COM ‰—„‘
W * V V,PRE,SIM «” 
W * CON CON,DCOR Â„
W * N N,SING,COM ‘œ 
W * DELM DELM °
W * CON CON,DCOR Â„
W * N N,SING,COM  Ê·Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * CON CON,DCOR Â„
W * N N,SING,COM  »—Ì
W * DELM DELM .
W * N N,SING,ORD,GEN ¬€«“
W * QUA QUA Â—
W * N N,SING,COM,GEN ”Ê—Â
W * ADJ ADJ,SIM ﬁ—¬‰Ì
W * P P »«
W * N N,SING,COM,GEN Ã„·Â
W * AR AR »”„
W * AR AR «··Â
W * AR AR «·—Õ„‰
W * AR AR «·—ÕÌ„
W * N N,SING,COM ‘—Ê⁄
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * PS PS ¬—Ì
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,COM,GEN Œœ«Ê‰œ
W * ADJ ADJ,SIM »Œ‘‰œÂ
W * CON CON Ê
W * ADJ ADJ,SIM „Â—»«‰
W * DELM DELM .
W * N N,SING,PR,INDF Œœ«Ê‰œÌ
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ÃÂ«‰
W * N N,SING,COM,GEN ‰⁄„ 
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM œÊ” 
W * CON CON Ê
W * N N,SING,COM œ‘„‰
W * RA RA —«
W * V V,PRS,POS,3 ›—«„Ì êÌ—œ
W * CON CON Ê
W * P P œ—
W * DET DET ¬‰
W * N N,SING,COM ÃÂ«‰
W * N N,SING,COM,GEN —Õ„ 
W * PRO PRO,personal,SING,3 «Ê
W * P P,GEN »—«Ì
W * N N,PL,COM,AFF,3 œÊ” «‰‘
W * ADJ ADJ,SIM Ã«Êœ«‰Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,SIM —«” Ì
W * DET DET,I çÂ
W * N N,SING,COM,GEN Ã„·Â
W * ADJ ADJ,SIM “Ì»«
W * CON CON Ê
W * DET DET,I çÂ
W * N N,SING,COM,GEN ‘⁄«—
W * ADJ ADJ,SIM,INDF ¬—«„ »Œ‘Ì
W * DELM DELM .
W * DET DET,I ﬂœ«„
W * N N,SING,COM Ã„·Â
W * CON CON Ê
W * DET DET,I ﬂœ«„
W * N N,SING,COM,INDF ‘⁄«—Ì
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * P P,GEN »„«‰‰œ
W * PRO PRO,DEMO,SING ¬‰
W * P P »Â
W * N N,SING,COM ¬œ„Ì
W * N N,SING,COM ¬—«„‘
W * V V,SUB,POS,3 »Œ‘œ
W * DELM DELM ø
W * CON CON Ê·Ì
W * DET DET Â„Ì‰
W * N N,SING,PR ﬁ—¬‰
W * N N,SING,COM ‰Ê» 
W * P P »Â
W * N N,PL,COM „‘—ﬂÌ‰
W * CON CON ﬂÂ
W * V V,PRS,POS,3 „Ì —”œ
W * DELM DELM °
W * ADV ADV,GENR,SIM œÌê—
W * P P œ—
W * N N,SING,ORD,GEN ¬€«“
W * N N,SING,COM,GEN ”Ê—Â
W * DET DET «Ì‰
W * N N,SING,COM Ã„·Â
W * N N,SING,COM ÊÃÊœ
W * ADJ ADJ,INO,NEG ‰œ«‘ Â
W * DELM DELM °
W * CON CON »·ﬂÂ
W * V V,PRS,POS,3 „Ì ›—„«Ìœ
W * DELM DELM :
W * AR AR »—«∆…
W * AR AR „‰
W * AR AR «··Â
W * AR AR Ê
W * AR AR —”Ê·Â
W * AR AR «·Ì
W * AR AR «·–Ì‰
W * AR AR ⁄«Âœ „
W * AR AR „‰
W * AR AR «·„‘—ﬂÌ‰
W * DELM DELM .
W * N N,SING,NUM 3
W * DELM DELM -
W * PS PS ¬—Ì
W * N N,SING,PR ﬁ—¬‰
W * N N,SING,COM »Ì“«—Ì
W * P P «“
W * N N,SING,PR Œœ«
W * CON CON Ê
W * N N,SING,COM,AFF,3 ÅÌ«„»—‘
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM,GEN „‘—ﬂÌ‰
W * ADJ ADJ,SIM ÅÌ„«‰ ‘ﬂ‰
W * RA RA —«
W * N N,SING,COM «⁄·«„
W * V V,PRS,POS,3 „Ì œ«—œ
W * DELM DELM .
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰«—
W * N N,SING,LOC,GEN Œ«‰Â
W * N N,SING,PR Œœ«
W * CON CON ﬂÂ
W * N N,SING,LOC,GEN Å‰«Âê«Â
W * QUA QUA Â—
W * N N,SING,COM œÊ—
W * CON CON Ê
W * N N,SING,COM ‰“œÌﬂ
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,COM,GEN ÕÃ
W * ADJ ADJ,SUP «ﬂ»—
W * N N,SING,COM,GEN «⁄·«„
W * N N,SING,COM »Ì“«—Ì
W * P P «“
W * PRO PRO,personal,PL,3 ¬‰«‰
W * N N,SING,COM «‰Ã«„
W * V V,PRS,POS,3 „Ì êÌ—œ
W * DELM DELM .
W * N N,SING,NUM 4
W * DELM DELM -
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,PL,COM ﬂ›«—
W * CON CON Â„
W * CON CON Â„«‰ ÿÊ—ﬂÂ
W * ADV ADV,GENR,TIME ﬁ»·«
W * N N,SING,COM »Ì«‰
W * V V,PA,SIM,POS,4 ﬂ—œÌ„
W * N N,PL,COM „Ê÷⁄ êÌ—ÌÂ«
W * V V,AUX,NIN,POS »«Ìœ
W * ADJ ADJ,SIM „ ›«Ê 
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,PL,COM „”·„«‰«‰
W * P P œ—
W * N N,SING,COM,GEN „ﬁ«»·
W * N N,PL,COM,GEN —Â»—«‰
W * N N,SING,COM ﬂ›—
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN œ—’œœ
W * N N,SING,COM  Â«Ã„
W * P P »—
W * N N,PL,COM „”·„Ì‰
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * V V,AUX,NIN,POS »«Ìœ
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM ’·«» 
W * CON CON Ê
W * N N,SING,COM ﬁœ— 
W * V V,SUB,POS,6 »«‘‰œ
W * CON CON Ê·Ì
W * P P œ—
W * N N,SING,COM,GEN „ﬁ«»·
W * N N,PL,COM,INDF «›—«œÌ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN œ—’œœ
W * N N,SING,COM «Ì–«¡
W * CON CON Ê
W * N N,PL,COM,GEN ¬“«—
W * N N,PL,COM „”·„Ì‰
W * V V,PRS,NEG,6 ‰„Ì »«‘‰œ
W * CON CON »·ﬂÂ
W * N N,PL,COM,GEN —Ê«»ÿ
W * ADJ ADJ,SIM œÊ” «‰Â
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM °
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,INDF —› «—Ì
W * P P »—
W * N N,SING,COM,GEN „»‰«Ì
W * N N,SING,COM ⁄œ«· 
W * N N,SING,COM Â„—«Â
W * P P »«
W * N N,SING,COM ‰ÌﬂÌ
W * CON CON Ê
W * N N,SING,COM «Õ”«‰
W * ADJ ADJ,INO œ«‘ Â
W * DELM DELM °
W * ADV ADV,GENR,SIM »ÊÌéÂ
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM,INDF «›—«œÌ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Å— Ê
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * ADJ ADJ,SIM «”·«„Ì
W * P P »Â
W * N N,SING,COM ”—
W * V V,PRS,POS,6 „Ì »—‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —⁄«Ì 
W * N N,SING,COM,GEN Õ«·
W * PRO PRO,personal,PL,3 ¬‰«‰
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM „ﬂ——
W * N N,SING,COM  Ê’ÌÂ
W * CON CON Â„
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Â„ç‰«‰ﬂÂ
W * N N,SING,PR «„Ì—«·„ƒ„‰Ì‰
W * N N,SING,SURN ⁄·ÌÂ «·”·«„
W * P P œ—
W * N N,SING,COM,GEN ”Ì«”  ‰«„Â
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,SING,PR,GEN „«·ﬂ
W * N N,SING,PR «‘ —
W * V V,PRS,POS,3 „Ì ›—„«Ìœ
W * DELM DELM :
W * AR AR Ê
W * AR AR «‘⁄—
W * AR AR ﬁ·»ﬂ
W * AR AR «·—ƒ›…
W * AR AR ··—⁄Ì…
W * AR AR Ê
W * AR AR «·„Õ»…
W * AR AR ·Â„
W * AR AR Ê«··ÿ›
W * AR AR »Â„
W * AR AR Ê·« ﬂÊ‰‰
W * AR AR ⁄·ÌÂ„
W * AR AR ”»⁄«
W * AR AR ÷«—»«
W * AR AR  € ‰„
W * AR AR «ﬂ·Â„
W * AR AR ›«‰Â„
W * AR AR ’‰›«‰
W * AR AR «„«
W * AR AR «Œ
W * AR AR ·ﬂ
W * AR AR ›Ì «·œÌ‰
W * AR AR «Ê‰ŸÌ—
W * AR AR ·ﬂ
W * AR AR ›Ì
W * AR AR «·Œ·ﬁ
W * DELM DELM °
W * AR AR Ì›—ÿ
W * AR AR „‰Â„
W * AR AR «·“··
W * AR AR Ê
W * AR AR  ⁄—÷
W * AR AR ·Â„
W * AR AR «·⁄··
W * AR AR Ê
W * AR AR ÌÊ Ì
W * AR AR ⁄·Ì
W * AR AR «ÌœÌÂ„
W * AR AR ›Ì
W * AR AR «·Õ„œ
W * AR AR Ê«·Œÿ«
W * AR AR ›«⁄ÿÂ„
W * AR AR „‰
W * AR AR ⁄›Êﬂ
W * AR AR Ê
W * AR AR ’›Õﬂ
W * AR AR „À·
W * AR AR «·–Ì
W * AR AR  Õ»
W * AR AR Ê
W * AR AR  —÷Ì
W * AR AR «‰
W * AR AR Ì⁄ÿÌﬂ
W * AR AR «··Â
W * AR AR „‰
W * AR AR ⁄›ÊÂ
W * AR AR Ê
W * AR AR ’›ÕÂ
W * DELM DELM .
W * N N,SING,NUM 5
W * DELM DELM -
W * N N,SING,COM,GEN œ·
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,INDF ÅÊ‘‘Ì
W * P P «“
W * N N,SING,COM —√› 
W * CON CON Ê
W * N N,SING,COM „Õ» 
W * CON CON Ê
W * N N,SING,COM ·ÿ›
W * P P »Â
W * N N,SING,COM —⁄Ì 
W * N N,SING,COM ﬁ—«—
W * V V,IMP,POS,2 œÂ
W * CON CON Ê
W * P P,GEN »—«Ì
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADV ADV,GENR,SIM „»«œ«
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,COM,INDF œ—‰œÂ «Ì
W * ADJ ADJ,SIM “Ì«‰»Œ‘
W * V V,SUB,POS,2 »«‘Ì
W * CON CON ﬂÂ
W * N N,SING,NFL ŒÊ—œ‰
W * CON CON Ê
W * P P «“
W * N N,SING,COM »Ì‰
W * N N,SING,NFL,GEN »—œ‰
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM €‰Ì„ 
W * V V,SUB,POS,2 ‘„—Ì
W * CON CON “Ì—«
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * N N,SING,NUM œÊ
W * V V,PRE,NC,6 ê—ÊÂ‰œ
W * DELM DELM °
W * CON CON Ì«
W * N N,SING,COM,GEN »—«œ—
W * ADJ ADJ,SIM,GEN œÌ‰Ì
W * PRO PRO,personal,SING,2  Ê
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON Ê
W * CON CON Ì«
W * P P,GEN »„«‰‰œ
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM,INDF «‰”«‰Ì
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * DELM DELM .
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,PL,COM,INDF ·€“‘Â«ÌÌ
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON Ê
W * N N,PL,COM ⁄··
W * CON CON Ê
W * N N,PL,COM,INDF ⁄Ê«—÷Ì
W * P P,GEN »—«Ì
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * ADJ ADJ,SIM ÅœÌœ
W * V V,PRS,POS,3 „Ì ¬Ìœ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM ⁄„œ
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM «‘ »«Â
W * N N,PL,COM,INDF Œÿ«Ì«ÌÌ
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM ”—
W * V V,PRS,POS,3 „Ì “‰œ
W * DELM DELM °
W * CON CON Â„ç‰«‰ﬂÂ
W * N N,SING,COM œÊ” 
W * V V,PRS,POS,2 œ«—Ì
W * CON CON Ê
W * ADJ ADJ,SIM —«÷Ì
W * V V,PRS,POS,2 Â” Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Œœ«Ê‰œ
W * ADJ ADJ,SIM „ ⁄«·
W * P P «“
W * N N,SING,COM »Œ‘‘
W * CON CON Ê
W * N N,SING,COM,GEN ê–‘ 
W * PRO PRO,R,XOD ŒÊœ
W * P P »—
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM ⁄‰«Ì 
W * V V,SUB,POS,3 ›—„«Ìœ
W * PRO PRO,personal,SING,2  Ê
W * CON CON Â„
W * P P «“
W * N N,SING,COM ⁄›Ê
W * CON CON Ê
W * N N,SING,COM,GEN ê–‘ 
W * PRO PRO,R,XOD ŒÊÌ‘
W * PRO PRO,DEMO,PL ¬‰Â«
W * RA RA —«
W * ADJ ADJ,SIM »—ŒÊ—œ«—
W * V V,IMP,POS,2 ‰„«
W * DELM DELM .
W * P P «“
W * N N,SING,COM,GEN œÌœê«Â
W * N N,SING,PR,GEN ﬁ—¬‰
W * ADJ ADJ,SIM ﬂ—Ì„
W * N N,SING,COM,GEN ‘ÌÊÂ
W * N N,SING,COM »—ŒÊ—œ
W * P P »«
W * N N,PL,COM „”·„«‰«‰
W * CON CON Â„
W * V V,AUX,NIN,POS »«Ìœ
W * ADJ ADJ,SIM êÊ‰«êÊ‰
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * P P »«
W * QUA QUA Â—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,INDF —› «—Ì
W * ADJ ADJ,SIM,GEN „‰«”»
W * N N,SING,COM,AFF,3 ⁄„·‘
W * N N,SING,COM «‰Ã«„
W * V V,SUB,POS,3 êÌ—œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,NFL,GEN »—œ‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ’› 
W * ADJ ADJ,SIM «Œ·«ﬁÌ
W * N N,SING,COM ‰”» 
W * P P »Â
W * PRO PRO,INDF,SING »—ŒÌ
W * N N,SING,COM œ” Ê—
W * ADJ ADJ,INO œ«œÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê·Ì
W * N N,SING,COM ‰”» 
W * P P »Â
W * PRO PRO,INDF,SING »—ŒÌ
W * V V,SUB,POS,2 ‰ÂÌ
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM .
W * N N,SING,COM,GEN Œœ«Ê‰œ
W * ADJ ADJ,SIM „ ⁄«·
W * P P œ—
W * N N,SING,COM,GEN  Ê’Ì›
W * N N,SING,PR,GEN ÅÌ«„»—
W * ADJ ADJ,SIM «ﬂ—„
W * V V,PRS,POS,3 „Ì ›—„«Ìœ
W * DELM DELM :
W * AR AR »«·„ƒ„‰Ì‰
W * ADJ ADJ,SIM —√›
W * AR AR —ÕÌ„
W * DELM DELM .
W * N N,SING,NUM 6
W * DELM DELM -
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM „ƒ„‰«‰
W * ADJ ADJ,SIM —√›
W * CON CON Ê
W * ADJ ADJ,SIM „Â—»«‰
W * V V,PRS,POS,3 „Ì »«‘œ
W * CON CON Ê·Ì
W * P P œ—
W * N N,SING,COM,GEN Â‰ê«„
W * N N,SING,COM,GEN «Ã—«¡
W * N N,SING,COM Õœ
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,COM “‰«ﬂ«—
W * V V,PRS,POS,3 „Ì ›—„«Ìœ
W * DELM DELM :
W * AR AR Ê·«
W * AR AR  «Œ–ﬂ„
W * AR AR »Â„«—∆Ê›…
W * AR AR ›Ì
W * AR AR œÌ‰
W * AR AR «··Â
W * DELM DELM .
W * N N,SING,NUM 7
W * DELM DELM -
W * N N,SING,COM —√› 
W * CON CON Ê
W * N N,SING,COM œ·”Ê“Ì
W * N N,SING,COM ‰”» 
W * P P »Â
W * PRO PRO,personal,PL,3 «Ì‘«‰
